Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
1.0,Jarren Duran*,28.0,BOS,AL,1.4,65.0,307.0,281.0,36.0,77.0,17.0,7.0,4.0,35.0,13.0,5.0,19.0,68.0,0.274,0.329,0.427,0.756,110.0,0.342,115.0,120.0,3.0,5.0,0.0,2.0,0.0,*7/89,
2.0,Rafael Devers*,28.0,BOS,AL,2.3,66.0,302.0,247.0,41.0,70.0,18.0,0.0,13.0,56.0,1.0,1.0,51.0,67.0,0.283,0.407,0.514,0.921,156.0,0.4,160.0,127.0,4.0,2.0,0.0,2.0,5.0,*D,
3.0,Shohei Ohtani*,30.0,LAD,NL,3.0,63.0,294.0,252.0,66.0,74.0,9.0,4.0,23.0,39.0,11.0,4.0,40.0,73.0,0.294,0.388,0.635,1.023,186.0,0.425,180.0,160.0,3.0,0.0,0.0,2.0,8.0,*D,
4.0,Bo Bichette,27.0,TOR,AL,1.1,64.0,290.0,271.0,27.0,74.0,17.0,1.0,8.0,37.0,4.0,3.0,16.0,47.0,0.273,0.317,0.432,0.749,108.0,0.333,112.0,117.0,6.0,2.0,0.0,1.0,1.0,*6/DH,
5.0,Brent Rooker,30.0,ATH,AL,1.2,66.0,290.0,263.0,41.0,72.0,13.0,1.0,13.0,37.0,2.0,1.0,25.0,64.0,0.274,0.341,0.479,0.82,129.0,0.362,133.0,126.0,6.0,2.0,0.0,0.0,0.0,*D/97H,
6.0,Francisco Lindor#,31.0,NYM,NL,2.5,63.0,289.0,253.0,42.0,73.0,11.0,0.0,14.0,38.0,13.0,2.0,23.0,49.0,0.289,0.36,0.498,0.858,146.0,0.38,145.0,126.0,4.0,8.0,0.0,5.0,2.0,*6/H,
7.0,Jackson Chourio,21.0,MIL,NL,0.6,64.0,288.0,277.0,39.0,71.0,18.0,1.0,10.0,37.0,13.0,4.0,9.0,58.0,0.256,0.281,0.437,0.718,100.0,0.324,102.0,121.0,7.0,1.0,0.0,1.0,0.0,*879/D,
8.0,Juan Soto*,26.0,NYM,NL,2.2,64.0,288.0,231.0,43.0,54.0,12.0,0.0,11.0,31.0,7.0,0.0,52.0,46.0,0.234,0.372,0.429,0.8,131.0,0.366,137.0,99.0,13.0,1.0,0.0,4.0,5.0,*9/D,
9.0,Pete Alonso,30.0,NYM,NL,2.5,65.0,287.0,243.0,38.0,72.0,20.0,1.0,15.0,57.0,0.0,2.0,33.0,60.0,0.296,0.394,0.572,0.966,176.0,0.408,173.0,139.0,10.0,8.0,0.0,3.0,2.0,*3,
10.0,Lars Nootbaar*,27.0,STL,NL,1.6,62.0,286.0,243.0,39.0,60.0,12.0,0.0,8.0,28.0,4.0,3.0,38.0,55.0,0.247,0.353,0.395,0.748,112.0,0.335,113.0,96.0,3.0,3.0,0.0,2.0,2.0,*79/8DH,
11.0,Kyle Tucker*,28.0,CHC,NL,2.7,63.0,284.0,238.0,45.0,67.0,12.0,4.0,12.0,40.0,16.0,1.0,42.0,33.0,0.282,0.391,0.517,0.908,160.0,0.404,160.0,123.0,5.0,2.0,0.0,2.0,6.0,*9/DH,
12.0,Bobby Witt Jr.,25.0,KCR,AL,3.2,65.0,284.0,253.0,34.0,73.0,22.0,3.0,7.0,35.0,21.0,5.0,23.0,55.0,0.289,0.349,0.482,0.831,132.0,0.37,133.0,122.0,1.0,3.0,0.0,5.0,6.0,*6/D,
13.0,Vladimir Guerrero Jr.,26.0,TOR,AL,1.6,64.0,283.0,239.0,39.0,66.0,11.0,0.0,8.0,29.0,1.0,1.0,38.0,41.0,0.276,0.382,0.423,0.804,126.0,0.351,125.0,101.0,3.0,4.0,0.0,2.0,4.0,*3/DH,
14.0,Aaron Judge,33.0,NYY,AL,4.9,63.0,283.0,236.0,59.0,92.0,17.0,2.0,21.0,51.0,5.0,3.0,43.0,64.0,0.39,0.488,0.746,1.233,244.0,0.508,249.0,176.0,7.0,3.0,0.0,1.0,14.0,*9D,
15.0,Corbin Carroll*,24.0,ARI,NL,2.4,63.0,282.0,252.0,49.0,65.0,12.0,6.0,18.0,39.0,10.0,4.0,24.0,67.0,0.258,0.337,0.567,0.904,148.0,0.388,148.0,143.0,2.0,6.0,0.0,0.0,1.0,*9/H,
16.0,Kyle Schwarber*,32.0,PHI,NL,2.2,64.0,282.0,235.0,45.0,60.0,9.0,1.0,20.0,46.0,4.0,1.0,43.0,71.0,0.255,0.379,0.557,0.937,158.0,0.406,159.0,131.0,1.0,4.0,0.0,0.0,2.0,*D/7,
17.0,James Wood*,22.0,WSN,NL,2.6,64.0,280.0,241.0,38.0,66.0,16.0,0.0,16.0,45.0,9.0,3.0,36.0,76.0,0.274,0.368,0.539,0.907,158.0,0.391,155.0,130.0,4.0,1.0,0.0,2.0,2.0,*7D,
18.0,Willy Adames,29.0,SFG,NL,-0.6,65.0,279.0,244.0,31.0,47.0,10.0,1.0,5.0,26.0,3.0,2.0,30.0,75.0,0.193,0.281,0.303,0.584,69.0,0.269,71.0,74.0,2.0,1.0,0.0,3.0,1.0,*6/D,
19.0,Austin Riley,28.0,ATL,NL,1.3,63.0,279.0,258.0,34.0,71.0,11.0,0.0,11.0,35.0,2.0,1.0,18.0,78.0,0.275,0.33,0.446,0.775,116.0,0.342,116.0,115.0,5.0,3.0,0.0,0.0,1.0,*5,
20.0,Tyler Soderstrom*,23.0,ATH,AL,1.4,66.0,279.0,246.0,35.0,63.0,11.0,1.0,14.0,43.0,3.0,0.0,28.0,71.0,0.256,0.341,0.48,0.82,129.0,0.355,126.0,118.0,10.0,4.0,0.0,1.0,1.0,37/DH,
