Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
1.0,Jarren Duran*,28.0,BOS,AL,1.5,72.0,335.0,307.0,38.0,81.0,18.0,7.0,5.0,38.0,14.0,5.0,21.0,80.0,0.264,0.319,0.417,0.736,105.0,0.333,109.0,128.0,3.0,5.0,0.0,2.0,0.0,*7/89H,
2.0,Rafael Devers*,28.0,BOS,AL,2.3,73.0,334.0,272.0,47.0,74.0,18.0,0.0,15.0,58.0,1.0,1.0,56.0,76.0,0.272,0.401,0.504,0.905,152.0,0.392,155.0,137.0,7.0,4.0,0.0,2.0,7.0,*D,
3.0,Shohei Ohtani*,30.0,LAD,NL,3.6,70.0,326.0,279.0,73.0,83.0,11.0,5.0,25.0,41.0,11.0,4.0,44.0,79.0,0.297,0.393,0.642,1.034,189.0,0.433,185.0,179.0,3.0,1.0,0.0,2.0,9.0,*D,
4.0,Bo Bichette,27.0,TOR,AL,0.8,71.0,321.0,299.0,32.0,80.0,17.0,1.0,8.0,41.0,4.0,3.0,18.0,53.0,0.268,0.312,0.411,0.723,100.0,0.321,102.0,123.0,6.0,2.0,0.0,2.0,1.0,*6/DH,
5.0,Jackson Chourio,21.0,MIL,NL,0.9,72.0,321.0,309.0,43.0,80.0,18.0,3.0,12.0,42.0,13.0,5.0,10.0,68.0,0.259,0.283,0.453,0.737,105.0,0.328,106.0,140.0,9.0,1.0,0.0,1.0,0.0,*879/D,
6.0,Francisco Lindor#,31.0,NYM,NL,2.7,70.0,320.0,280.0,47.0,78.0,13.0,0.0,14.0,38.0,13.0,2.0,27.0,55.0,0.279,0.353,0.475,0.828,137.0,0.368,136.0,133.0,4.0,8.0,0.0,5.0,2.0,*6/DH,
7.0,Brent Rooker,30.0,ATH,AL,1.6,73.0,320.0,288.0,44.0,80.0,16.0,1.0,15.0,41.0,2.0,1.0,30.0,66.0,0.278,0.35,0.497,0.847,134.0,0.372,139.0,143.0,7.0,2.0,0.0,0.0,0.0,*D/97H,
8.0,Juan Soto*,26.0,NYM,NL,2.9,71.0,320.0,255.0,51.0,63.0,14.0,0.0,13.0,36.0,8.0,0.0,60.0,51.0,0.247,0.388,0.455,0.842,143.0,0.386,150.0,116.0,14.0,1.0,0.0,4.0,5.0,*9/D,
9.0,Pete Alonso,30.0,NYM,NL,2.8,72.0,318.0,270.0,42.0,79.0,22.0,1.0,17.0,63.0,0.0,2.0,35.0,67.0,0.293,0.39,0.57,0.96,174.0,0.407,171.0,154.0,12.0,10.0,0.0,3.0,2.0,*3,
10.0,Kyle Tucker*,28.0,CHC,NL,2.9,71.0,316.0,264.0,49.0,73.0,13.0,4.0,13.0,43.0,18.0,1.0,48.0,45.0,0.277,0.389,0.504,0.893,157.0,0.398,156.0,133.0,5.0,2.0,0.0,2.0,7.0,*9/DH,
11.0,Corbin Carroll*,24.0,ARI,NL,2.5,70.0,314.0,281.0,55.0,71.0,12.0,8.0,20.0,44.0,10.0,4.0,27.0,78.0,0.253,0.331,0.566,0.897,146.0,0.384,144.0,159.0,2.0,6.0,0.0,0.0,1.0,*9/H,
12.0,Kyle Schwarber*,32.0,PHI,NL,2.2,71.0,314.0,259.0,51.0,64.0,9.0,1.0,22.0,52.0,5.0,1.0,51.0,82.0,0.247,0.379,0.544,0.923,153.0,0.399,153.0,141.0,1.0,4.0,0.0,0.0,5.0,*D/7,
13.0,Bobby Witt Jr.,25.0,KCR,AL,3.1,72.0,312.0,280.0,36.0,78.0,23.0,3.0,8.0,38.0,21.0,6.0,24.0,59.0,0.279,0.337,0.468,0.804,124.0,0.356,124.0,131.0,1.0,3.0,0.0,5.0,6.0,*6/D,
14.0,Aaron Judge,33.0,NYY,AL,5.4,70.0,311.0,262.0,65.0,99.0,17.0,2.0,26.0,60.0,6.0,3.0,45.0,78.0,0.378,0.473,0.756,1.228,238.0,0.506,244.0,198.0,8.0,3.0,0.0,1.0,14.0,*9D/H,
15.0,Trea Turner,32.0,PHI,NL,2.0,69.0,311.0,283.0,49.0,85.0,15.0,2.0,7.0,31.0,19.0,5.0,23.0,51.0,0.3,0.36,0.442,0.802,122.0,0.361,122.0,125.0,3.0,4.0,0.0,1.0,0.0,*6/H,
16.0,James Wood*,22.0,WSN,NL,3.0,71.0,311.0,268.0,42.0,75.0,17.0,0.0,17.0,49.0,9.0,3.0,40.0,83.0,0.28,0.373,0.534,0.907,156.0,0.392,155.0,143.0,5.0,1.0,0.0,2.0,2.0,*7D,
17.0,Elly De La Cruz#,23.0,CIN,NL,2.6,72.0,310.0,275.0,57.0,75.0,14.0,0.0,16.0,50.0,20.0,6.0,32.0,81.0,0.273,0.352,0.498,0.85,128.0,0.375,128.0,137.0,3.0,2.0,0.0,1.0,5.0,*6/DH,
