Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
1.0,Jarren Duran*,28.0,BOS,AL,1.4,67.0,318.0,292.0,37.0,79.0,18.0,7.0,4.0,37.0,13.0,5.0,19.0,72.0,0.271,0.324,0.421,0.745,107.0,0.337,111.0,123.0,3.0,5.0,0.0,2.0,0.0,*7/89,
2.0,Rafael Devers*,28.0,BOS,AL,2.4,68.0,313.0,254.0,45.0,71.0,18.0,0.0,14.0,57.0,1.0,1.0,54.0,70.0,0.28,0.409,0.516,0.925,157.0,0.4,161.0,131.0,4.0,3.0,0.0,2.0,6.0,*D,
3.0,Shohei Ohtani*,30.0,LAD,NL,3.1,65.0,305.0,261.0,67.0,76.0,11.0,4.0,23.0,39.0,11.0,4.0,41.0,74.0,0.291,0.387,0.628,1.015,184.0,0.426,180.0,164.0,3.0,1.0,0.0,2.0,8.0,*D,
4.0,Bo Bichette,27.0,TOR,AL,1.0,66.0,299.0,279.0,28.0,75.0,17.0,1.0,8.0,38.0,4.0,3.0,17.0,49.0,0.269,0.314,0.423,0.737,105.0,0.328,108.0,118.0,6.0,2.0,0.0,1.0,1.0,*6/DH,
5.0,Brent Rooker,30.0,ATH,AL,1.1,68.0,298.0,270.0,41.0,72.0,13.0,1.0,13.0,37.0,2.0,1.0,26.0,64.0,0.267,0.336,0.467,0.802,125.0,0.355,128.0,126.0,7.0,2.0,0.0,0.0,0.0,*D/97H,
6.0,Jackson Chourio,21.0,MIL,NL,0.6,66.0,296.0,284.0,39.0,72.0,18.0,1.0,10.0,37.0,13.0,5.0,10.0,61.0,0.254,0.28,0.43,0.71,99.0,0.319,101.0,122.0,7.0,1.0,0.0,1.0,0.0,*879/D,
7.0,Lars Nootbaar*,27.0,STL,NL,1.3,64.0,296.0,253.0,39.0,60.0,12.0,0.0,8.0,28.0,4.0,3.0,38.0,60.0,0.237,0.341,0.379,0.721,103.0,0.323,104.0,96.0,3.0,3.0,0.0,2.0,2.0,*79/8DH,
8.0,Francisco Lindor#,31.0,NYM,NL,2.4,64.0,294.0,258.0,42.0,73.0,11.0,0.0,14.0,38.0,13.0,2.0,23.0,51.0,0.283,0.354,0.488,0.842,141.0,0.373,140.0,126.0,4.0,8.0,0.0,5.0,2.0,*6/H,
9.0,Juan Soto*,26.0,NYM,NL,2.5,65.0,294.0,234.0,46.0,57.0,12.0,0.0,11.0,31.0,7.0,0.0,55.0,46.0,0.244,0.384,0.436,0.82,137.0,0.376,143.0,102.0,13.0,1.0,0.0,4.0,5.0,*9/D,
10.0,Pete Alonso,30.0,NYM,NL,2.9,66.0,293.0,249.0,41.0,75.0,20.0,1.0,17.0,61.0,0.0,2.0,33.0,62.0,0.301,0.396,0.594,0.99,182.0,0.417,180.0,148.0,11.0,8.0,0.0,3.0,2.0,*3,
11.0,Kyle Tucker*,28.0,CHC,NL,2.8,65.0,293.0,244.0,47.0,68.0,12.0,4.0,13.0,41.0,16.0,1.0,45.0,36.0,0.279,0.392,0.52,0.913,162.0,0.406,161.0,127.0,5.0,2.0,0.0,2.0,6.0,*9/DH,
12.0,Corbin Carroll*,24.0,ARI,NL,2.6,65.0,292.0,260.0,50.0,67.0,12.0,6.0,19.0,41.0,10.0,4.0,26.0,70.0,0.258,0.339,0.569,0.908,150.0,0.39,149.0,148.0,2.0,6.0,0.0,0.0,1.0,*9/H,
13.0,Vladimir Guerrero Jr.,26.0,TOR,AL,1.7,66.0,292.0,247.0,40.0,68.0,12.0,0.0,8.0,29.0,1.0,1.0,39.0,41.0,0.275,0.38,0.421,0.801,125.0,0.35,124.0,104.0,3.0,4.0,0.0,2.0,4.0,*3/DH,
14.0,Kyle Schwarber*,32.0,PHI,NL,2.1,66.0,291.0,240.0,46.0,60.0,9.0,1.0,20.0,46.0,4.0,1.0,47.0,74.0,0.25,0.381,0.546,0.927,156.0,0.401,156.0,131.0,1.0,4.0,0.0,0.0,4.0,*D/7,
15.0,Bobby Witt Jr.,25.0,KCR,AL,3.4,66.0,289.0,258.0,35.0,75.0,22.0,3.0,8.0,37.0,21.0,5.0,23.0,55.0,0.291,0.349,0.492,0.842,135.0,0.374,136.0,127.0,1.0,3.0,0.0,5.0,6.0,*6/D,
16.0,Aaron Judge,33.0,NYY,AL,5.2,64.0,288.0,240.0,62.0,95.0,17.0,2.0,23.0,55.0,5.0,3.0,44.0,64.0,0.396,0.493,0.771,1.264,250.0,0.519,256.0,185.0,7.0,3.0,0.0,1.0,14.0,*9D,
17.0,Austin Riley,28.0,ATL,NL,1.5,65.0,288.0,267.0,37.0,76.0,13.0,0.0,11.0,35.0,2.0,1.0,18.0,79.0,0.285,0.337,0.457,0.794,122.0,0.35,122.0,122.0,5.0,3.0,0.0,0.0,1.0,*5,
18.0,Trea Turner,32.0,PHI,NL,1.8,64.0,288.0,264.0,44.0,79.0,13.0,2.0,7.0,30.0,17.0,5.0,19.0,50.0,0.299,0.354,0.443,0.797,122.0,0.358,122.0,117.0,3.0,4.0,0.0,1.0,0.0,*6/H,
19.0,Elly De La Cruz#,23.0,CIN,NL,1.7,67.0,287.0,254.0,49.0,65.0,13.0,0.0,12.0,43.0,19.0,6.0,30.0,79.0,0.256,0.338,0.449,0.787,113.0,0.349,110.0,114.0,2.0,2.0,0.0,1.0,4.0,*6/DH,
20.0,Julio RodrÃ­guez,24.0,SEA,AL,2.9,64.0,287.0,262.0,41.0,66.0,6.0,3.0,10.0,33.0,11.0,3.0,20.0,57.0,0.252,0.317,0.412,0.729,113.0,0.331,118.0,108.0,7.0,5.0,0.0,0.0,1.0,*8/H,
21.0,Tyler Soderstrom*,23.0,ATH,AL,1.5,68.0,287.0,254.0,36.0,66.0,11.0,1.0,14.0,44.0,3.0,0.0,28.0,71.0,0.26,0.341,0.476,0.818,129.0,0.355,127.0,121.0,10.0,4.0,0.0,1.0,1.0,37/DH,
22.0,James Wood*,22.0,WSN,NL,2.4,65.0,284.0,244.0,38.0,66.0,16.0,0.0,16.0,45.0,9.0,3.0,37.0,78.0,0.27,0.366,0.533,0.899,156.0,0.388,153.0,130.0,4.0,1.0,0.0,2.0,2.0,*7D,
23.0,Lawrence Butler*,24.0,ATH,AL,1.6,64.0,283.0,257.0,41.0,69.0,22.0,1.0,9.0,29.0,10.0,2.0,26.0,75.0,0.268,0.336,0.467,0.803,125.0,0.353,123.0,120.0,2.0,0.0,0.0,0.0,0.0,*9/8H,
24.0,Matt Olson*,31.0,ATL,NL,2.8,65.0,283.0,240.0,38.0,57.0,14.0,0.0,14.0,39.0,0.0,0.0,39.0,66.0,0.238,0.346,0.471,0.817,128.0,0.356,126.0,113.0,8.0,2.0,0.0,2.0,1.0,*3,
25.0,Bryan Reynolds#,30.0,PIT,NL,-0.3,64.0,283.0,252.0,22.0,60.0,9.0,2.0,8.0,39.0,3.0,2.0,26.0,73.0,0.238,0.311,0.385,0.696,94.0,0.31,93.0,97.0,7.0,2.0,0.0,3.0,1.0,*9D,
26.0,Geraldo Perdomo#,25.0,ARI,NL,2.1,65.0,282.0,232.0,34.0,62.0,14.0,0.0,7.0,43.0,11.0,0.0,38.0,33.0,0.267,0.368,0.418,0.786,121.0,0.36,122.0,97.0,5.0,3.0,2.0,7.0,0.0,*6/H,
27.0,TJ Friedl*,29.0,CIN,NL,1.9,63.0,281.0,241.0,40.0,71.0,11.0,2.0,6.0,24.0,9.0,3.0,33.0,43.0,0.295,0.384,0.432,0.815,123.0,0.37,128.0,104.0,4.0,3.0,2.0,2.0,0.0,*8/DH,
28.0,Ozzie Albies#,28.0,ATL,NL,0.7,65.0,280.0,250.0,32.0,59.0,9.0,0.0,6.0,24.0,6.0,1.0,27.0,41.0,0.236,0.314,0.344,0.658,86.0,0.303,86.0,86.0,1.0,2.0,0.0,1.0,0.0,*4,
29.0,Pete Crow-Armstrong*,23.0,CHC,NL,4.0,66.0,280.0,261.0,50.0,72.0,16.0,3.0,17.0,55.0,21.0,3.0,13.0,71.0,0.276,0.31,0.556,0.866,145.0,0.388,147.0,145.0,0.0,1.0,3.0,2.0,0.0,*8,
30.0,Willy Adames,29.0,SFG,NL,-0.5,65.0,279.0,244.0,31.0,47.0,10.0,1.0,5.0,26.0,3.0,2.0,30.0,75.0,0.193,0.281,0.303,0.584,69.0,0.269,71.0,74.0,2.0,1.0,0.0,3.0,1.0,*6/D,
31.0,Isaac Paredes,26.0,HOU,AL,2.0,64.0,279.0,241.0,34.0,60.0,7.0,1.0,14.0,38.0,0.0,1.0,34.0,48.0,0.249,0.348,0.461,0.808,126.0,0.355,129.0,111.0,6.0,3.0,0.0,1.0,0.0,*5/D,
32.0,Cal Raleigh#,28.0,SEA,AL,3.4,64.0,279.0,237.0,44.0,63.0,11.0,0.0,26.0,53.0,7.0,1.0,38.0,75.0,0.266,0.373,0.641,1.014,192.0,0.429,191.0,152.0,3.0,3.0,0.0,1.0,4.0,*2D/H,
33.0,Dansby Swanson,31.0,CHC,NL,1.6,66.0,279.0,254.0,38.0,60.0,10.0,1.0,11.0,34.0,7.0,2.0,20.0,76.0,0.236,0.288,0.413,0.701,100.0,0.315,102.0,105.0,2.0,0.0,1.0,4.0,1.0,*6,
34.0,Heliot Ramos,25.0,SFG,NL,1.2,64.0,278.0,248.0,42.0,73.0,12.0,1.0,11.0,33.0,5.0,3.0,21.0,64.0,0.294,0.36,0.484,0.844,142.0,0.365,140.0,120.0,6.0,6.0,0.0,3.0,1.0,*7/D,
35.0,Jeremy PeÃ±a,27.0,HOU,AL,3.9,65.0,277.0,250.0,35.0,79.0,12.0,1.0,9.0,32.0,13.0,1.0,16.0,40.0,0.316,0.373,0.48,0.853,139.0,0.379,139.0,120.0,5.0,8.0,1.0,2.0,1.0,*6/DH,
36.0,Seiya Suzuki,30.0,CHC,NL,1.6,62.0,277.0,247.0,36.0,65.0,18.0,2.0,16.0,55.0,1.0,2.0,25.0,73.0,0.263,0.325,0.547,0.871,147.0,0.376,149.0,135.0,6.0,0.0,0.0,5.0,0.0,D7/9,
