Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
1.0,Jarren Duran*,28.0,BOS,AL,1.2,63.0,297.0,274.0,34.0,75.0,17.0,6.0,4.0,35.0,13.0,5.0,18.0,64.0,0.274,0.323,0.423,0.747,107.0,0.338,111.0,116.0,3.0,3.0,0.0,2.0,0.0,*7/89,
2.0,Rafael Devers*,28.0,BOS,AL,2.3,64.0,292.0,239.0,39.0,68.0,17.0,0.0,12.0,54.0,1.0,1.0,50.0,66.0,0.285,0.408,0.506,0.914,154.0,0.398,158.0,121.0,4.0,1.0,0.0,2.0,5.0,*D,
3.0,Francisco Lindor#,31.0,NYM,NL,2.2,61.0,283.0,247.0,42.0,69.0,10.0,0.0,14.0,36.0,11.0,2.0,23.0,49.0,0.279,0.353,0.49,0.843,141.0,0.372,140.0,121.0,4.0,8.0,0.0,5.0,2.0,*6,
4.0,Shohei Ohtani*,30.0,LAD,NL,3.0,60.0,281.0,240.0,64.0,70.0,9.0,4.0,23.0,39.0,11.0,4.0,39.0,71.0,0.292,0.388,0.65,1.038,191.0,0.43,184.0,156.0,2.0,0.0,0.0,2.0,8.0,*D,
5.0,Jackson Chourio,21.0,MIL,NL,0.9,62.0,280.0,269.0,39.0,70.0,18.0,1.0,10.0,37.0,12.0,4.0,9.0,58.0,0.26,0.286,0.446,0.732,103.0,0.329,106.0,120.0,6.0,1.0,0.0,1.0,0.0,*879/D,
6.0,Bo Bichette,27.0,TOR,AL,0.9,61.0,277.0,258.0,26.0,71.0,17.0,1.0,7.0,33.0,4.0,2.0,16.0,44.0,0.275,0.321,0.43,0.752,110.0,0.334,112.0,111.0,5.0,2.0,0.0,1.0,1.0,*6/DH,
7.0,Corbin Carroll*,24.0,ARI,NL,2.5,61.0,276.0,247.0,47.0,64.0,11.0,6.0,18.0,39.0,10.0,4.0,23.0,67.0,0.259,0.337,0.571,0.908,148.0,0.39,147.0,141.0,2.0,6.0,0.0,0.0,1.0,*9/H,
8.0,Brent Rooker,30.0,ATH,AL,1.2,63.0,276.0,250.0,37.0,66.0,11.0,1.0,13.0,33.0,2.0,1.0,24.0,63.0,0.264,0.333,0.472,0.805,126.0,0.356,130.0,118.0,6.0,2.0,0.0,0.0,0.0,*D/97H,
9.0,Juan Soto*,26.0,NYM,NL,2.0,61.0,273.0,220.0,40.0,51.0,12.0,0.0,11.0,31.0,7.0,0.0,48.0,43.0,0.232,0.366,0.436,0.803,131.0,0.368,137.0,96.0,13.0,1.0,0.0,4.0,4.0,*9/D,
10.0,Pete Alonso,30.0,NYM,NL,2.2,62.0,272.0,231.0,34.0,67.0,19.0,1.0,14.0,53.0,0.0,2.0,31.0,57.0,0.29,0.386,0.563,0.949,171.0,0.401,168.0,130.0,9.0,7.0,0.0,3.0,2.0,*3,
11.0,Elly De La Cruz#,23.0,CIN,NL,1.8,63.0,272.0,241.0,47.0,62.0,11.0,0.0,12.0,43.0,19.0,5.0,28.0,75.0,0.257,0.338,0.452,0.791,113.0,0.352,110.0,109.0,2.0,2.0,0.0,1.0,4.0,*6/D,
12.0,Aaron Judge,33.0,NYY,AL,4.8,60.0,270.0,226.0,55.0,88.0,15.0,2.0,21.0,50.0,4.0,3.0,41.0,60.0,0.389,0.485,0.752,1.237,247.0,0.51,252.0,170.0,7.0,2.0,0.0,1.0,12.0,*9D,
13.0,Kyle Schwarber*,32.0,PHI,NL,2.2,61.0,270.0,223.0,44.0,58.0,9.0,1.0,19.0,44.0,4.0,1.0,43.0,66.0,0.26,0.389,0.565,0.954,163.0,0.413,164.0,126.0,1.0,4.0,0.0,0.0,2.0,*D/7,
14.0,Kyle Tucker*,28.0,CHC,NL,2.3,60.0,270.0,226.0,44.0,64.0,10.0,4.0,12.0,39.0,16.0,1.0,40.0,32.0,0.283,0.393,0.522,0.915,162.0,0.407,161.0,118.0,5.0,2.0,0.0,2.0,6.0,*9/DH,
15.0,Vladimir Guerrero Jr.,26.0,TOR,AL,1.7,61.0,269.0,226.0,36.0,63.0,10.0,0.0,8.0,28.0,1.0,1.0,38.0,41.0,0.279,0.387,0.429,0.816,130.0,0.356,129.0,97.0,3.0,3.0,0.0,2.0,4.0,*3/DH,
16.0,James Wood*,22.0,WSN,NL,2.7,61.0,269.0,230.0,38.0,65.0,16.0,0.0,16.0,45.0,9.0,3.0,36.0,73.0,0.283,0.379,0.561,0.94,167.0,0.404,164.0,129.0,4.0,1.0,0.0,2.0,2.0,*7D,
17.0,Willy Adames,29.0,SFG,NL,-0.3,62.0,268.0,234.0,31.0,47.0,10.0,1.0,5.0,25.0,3.0,2.0,30.0,69.0,0.201,0.292,0.316,0.608,75.0,0.28,77.0,74.0,2.0,1.0,0.0,2.0,1.0,*6/D,
18.0,Lars Nootbaar*,27.0,STL,NL,1.5,58.0,268.0,229.0,36.0,57.0,12.0,0.0,8.0,28.0,4.0,3.0,35.0,51.0,0.249,0.351,0.406,0.757,113.0,0.337,114.0,93.0,3.0,2.0,0.0,2.0,2.0,*79/8DH,
19.0,Julio RodrÃ­guez,24.0,SEA,AL,2.3,59.0,267.0,242.0,38.0,60.0,6.0,2.0,10.0,32.0,9.0,3.0,20.0,51.0,0.248,0.318,0.413,0.732,115.0,0.329,118.0,100.0,6.0,5.0,0.0,0.0,1.0,*8/H,
20.0,Trea Turner,32.0,PHI,NL,1.6,59.0,266.0,243.0,41.0,73.0,10.0,2.0,7.0,28.0,16.0,5.0,19.0,47.0,0.3,0.357,0.444,0.802,123.0,0.36,123.0,108.0,3.0,3.0,0.0,1.0,0.0,*6/H,
21.0,Bobby Witt Jr.,25.0,KCR,AL,2.8,61.0,266.0,237.0,32.0,68.0,22.0,3.0,7.0,35.0,20.0,5.0,21.0,48.0,0.287,0.346,0.494,0.84,134.0,0.374,136.0,117.0,1.0,3.0,0.0,5.0,5.0,*6/D,
22.0,Austin Riley,28.0,ATL,NL,1.1,60.0,265.0,244.0,31.0,66.0,10.0,0.0,10.0,33.0,2.0,1.0,18.0,72.0,0.27,0.328,0.434,0.763,113.0,0.337,113.0,106.0,5.0,3.0,0.0,0.0,1.0,*5,
23.0,Tyler Soderstrom*,23.0,ATH,AL,1.2,63.0,265.0,236.0,32.0,60.0,11.0,1.0,12.0,36.0,2.0,0.0,24.0,69.0,0.254,0.332,0.462,0.794,123.0,0.345,120.0,109.0,9.0,4.0,0.0,1.0,1.0,37/DH,
24.0,TJ Friedl*,29.0,CIN,NL,1.6,59.0,262.0,227.0,35.0,68.0,11.0,2.0,4.0,20.0,9.0,3.0,30.0,42.0,0.3,0.383,0.419,0.802,119.0,0.366,124.0,95.0,3.0,2.0,1.0,2.0,0.0,*8/DH,
25.0,Bryan Reynolds#,30.0,PIT,NL,-0.3,59.0,262.0,234.0,21.0,55.0,9.0,1.0,7.0,34.0,3.0,2.0,23.0,67.0,0.235,0.305,0.372,0.677,89.0,0.302,87.0,87.0,6.0,2.0,0.0,3.0,1.0,*9D,
26.0,Cal Raleigh#,28.0,SEA,AL,3.4,60.0,261.0,220.0,40.0,58.0,11.0,0.0,23.0,46.0,6.0,1.0,37.0,72.0,0.264,0.375,0.627,1.003,190.0,0.426,190.0,138.0,3.0,3.0,0.0,1.0,3.0,*2D/H,
27.0,Heliot Ramos,25.0,SFG,NL,1.3,60.0,261.0,233.0,39.0,68.0,12.0,1.0,11.0,33.0,5.0,2.0,19.0,60.0,0.292,0.356,0.494,0.85,142.0,0.368,140.0,115.0,6.0,6.0,0.0,3.0,1.0,*7/D,
28.0,Lawrence Butler*,24.0,ATH,AL,1.4,59.0,260.0,236.0,34.0,62.0,19.0,1.0,9.0,27.0,9.0,2.0,24.0,67.0,0.263,0.331,0.466,0.797,124.0,0.35,122.0,110.0,2.0,0.0,0.0,0.0,0.0,*9/8H,
29.0,Matt Olson*,31.0,ATL,NL,2.2,60.0,260.0,224.0,34.0,53.0,12.0,0.0,12.0,31.0,0.0,0.0,33.0,62.0,0.237,0.335,0.451,0.786,119.0,0.344,117.0,101.0,8.0,1.0,0.0,2.0,0.0,*3,
30.0,Isaac Paredes,26.0,HOU,AL,1.7,60.0,260.0,226.0,31.0,56.0,7.0,1.0,12.0,34.0,0.0,1.0,30.0,44.0,0.248,0.342,0.447,0.789,122.0,0.348,124.0,101.0,6.0,3.0,0.0,1.0,0.0,*5/D,
31.0,Geraldo Perdomo#,25.0,ARI,NL,2.0,60.0,260.0,213.0,30.0,59.0,13.0,0.0,6.0,41.0,11.0,0.0,35.0,29.0,0.277,0.376,0.423,0.799,123.0,0.366,124.0,90.0,3.0,3.0,2.0,7.0,0.0,*6/H,
32.0,Ozzie Albies#,28.0,ATL,NL,0.4,60.0,258.0,233.0,30.0,54.0,8.0,0.0,6.0,23.0,6.0,1.0,22.0,40.0,0.232,0.302,0.343,0.646,82.0,0.296,80.0,80.0,1.0,2.0,0.0,1.0,0.0,*4,
33.0,Pete Crow-Armstrong*,23.0,CHC,NL,3.7,61.0,258.0,239.0,48.0,66.0,15.0,3.0,15.0,51.0,21.0,3.0,13.0,67.0,0.276,0.314,0.552,0.866,145.0,0.39,147.0,132.0,0.0,1.0,3.0,2.0,0.0,*8,
34.0,Jeremy PeÃ±a,27.0,HOU,AL,3.6,61.0,258.0,231.0,32.0,72.0,10.0,1.0,9.0,30.0,10.0,1.0,16.0,35.0,0.312,0.374,0.481,0.854,140.0,0.38,141.0,111.0,5.0,8.0,1.0,2.0,1.0,*6/H,
35.0,Dansby Swanson,31.0,CHC,NL,1.6,61.0,258.0,233.0,38.0,56.0,8.0,1.0,11.0,34.0,7.0,2.0,20.0,69.0,0.24,0.296,0.425,0.721,106.0,0.32,105.0,99.0,2.0,0.0,1.0,4.0,1.0,*6,
36.0,Fernando Tatis Jr.,26.0,SDP,NL,3.0,59.0,258.0,231.0,43.0,63.0,8.0,1.0,13.0,28.0,12.0,2.0,25.0,46.0,0.273,0.345,0.485,0.83,131.0,0.385,142.0,112.0,4.0,1.0,0.0,1.0,2.0,*9/D,
37.0,Brice Turang*,25.0,MIL,NL,2.4,60.0,258.0,224.0,43.0,62.0,8.0,0.0,4.0,25.0,14.0,4.0,29.0,55.0,0.277,0.358,0.366,0.724,106.0,0.347,117.0,82.0,1.0,1.0,1.0,3.0,0.0,*4/H,
