Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
1.0,Jarren Duran*,28.0,BOS,AL,1.2,62.0,292.0,271.0,33.0,74.0,17.0,6.0,4.0,35.0,13.0,5.0,16.0,64.0,0.273,0.318,0.424,0.743,107.0,0.336,111.0,115.0,2.0,3.0,0.0,2.0,0.0,*7/89,
2.0,Rafael Devers*,28.0,BOS,AL,2.3,63.0,287.0,235.0,38.0,67.0,17.0,0.0,12.0,53.0,1.0,1.0,49.0,65.0,0.285,0.408,0.511,0.918,156.0,0.399,160.0,120.0,4.0,1.0,0.0,2.0,5.0,*D,
3.0,Francisco Lindor#,31.0,NYM,NL,2.2,60.0,278.0,243.0,41.0,69.0,10.0,0.0,14.0,36.0,11.0,2.0,23.0,48.0,0.284,0.356,0.498,0.854,143.0,0.376,142.0,121.0,4.0,7.0,0.0,5.0,2.0,*6,
4.0,Shohei Ohtani*,30.0,LAD,NL,3.0,59.0,277.0,236.0,64.0,68.0,9.0,4.0,23.0,39.0,11.0,4.0,39.0,70.0,0.288,0.386,0.653,1.039,191.0,0.43,183.0,154.0,2.0,0.0,0.0,2.0,8.0,*D,
5.0,Jackson Chourio,21.0,MIL,NL,0.6,61.0,275.0,264.0,37.0,67.0,18.0,1.0,9.0,35.0,11.0,4.0,9.0,58.0,0.254,0.28,0.432,0.712,97.0,0.32,99.0,114.0,6.0,1.0,0.0,1.0,0.0,*879/D,
6.0,Bo Bichette,27.0,TOR,AL,0.9,60.0,273.0,254.0,26.0,70.0,17.0,0.0,7.0,32.0,4.0,2.0,16.0,44.0,0.276,0.322,0.425,0.748,109.0,0.333,111.0,108.0,5.0,2.0,0.0,1.0,1.0,*6/DH,
7.0,Brent Rooker,30.0,ATH,AL,1.2,62.0,272.0,247.0,37.0,66.0,11.0,1.0,13.0,33.0,2.0,1.0,23.0,62.0,0.267,0.335,0.478,0.812,127.0,0.359,131.0,118.0,6.0,2.0,0.0,0.0,0.0,*D/97H,
8.0,Corbin Carroll*,24.0,ARI,NL,2.5,60.0,271.0,244.0,47.0,64.0,11.0,6.0,18.0,39.0,10.0,4.0,22.0,66.0,0.262,0.336,0.578,0.914,149.0,0.391,148.0,141.0,2.0,5.0,0.0,0.0,1.0,*9/H,
9.0,Juan Soto*,26.0,NYM,NL,1.8,60.0,269.0,219.0,39.0,51.0,12.0,0.0,11.0,30.0,7.0,0.0,45.0,43.0,0.233,0.361,0.438,0.799,129.0,0.365,134.0,96.0,13.0,1.0,0.0,4.0,4.0,*9/D,
10.0,Kyle Tucker*,28.0,CHC,NL,2.4,59.0,269.0,225.0,44.0,64.0,10.0,4.0,12.0,39.0,16.0,1.0,40.0,32.0,0.284,0.394,0.524,0.918,163.0,0.408,162.0,118.0,5.0,2.0,0.0,2.0,6.0,*9/D,
11.0,Pete Alonso,30.0,NYM,NL,1.9,61.0,268.0,227.0,32.0,65.0,19.0,1.0,12.0,48.0,0.0,2.0,31.0,56.0,0.286,0.384,0.537,0.922,163.0,0.391,160.0,122.0,9.0,7.0,0.0,3.0,2.0,*3,
12.0,Elly De La Cruz#,23.0,CIN,NL,1.7,62.0,268.0,239.0,47.0,62.0,11.0,0.0,12.0,43.0,17.0,5.0,26.0,74.0,0.259,0.336,0.456,0.792,113.0,0.35,110.0,109.0,2.0,2.0,0.0,1.0,4.0,*6/D,
13.0,Lars Nootbaar*,27.0,STL,NL,1.5,58.0,268.0,229.0,36.0,57.0,12.0,0.0,8.0,28.0,4.0,3.0,35.0,51.0,0.249,0.351,0.406,0.757,112.0,0.337,113.0,93.0,3.0,2.0,0.0,2.0,2.0,*79/8DH,
14.0,Aaron Judge,33.0,NYY,AL,4.7,59.0,266.0,222.0,55.0,86.0,15.0,2.0,21.0,50.0,4.0,3.0,41.0,58.0,0.387,0.485,0.757,1.242,248.0,0.511,253.0,168.0,7.0,2.0,0.0,1.0,12.0,*9D,
15.0,Kyle Schwarber*,32.0,PHI,NL,2.3,60.0,266.0,219.0,44.0,57.0,9.0,1.0,19.0,44.0,4.0,1.0,43.0,64.0,0.26,0.391,0.571,0.962,164.0,0.416,165.0,125.0,1.0,4.0,0.0,0.0,2.0,*D/7,
16.0,Bobby Witt Jr.,25.0,KCR,AL,2.9,61.0,266.0,237.0,32.0,68.0,22.0,3.0,7.0,35.0,20.0,5.0,21.0,48.0,0.287,0.346,0.494,0.84,133.0,0.374,135.0,117.0,1.0,3.0,0.0,5.0,5.0,*6/D,
17.0,James Wood*,22.0,WSN,NL,2.8,60.0,266.0,227.0,38.0,65.0,16.0,0.0,16.0,45.0,9.0,3.0,36.0,73.0,0.286,0.383,0.568,0.952,168.0,0.408,166.0,129.0,4.0,1.0,0.0,2.0,2.0,*7D,
18.0,Vladimir Guerrero Jr.,26.0,TOR,AL,1.6,60.0,265.0,222.0,35.0,62.0,10.0,0.0,8.0,28.0,0.0,1.0,38.0,41.0,0.279,0.389,0.432,0.821,132.0,0.357,131.0,96.0,3.0,3.0,0.0,2.0,4.0,*3/DH,
19.0,Willy Adames,29.0,SFG,NL,-0.2,61.0,264.0,231.0,30.0,47.0,10.0,1.0,5.0,25.0,3.0,2.0,29.0,68.0,0.203,0.293,0.32,0.613,77.0,0.282,79.0,74.0,2.0,1.0,0.0,2.0,1.0,*6/D,
