Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
1.0,Jarren Duran*,28.0,BOS,AL,0.8,60.0,282.0,261.0,31.0,69.0,13.0,6.0,4.0,34.0,13.0,5.0,16.0,62.0,0.264,0.312,0.406,0.718,100.0,0.327,105.0,106.0,2.0,3.0,0.0,2.0,0.0,*7/89,
2.0,Rafael Devers*,28.0,BOS,AL,2.3,61.0,277.0,227.0,37.0,65.0,16.0,0.0,12.0,52.0,1.0,1.0,47.0,64.0,0.286,0.408,0.515,0.923,158.0,0.402,162.0,117.0,4.0,1.0,0.0,2.0,4.0,*D,
3.0,Kyle Tucker*,28.0,CHC,NL,2.3,59.0,269.0,225.0,44.0,64.0,10.0,4.0,12.0,39.0,16.0,1.0,40.0,32.0,0.284,0.394,0.524,0.918,162.0,0.408,161.0,118.0,5.0,2.0,0.0,2.0,6.0,*9/D,
4.0,Bo Bichette,27.0,TOR,AL,1.0,59.0,268.0,249.0,26.0,69.0,17.0,0.0,7.0,32.0,4.0,2.0,16.0,43.0,0.277,0.325,0.43,0.754,111.0,0.335,113.0,107.0,5.0,2.0,0.0,1.0,1.0,*6/DH,
5.0,Francisco Lindor#,31.0,NYM,NL,2.0,58.0,268.0,234.0,38.0,66.0,10.0,0.0,13.0,34.0,10.0,2.0,22.0,47.0,0.282,0.354,0.491,0.846,141.0,0.372,139.0,115.0,4.0,7.0,0.0,5.0,2.0,*6,
6.0,Jackson Chourio,21.0,MIL,NL,0.7,59.0,267.0,256.0,37.0,66.0,18.0,1.0,9.0,35.0,11.0,4.0,9.0,56.0,0.258,0.285,0.441,0.726,101.0,0.326,103.0,113.0,6.0,1.0,0.0,1.0,0.0,*879/D,
7.0,Shohei Ohtani*,30.0,LAD,NL,3.0,57.0,267.0,229.0,63.0,67.0,9.0,4.0,22.0,37.0,11.0,4.0,37.0,66.0,0.293,0.39,0.655,1.045,192.0,0.434,185.0,150.0,2.0,0.0,0.0,1.0,7.0,*D,
8.0,Corbin Carroll*,24.0,ARI,NL,2.1,59.0,266.0,240.0,44.0,61.0,11.0,6.0,16.0,35.0,10.0,3.0,21.0,66.0,0.254,0.327,0.55,0.877,139.0,0.379,137.0,132.0,2.0,5.0,0.0,0.0,1.0,*9/H,
9.0,Lars Nootbaar*,27.0,STL,NL,1.5,57.0,263.0,225.0,36.0,56.0,12.0,0.0,8.0,28.0,4.0,3.0,34.0,51.0,0.249,0.35,0.409,0.759,112.0,0.337,113.0,92.0,3.0,2.0,0.0,2.0,2.0,*79/8DH,
10.0,Brent Rooker,30.0,ATH,AL,1.2,60.0,263.0,240.0,37.0,64.0,11.0,1.0,13.0,31.0,2.0,1.0,21.0,61.0,0.267,0.331,0.483,0.814,128.0,0.359,133.0,116.0,6.0,2.0,0.0,0.0,0.0,*D/97H,
11.0,Aaron Judge,33.0,NYY,AL,4.7,58.0,262.0,220.0,55.0,86.0,15.0,2.0,21.0,50.0,4.0,2.0,39.0,57.0,0.391,0.485,0.764,1.248,249.0,0.516,255.0,168.0,7.0,2.0,0.0,1.0,12.0,*9D,
12.0,James Wood*,22.0,WSN,NL,2.7,59.0,262.0,224.0,38.0,64.0,15.0,0.0,16.0,44.0,9.0,3.0,36.0,72.0,0.286,0.385,0.567,0.952,168.0,0.41,166.0,127.0,4.0,1.0,0.0,1.0,2.0,*7D,
13.0,Vladimir Guerrero Jr.,26.0,TOR,AL,1.7,59.0,261.0,219.0,35.0,62.0,10.0,0.0,8.0,28.0,0.0,1.0,37.0,40.0,0.283,0.391,0.438,0.829,134.0,0.36,133.0,96.0,3.0,3.0,0.0,2.0,4.0,*3/DH,
14.0,Kyle Schwarber*,32.0,PHI,NL,2.3,59.0,261.0,214.0,44.0,57.0,9.0,1.0,19.0,44.0,4.0,1.0,43.0,61.0,0.266,0.398,0.584,0.983,169.0,0.424,171.0,125.0,1.0,4.0,0.0,0.0,2.0,*D/7,
15.0,Bobby Witt Jr.,25.0,KCR,AL,2.7,60.0,261.0,233.0,30.0,66.0,22.0,3.0,6.0,31.0,20.0,5.0,20.0,47.0,0.283,0.341,0.481,0.822,129.0,0.367,130.0,112.0,1.0,3.0,0.0,5.0,5.0,*6/D,
16.0,Elly De La Cruz#,23.0,CIN,NL,1.6,60.0,260.0,233.0,45.0,60.0,10.0,0.0,12.0,42.0,17.0,5.0,24.0,72.0,0.258,0.331,0.455,0.786,110.0,0.348,107.0,106.0,2.0,2.0,0.0,1.0,3.0,*6/D,
17.0,Julio RodrÃ­guez,24.0,SEA,AL,2.2,57.0,259.0,234.0,38.0,57.0,6.0,2.0,10.0,32.0,8.0,3.0,20.0,49.0,0.244,0.317,0.415,0.731,115.0,0.328,118.0,97.0,6.0,5.0,0.0,0.0,1.0,*8/H,
18.0,Juan Soto*,26.0,NYM,NL,1.7,58.0,259.0,210.0,38.0,49.0,11.0,0.0,10.0,28.0,7.0,0.0,44.0,42.0,0.233,0.363,0.429,0.792,127.0,0.365,134.0,90.0,12.0,1.0,0.0,4.0,3.0,*9/D,
19.0,Pete Alonso,30.0,NYM,NL,1.8,59.0,258.0,219.0,32.0,63.0,18.0,1.0,12.0,46.0,0.0,2.0,30.0,55.0,0.288,0.384,0.543,0.927,164.0,0.392,161.0,119.0,9.0,6.0,0.0,3.0,2.0,*3,
20.0,Austin Riley,28.0,ATL,NL,1.1,58.0,257.0,236.0,31.0,65.0,10.0,0.0,10.0,33.0,2.0,1.0,18.0,71.0,0.275,0.335,0.445,0.78,117.0,0.344,117.0,105.0,5.0,3.0,0.0,0.0,1.0,*5,
21.0,Trea Turner,32.0,PHI,NL,1.4,57.0,257.0,234.0,39.0,70.0,10.0,2.0,5.0,25.0,16.0,5.0,19.0,45.0,0.299,0.358,0.423,0.781,117.0,0.353,117.0,99.0,3.0,3.0,0.0,1.0,0.0,*6/H,
22.0,Willy Adames,29.0,SFG,NL,-0.2,59.0,256.0,226.0,30.0,47.0,10.0,1.0,5.0,25.0,3.0,2.0,26.0,67.0,0.208,0.29,0.327,0.618,77.0,0.284,79.0,74.0,2.0,1.0,0.0,2.0,0.0,*6/D,
23.0,Bryan Reynolds#,30.0,PIT,NL,-0.2,57.0,254.0,227.0,21.0,54.0,9.0,1.0,7.0,34.0,3.0,2.0,22.0,64.0,0.238,0.307,0.379,0.686,91.0,0.306,89.0,86.0,6.0,2.0,0.0,3.0,1.0,*9D,
24.0,Cal Raleigh#,28.0,SEA,AL,3.4,58.0,253.0,212.0,39.0,56.0,10.0,0.0,23.0,45.0,6.0,1.0,37.0,69.0,0.264,0.379,0.637,1.016,194.0,0.432,194.0,135.0,2.0,3.0,0.0,1.0,3.0,*2D/H,
25.0,Matt Olson*,31.0,ATL,NL,2.2,58.0,252.0,218.0,32.0,52.0,12.0,0.0,12.0,31.0,0.0,0.0,31.0,59.0,0.239,0.333,0.459,0.792,120.0,0.346,118.0,100.0,8.0,1.0,0.0,2.0,0.0,*3,
26.0,Isaac Paredes,26.0,HOU,AL,1.7,58.0,252.0,218.0,30.0,55.0,7.0,1.0,11.0,32.0,0.0,1.0,30.0,41.0,0.252,0.349,0.445,0.794,124.0,0.351,127.0,97.0,6.0,3.0,0.0,1.0,0.0,*5/D,
27.0,Tyler Soderstrom*,23.0,ATH,AL,1.3,60.0,252.0,226.0,31.0,59.0,11.0,0.0,12.0,36.0,2.0,0.0,22.0,65.0,0.261,0.333,0.469,0.802,126.0,0.348,123.0,106.0,9.0,3.0,0.0,1.0,1.0,37/DH,
28.0,Geraldo Perdomo#,25.0,ARI,NL,2.2,58.0,251.0,205.0,29.0,58.0,13.0,0.0,6.0,41.0,11.0,0.0,34.0,28.0,0.283,0.382,0.434,0.816,127.0,0.373,128.0,89.0,2.0,3.0,2.0,7.0,0.0,*6/H,
29.0,Ozzie Albies#,28.0,ATL,NL,0.4,58.0,250.0,226.0,30.0,53.0,8.0,0.0,6.0,22.0,6.0,1.0,21.0,39.0,0.235,0.304,0.35,0.654,83.0,0.299,82.0,79.0,1.0,2.0,0.0,1.0,0.0,*4,
30.0,TJ Friedl*,29.0,CIN,NL,1.3,56.0,250.0,217.0,34.0,65.0,10.0,2.0,4.0,20.0,9.0,3.0,28.0,41.0,0.3,0.382,0.419,0.801,117.0,0.366,122.0,91.0,3.0,2.0,1.0,2.0,0.0,*8/DH,
31.0,Nathaniel Lowe*,29.0,WSN,NL,-0.2,59.0,250.0,226.0,24.0,52.0,10.0,0.0,8.0,40.0,1.0,0.0,22.0,67.0,0.23,0.3,0.381,0.681,93.0,0.303,90.0,86.0,4.0,1.0,0.0,1.0,0.0,*3/DH,
32.0,Jeremy PeÃ±a,27.0,HOU,AL,3.6,59.0,250.0,223.0,31.0,69.0,9.0,1.0,9.0,30.0,10.0,1.0,16.0,34.0,0.309,0.373,0.48,0.853,140.0,0.38,141.0,107.0,4.0,8.0,1.0,2.0,1.0,*6/H,
33.0,Pete Crow-Armstrong*,23.0,CHC,NL,3.6,59.0,249.0,232.0,46.0,65.0,14.0,3.0,15.0,51.0,19.0,3.0,11.0,62.0,0.28,0.313,0.56,0.873,145.0,0.391,148.0,130.0,0.0,1.0,3.0,2.0,0.0,*8,
34.0,Dansby Swanson,31.0,CHC,NL,1.6,59.0,249.0,226.0,38.0,55.0,8.0,1.0,11.0,32.0,7.0,2.0,20.0,66.0,0.243,0.302,0.434,0.736,109.0,0.328,110.0,98.0,2.0,0.0,1.0,2.0,1.0,*6,
35.0,Vinnie Pasquantino*,27.0,KCR,AL,0.7,59.0,248.0,228.0,22.0,58.0,6.0,1.0,8.0,31.0,0.0,0.0,16.0,44.0,0.254,0.31,0.395,0.705,98.0,0.316,99.0,90.0,2.0,3.0,0.0,1.0,2.0,3D,
36.0,Steven Kwan*,27.0,CLE,AL,2.6,57.0,247.0,224.0,29.0,70.0,13.0,0.0,5.0,21.0,8.0,1.0,18.0,22.0,0.313,0.37,0.438,0.807,129.0,0.366,133.0,98.0,0.0,3.0,1.0,1.0,0.0,*7/D,
37.0,Heliot Ramos,25.0,SFG,NL,1.4,57.0,247.0,220.0,38.0,65.0,11.0,1.0,10.0,29.0,5.0,2.0,18.0,59.0,0.295,0.36,0.491,0.851,141.0,0.37,140.0,108.0,5.0,6.0,0.0,3.0,1.0,*7/D,
38.0,Lawrence Butler*,24.0,ATH,AL,1.1,56.0,246.0,225.0,30.0,57.0,16.0,1.0,8.0,24.0,9.0,2.0,21.0,64.0,0.253,0.317,0.44,0.757,113.0,0.334,111.0,99.0,2.0,0.0,0.0,0.0,0.0,*9/8H,
39.0,Josh Naylor*,28.0,ARI,NL,0.8,58.0,246.0,222.0,30.0,66.0,14.0,1.0,7.0,37.0,9.0,2.0,20.0,29.0,0.297,0.355,0.464,0.819,126.0,0.366,127.0,103.0,8.0,1.0,0.0,2.0,1.0,*3D/H,
40.0,Seiya Suzuki,30.0,CHC,NL,1.6,55.0,246.0,219.0,34.0,59.0,18.0,2.0,14.0,52.0,1.0,2.0,23.0,63.0,0.269,0.333,0.562,0.895,152.0,0.386,155.0,123.0,6.0,0.0,0.0,4.0,0.0,*D7/9,
41.0,Brice Turang*,25.0,MIL,NL,2.2,57.0,246.0,215.0,40.0,59.0,6.0,0.0,4.0,24.0,14.0,4.0,27.0,54.0,0.274,0.355,0.358,0.713,102.0,0.345,114.0,77.0,1.0,1.0,1.0,2.0,0.0,*4/H,
42.0,Randy Arozarena,30.0,SEA,AL,1.6,56.0,244.0,205.0,24.0,45.0,11.0,1.0,7.0,24.0,9.0,0.0,29.0,71.0,0.22,0.344,0.385,0.73,116.0,0.34,121.0,79.0,2.0,10.0,0.0,0.0,0.0,*7/D,
43.0,Nick Castellanos,33.0,PHI,NL,0.0,59.0,244.0,224.0,26.0,63.0,14.0,0.0,5.0,30.0,2.0,0.0,14.0,44.0,0.281,0.324,0.411,0.734,103.0,0.327,101.0,92.0,4.0,2.0,0.0,4.0,0.0,*9/D,
44.0,Fernando Tatis Jr.,26.0,SDP,NL,2.7,56.0,244.0,219.0,40.0,58.0,7.0,1.0,13.0,28.0,10.0,2.0,23.0,44.0,0.265,0.336,0.484,0.82,128.0,0.38,139.0,106.0,4.0,1.0,0.0,1.0,2.0,*9/D,
45.0,Matt Chapman,32.0,SFG,NL,2.4,58.0,243.0,204.0,30.0,48.0,9.0,0.0,10.0,26.0,5.0,2.0,38.0,58.0,0.235,0.358,0.426,0.784,124.0,0.35,125.0,87.0,3.0,1.0,0.0,0.0,0.0,*5,
46.0,Riley Greene*,24.0,DET,AL,1.4,58.0,243.0,225.0,31.0,61.0,13.0,0.0,13.0,40.0,1.0,1.0,17.0,76.0,0.271,0.325,0.502,0.827,132.0,0.361,136.0,113.0,5.0,1.0,0.0,0.0,1.0,*78/DH9,
47.0,Jung Hoo Lee*,26.0,SFG,NL,1.5,58.0,243.0,224.0,32.0,62.0,14.0,2.0,6.0,31.0,5.0,1.0,15.0,28.0,0.277,0.325,0.438,0.763,116.0,0.339,116.0,98.0,0.0,2.0,0.0,2.0,0.0,*8/DH,
48.0,Spencer Torkelson,25.0,DET,AL,1.4,58.0,243.0,204.0,35.0,48.0,14.0,0.0,14.0,42.0,1.0,0.0,31.0,60.0,0.235,0.346,0.51,0.855,141.0,0.365,137.0,104.0,6.0,5.0,0.0,3.0,3.0,*3/DH,
49.0,Taylor Ward,31.0,LAA,AL,0.8,57.0,243.0,221.0,33.0,48.0,11.0,1.0,16.0,38.0,1.0,1.0,18.0,65.0,0.217,0.272,0.493,0.765,111.0,0.328,110.0,109.0,4.0,0.0,0.0,4.0,1.0,*7/D,
50.0,Christian Yelich*,33.0,MIL,NL,0.6,57.0,243.0,215.0,31.0,50.0,5.0,0.0,12.0,39.0,10.0,2.0,24.0,64.0,0.233,0.317,0.423,0.74,106.0,0.337,109.0,91.0,4.0,3.0,0.0,1.0,2.0,*D/7H,
51.0,Jose Altuve,35.0,HOU,AL,-0.4,57.0,242.0,224.0,28.0,59.0,6.0,0.0,9.0,22.0,4.0,3.0,16.0,44.0,0.263,0.31,0.411,0.721,102.0,0.309,97.0,92.0,5.0,0.0,0.0,2.0,2.0,7D4,
52.0,Yandy DÃ­az,33.0,TBR,AL,-0.1,55.0,242.0,224.0,22.0,53.0,12.0,0.0,8.0,34.0,3.0,0.0,14.0,35.0,0.237,0.281,0.397,0.678,93.0,0.295,86.0,89.0,6.0,1.0,0.0,3.0,1.0,*D/3,
53.0,Brendan Donovan*,28.0,STL,NL,2.1,56.0,241.0,217.0,31.0,70.0,18.0,0.0,4.0,24.0,3.0,1.0,18.0,27.0,0.323,0.383,0.461,0.844,136.0,0.372,136.0,100.0,4.0,4.0,1.0,1.0,1.0,*47/6DH,
54.0,Marcell Ozuna,34.0,ATL,NL,1.8,55.0,241.0,190.0,27.0,54.0,6.0,0.0,10.0,25.0,0.0,0.0,48.0,54.0,0.284,0.427,0.474,0.901,153.0,0.404,159.0,90.0,4.0,1.0,0.0,2.0,1.0,*D,
55.0,Eugenio SuÃ¡rez,33.0,ARI,NL,1.1,59.0,241.0,212.0,37.0,49.0,11.0,0.0,16.0,44.0,1.0,0.0,19.0,56.0,0.231,0.311,0.509,0.821,124.0,0.362,127.0,108.0,4.0,7.0,0.0,3.0,1.0,*5/H,
56.0,Jacob Wilson,23.0,ATH,AL,2.3,57.0,241.0,224.0,31.0,80.0,12.0,0.0,7.0,32.0,5.0,0.0,13.0,14.0,0.357,0.396,0.504,0.9,154.0,0.401,160.0,113.0,9.0,2.0,1.0,1.0,1.0,*6,
57.0,William Contreras,27.0,MIL,NL,2.1,56.0,240.0,203.0,34.0,51.0,7.0,0.0,5.0,26.0,5.0,0.0,36.0,47.0,0.251,0.363,0.36,0.722,105.0,0.344,114.0,73.0,2.0,0.0,0.0,1.0,3.0,*2/D7,
58.0,Bryce Harper*,32.0,PHI,NL,1.5,54.0,240.0,202.0,30.0,54.0,13.0,0.0,8.0,33.0,8.0,0.0,33.0,42.0,0.267,0.375,0.45,0.825,129.0,0.374,130.0,91.0,2.0,3.0,0.0,2.0,2.0,*3/D,
59.0,Anthony Volpe,24.0,NYY,AL,1.8,57.0,240.0,209.0,28.0,50.0,17.0,2.0,6.0,33.0,7.0,4.0,25.0,61.0,0.239,0.321,0.426,0.747,111.0,0.326,109.0,89.0,2.0,2.0,0.0,4.0,0.0,*6,
60.0,Paul Goldschmidt,37.0,NYY,AL,1.6,58.0,238.0,216.0,38.0,72.0,13.0,1.0,6.0,28.0,5.0,0.0,18.0,36.0,0.333,0.388,0.486,0.874,147.0,0.385,148.0,105.0,4.0,2.0,0.0,1.0,3.0,*3/HD,
61.0,Ian Happ#,30.0,CHC,NL,0.7,50.0,238.0,207.0,36.0,52.0,12.0,0.0,3.0,21.0,3.0,1.0,28.0,50.0,0.251,0.34,0.353,0.693,100.0,0.322,106.0,73.0,4.0,1.0,0.0,2.0,0.0,*7,
62.0,Michael Harris II*,24.0,ATL,NL,0.5,58.0,238.0,222.0,13.0,52.0,10.0,2.0,3.0,33.0,10.0,2.0,10.0,46.0,0.234,0.263,0.338,0.601,67.0,0.27,58.0,75.0,2.0,0.0,2.0,4.0,1.0,*8/H,
63.0,Trevor Larnach*,28.0,MIN,AL,0.8,57.0,237.0,214.0,30.0,55.0,8.0,1.0,8.0,28.0,2.0,2.0,19.0,52.0,0.257,0.322,0.416,0.738,106.0,0.341,118.0,89.0,5.0,2.0,0.0,1.0,1.0,9D7/H,
64.0,JosÃ© RamÃ­rez#,32.0,CLE,AL,2.4,56.0,237.0,211.0,36.0,69.0,13.0,1.0,11.0,29.0,14.0,4.0,20.0,25.0,0.327,0.384,0.555,0.938,163.0,0.403,162.0,117.0,0.0,2.0,0.0,4.0,5.0,*5D,
65.0,Manny Machado,32.0,SDP,NL,2.0,57.0,236.0,211.0,40.0,65.0,17.0,0.0,7.0,27.0,7.0,2.0,23.0,39.0,0.308,0.373,0.488,0.861,140.0,0.377,139.0,103.0,7.0,0.0,0.0,2.0,1.0,*5/D,
66.0,Trevor Story,32.0,BOS,AL,0.1,57.0,236.0,221.0,23.0,49.0,4.0,0.0,7.0,26.0,9.0,0.0,11.0,73.0,0.222,0.268,0.335,0.603,68.0,0.276,62.0,74.0,0.0,3.0,1.0,0.0,0.0,*6/DH,
67.0,Christian Walker,34.0,HOU,AL,-0.4,57.0,235.0,213.0,23.0,45.0,8.0,1.0,7.0,26.0,0.0,0.0,15.0,65.0,0.211,0.277,0.357,0.633,78.0,0.287,79.0,76.0,7.0,5.0,0.0,2.0,0.0,*3,
68.0,Mookie Betts,32.0,LAD,NL,1.7,53.0,234.0,205.0,42.0,52.0,5.0,1.0,8.0,31.0,5.0,0.0,26.0,22.0,0.254,0.338,0.405,0.742,111.0,0.341,115.0,83.0,4.0,1.0,0.0,2.0,0.0,*6/H,
69.0,Willson Contreras,33.0,STL,NL,0.3,55.0,234.0,207.0,25.0,50.0,10.0,0.0,6.0,31.0,2.0,0.0,17.0,56.0,0.242,0.322,0.377,0.699,95.0,0.312,92.0,78.0,7.0,8.0,1.0,1.0,1.0,*3D,
