Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
2017-08-06,CHC,WAS,4,9,-212,196,-190,174,10.5,10.5,9.5,9.5,-110,-110,106,-117
2017-08-06,LAA,OAK,10,11,-138,128,-133,123,9.0,9.0,9.0,9.0,-105,-115,102,-113
2017-08-06,BOS,CHW,6,3,-233,214,-205,188,10.5,10.5,10.5,10.5,-125,105,-110,-100
2017-08-06,SF,ARI,6,3,-108,-102,101,-109,8.5,8.5,8.0,8.0,-120,100,109,-120
2017-08-06,PIT,SD,5,4,-193,181,-188,173,8.5,8.5,8.5,8.5,100,-120,-105,-105
2017-08-06,CIN,SLC,4,13,110,-120,-121,112,9.0,9.0,9.0,9.0,-130,110,-120,109
2017-08-06,HOU,TOR,7,6,-117,107,-105,-103,9.0,9.0,9.0,9.0,-110,-110,110,-121
2017-08-06,NYM,LAD,0,8,157,-167,150,-163,9.0,9.0,8.5,8.5,-120,100,-106,-104
2017-08-06,CLE,NYY,1,8,-129,119,-120,111,8.0,8.0,7.5,7.5,100,-120,101,-111
2017-08-06,BAL,DET,12,3,-146,136,-153,141,10.5,10.5,10.0,10.0,-120,100,-105,-105
2017-08-06,COL,PHI,2,3,-140,130,-110,102,11.5,11.5,11.0,11.0,100,-120,102,-113
2017-08-06,KC,SEA,7,8,-155,145,-134,124,9.0,9.0,8.5,8.5,100,-120,-104,-106
2017-08-06,TB,MIL,2,1,-137,127,-170,156,8.0,8.0,7.5,7.5,100,-120,105,-116
2017-08-06,ATL,MIA,1,4,100,-110,-138,127,9.5,9.5,9.5,9.5,-115,-105,-103,-107
2017-08-06,MIN,TEX,6,5,-139,129,-139,128,10.5,10.5,10.5,10.5,100,-120,103,-114
2017-08-06,KC,SEA,7,8,109,-119,-115,106,10.0,10.0,9.5,9.5,100,-120,117,-129
