Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
2023-09-26,COL,LAD,4,1,190,-230,225,-320,12.5,12.5,12.5,12.5,-104,-118,-111,-115
2023-09-26,CLE,CIN,7,11,-118,100,-124,106,8.0,8.0,7.5,7.5,-110,-110,-115,-105
2023-09-26,BAL,WAS,1,0,-250,205,-250,205,8.0,8.0,7.5,7.5,-105,-115,-108,-112
2023-09-26,PHI,PIT,3,2,-162,136,-196,150,7.5,7.5,7.5,7.5,-115,-122,-104,-115
2023-09-26,DET,KC,6,3,-164,138,-162,136,7.5,7.5,8.0,8.0,-112,-108,-105,-115
2023-09-26,TOR,NYY,0,2,-158,134,-190,160,7.0,7.0,7.0,7.0,-122,100,-104,-118
2023-09-26,BOS,TB,7,9,112,-132,-108,-118,8.5,8.5,7.5,7.5,-102,-120,-130,102
2023-09-26,ATL,CHC,7,6,-152,128,-152,128,9.5,9.5,9.5,9.5,-110,-110,100,-122
2023-09-26,MIL,STL,1,4,-156,132,-164,138,8.0,8.0,8.5,8.5,-102,-120,-106,-114
2023-09-26,MIN,OAK,11,3,-230,190,-220,184,8.0,8.0,7.5,7.5,-115,-105,-120,-102
2023-09-26,CHW,ARI,4,15,112,-132,138,-164,9.5,9.5,9.0,9.0,-102,-120,-102,-120
2023-09-26,COL,LAD,2,11,-235,194,-250,194,11.5,11.5,11.5,11.5,-110,-110,-110,-110
2023-09-26,LAA,TEX,9,3,-235,146,-175,178,9.5,9.5,9.5,9.5,-108,-112,-108,-118
2023-09-26,SF,SD,0,4,-104,-112,116,-136,8.5,8.5,8.0,8.0,-110,-110,-102,-120
2023-09-26,SEA,HOU,6,2,-146,124,-120,102,8.0,8.0,7.5,7.5,-102,-120,-122,100
