game_pk,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_name,away_team_name,home_postseason,away_postseason,home_season_type,away_season_type,home_season,away_season,home_gp,away_gp,home_batting_ab,away_batting_ab,home_batting_r,away_batting_r,home_batting_h,away_batting_h,home_batting_2b,away_batting_2b,home_batting_3b,away_batting_3b,home_batting_hr,away_batting_hr,home_batting_rbi,away_batting_rbi,home_batting_tb,away_batting_tb,home_batting_bb,away_batting_bb,home_batting_so,away_batting_so,home_batting_sb,away_batting_sb,home_batting_avg,away_batting_avg,home_batting_obp,away_batting_obp,home_batting_slg,away_batting_slg,home_batting_ops,away_batting_ops,home_pitching_w,away_pitching_w,home_pitching_l,away_pitching_l,home_pitching_era,away_pitching_era,home_pitching_ip,away_pitching_ip,home_pitching_h,away_pitching_h,home_pitching_er,away_pitching_er,home_pitching_hr,away_pitching_hr,home_pitching_bb,away_pitching_bb,home_pitching_k,away_pitching_k,home_pitching_oba,away_pitching_oba,home_pitching_whip,away_pitching_whip,home_fielding_e,away_fielding_e,date_dt
264154,2010-05-01,116,108,DET,LAA,Tigers,Angels,Detroit Tigers,Los Angeles Angels,0,0,regular,regular,2010,2010,25,25,32,34,3,2,7,11,2,2,0,0,1,0,3,1,12,13,5,0,7,7,3,0,0.28,0.264,0.362,0.327,0.433,0.413,0.795,0.74,1,0,0,1,4.17,4.72,9.0,8.1,11,7,1,2,0,1,0,5,7,7,0.0,0.0,1.43,1.48,3,2,2010-05-01
264155,2010-05-01,112,109,CHC,AZ,Cubs,D-backs,Chicago Cubs,Arizona Diamondbacks,0,0,regular,regular,2010,2010,25,24,35,35,7,5,14,10,3,1,0,0,1,3,7,4,20,20,4,6,5,12,1,1,0.271,0.274,0.344,0.348,0.434,0.476,0.778,0.824,1,0,0,1,3.93,5.7,9.0,8.0,10,14,5,7,3,1,6,4,12,5,0.0,0.0,1.28,1.5,0,2,2010-05-01
264156,2010-05-01,110,111,BAL,BOS,Orioles,Red Sox,Baltimore Orioles,Boston Red Sox,0,0,regular,regular,2010,2010,24,25,34,39,12,9,12,12,1,3,0,0,5,4,12,9,28,27,3,1,6,6,0,0,0.246,0.261,0.308,0.333,0.391,0.438,0.699,0.771,1,0,0,1,4.81,4.89,9.0,8.0,12,12,9,11,4,5,1,3,6,6,0.0,0.0,1.48,1.45,0,1,2010-05-01
264157,2010-05-01,147,145,NYY,CWS,Yankees,White Sox,New York Yankees,Chicago White Sox,0,0,regular,regular,2010,2010,23,24,37,33,6,7,11,9,0,2,0,0,1,3,6,7,14,20,4,7,5,4,1,1,0.272,0.225,0.362,0.312,0.451,0.399,0.813,0.711,0,1,1,0,3.71,4.63,9.0,9.0,9,11,7,6,3,1,7,4,4,5,0.0,0.0,1.25,1.37,0,0,2010-05-01
264158,2010-05-01,137,115,SF,COL,Giants,Rockies,San Francisco Giants,Colorado Rockies,0,0,regular,regular,2010,2010,23,25,30,30,6,1,10,3,0,1,0,0,3,0,6,1,19,4,4,3,6,9,1,1,0.282,0.265,0.348,0.338,0.43,0.44,0.778,0.778,1,0,0,1,2.67,3.96,9.0,8.0,3,10,1,5,0,3,3,4,9,6,0.0,0.0,1.12,1.4,0,1,2010-05-01
264159,2010-05-01,144,117,ATL,HOU,Braves,Astros,Atlanta Braves,Houston Astros,0,0,regular,regular,2010,2010,24,23,37,31,10,1,15,6,2,0,0,0,1,0,10,1,20,6,5,4,5,4,1,1,0.236,0.234,0.333,0.28,0.351,0.324,0.684,0.604,1,0,0,1,4.1,4.08,9.0,8.0,6,15,1,7,0,1,4,5,4,5,0.0,0.0,1.31,1.41,0,2,2010-05-01
264160,2010-05-01,139,118,TB,KC,Rays,Royals,Tampa Bay Rays,Kansas City Royals,0,0,regular,regular,2010,2010,25,24,37,39,2,4,7,7,1,1,0,0,0,0,1,4,8,8,6,4,12,6,2,2,0.267,0.277,0.348,0.333,0.436,0.417,0.784,0.75,0,1,1,0,3.14,5.08,11.0,11.0,7,7,4,2,0,0,4,6,6,12,0.0,0.0,1.19,1.57,1,0,2010-05-01
264161,2010-05-01,135,158,SD,MIL,Padres,Brewers,San Diego Padres,Milwaukee Brewers,0,0,regular,regular,2010,2010,24,24,33,36,1,2,7,9,1,1,0,0,0,2,1,2,8,16,2,5,14,8,0,0,0.246,0.273,0.323,0.355,0.381,0.453,0.704,0.808,0,1,1,0,2.88,4.98,9.0,9.0,9,7,2,1,2,0,5,2,8,14,0.0,0.0,1.24,1.52,0,0,2010-05-01
264162,2010-05-01,114,142,CLE,MIN,Indians,Twins,Cleveland Indians,Minnesota Twins,0,0,regular,regular,2010,2010,23,24,40,41,5,4,12,12,2,0,0,0,1,2,4,4,17,18,5,3,10,7,0,0,0.245,0.267,0.33,0.356,0.362,0.422,0.692,0.778,1,0,0,1,4.12,3.68,11.0,10.2,12,12,4,5,2,1,3,5,7,10,0.0,0.0,1.44,1.3,0,0,2010-05-01
264163,2010-05-01,143,121,PHI,NYM,Phillies,Mets,Philadelphia Phillies,New York Mets,0,0,regular,regular,2010,2010,23,25,37,29,10,0,13,3,4,2,1,0,1,0,10,0,22,5,2,1,8,6,0,1,0.266,0.236,0.341,0.323,0.425,0.376,0.766,0.699,1,0,0,1,4.15,3.23,9.0,8.0,3,13,0,9,0,1,1,2,6,8,0.0,0.0,1.36,1.41,1,1,2010-05-01
