game_pk,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_name,away_team_name,home_postseason,away_postseason,home_season_type,away_season_type,home_season,away_season,home_gp,away_gp,home_batting_ab,away_batting_ab,home_batting_r,away_batting_r,home_batting_h,away_batting_h,home_batting_2b,away_batting_2b,home_batting_3b,away_batting_3b,home_batting_hr,away_batting_hr,home_batting_rbi,away_batting_rbi,home_batting_tb,away_batting_tb,home_batting_bb,away_batting_bb,home_batting_so,away_batting_so,home_batting_sb,away_batting_sb,home_batting_avg,away_batting_avg,home_batting_obp,away_batting_obp,home_batting_slg,away_batting_slg,home_batting_ops,away_batting_ops,home_pitching_w,away_pitching_w,home_pitching_l,away_pitching_l,home_pitching_era,away_pitching_era,home_pitching_ip,away_pitching_ip,home_pitching_h,away_pitching_h,home_pitching_er,away_pitching_er,home_pitching_hr,away_pitching_hr,home_pitching_bb,away_pitching_bb,home_pitching_k,away_pitching_k,home_pitching_oba,away_pitching_oba,home_pitching_whip,away_pitching_whip,home_fielding_e,away_fielding_e,date_dt
266152,2010-09-28,139,110,TB,BAL,Rays,Orioles,Tampa Bay Rays,Baltimore Orioles,0,0,regular,regular,2010,2010,158,158,28,33,5,0,6,6,1,2,1,0,2,0,5,0,15,8,3,0,4,10,0,0,0.25,0.259,0.336,0.315,0.408,0.387,0.744,0.702,1,0,0,1,3.82,4.67,9.0,8.0,6,6,0,5,0,2,0,3,10,4,0.0,0.0,1.26,1.43,0,0,2010-09-28
266153,2010-09-28,145,111,CWS,BOS,White Sox,Red Sox,Chicago White Sox,Boston Red Sox,0,0,regular,regular,2010,2010,160,160,35,35,5,4,9,9,2,2,0,0,1,2,5,4,14,17,5,1,6,9,4,0,0.266,0.268,0.33,0.339,0.419,0.453,0.749,0.792,1,0,0,1,4.11,4.18,9.0,8.2,9,9,3,5,2,1,1,5,9,6,0.0,0.0,1.36,1.35,1,0,2010-09-28
266154,2010-09-28,135,112,SD,CHC,Padres,Cubs,San Diego Padres,Chicago Cubs,0,0,regular,regular,2010,2010,158,158,31,36,2,5,4,10,1,1,0,0,1,2,2,4,8,17,3,2,11,11,0,0,0.247,0.258,0.317,0.32,0.373,0.406,0.69,0.726,0,1,1,0,3.43,4.26,9.0,9.0,10,4,3,2,2,1,2,3,11,11,0.0,0.0,1.26,1.41,3,0,2010-09-28
266156,2010-09-28,144,146,ATL,FLA,Braves,Marlins,Atlanta Braves,Florida Marlins,0,0,regular,regular,2010,2010,158,160,29,34,3,2,8,9,1,1,1,0,1,1,3,2,14,13,2,5,6,10,1,1,0.258,0.254,0.338,0.321,0.401,0.404,0.739,0.725,1,0,0,1,3.55,4.08,9.0,8.0,9,8,2,3,1,1,5,2,10,6,0.0,0.0,1.26,1.38,0,1,2010-09-28
266157,2010-09-28,113,117,CIN,HOU,Reds,Astros,Cincinnati Reds,Houston Astros,0,0,regular,regular,2010,2010,157,157,29,32,3,2,6,7,1,0,0,0,1,0,2,2,10,7,4,1,9,12,1,0,0.27,0.249,0.338,0.305,0.435,0.364,0.773,0.669,1,0,0,1,4.07,4.1,9.0,8.0,7,6,2,2,0,1,1,4,12,9,0.0,0.0,1.33,1.38,0,2,2010-09-28
266158,2010-09-28,115,119,COL,LAD,Rockies,Dodgers,Colorado Rockies,Los Angeles Dodgers,0,0,regular,regular,2010,2010,161,159,37,40,7,9,10,14,1,1,1,2,2,4,7,8,19,31,3,2,9,10,0,2,0.265,0.253,0.338,0.321,0.429,0.379,0.767,0.7,0,1,1,0,4.18,4.01,9.0,9.0,14,10,8,7,4,2,2,3,10,9,0.0,0.0,1.34,1.29,1,0,2010-09-28
266159,2010-09-28,121,158,NYM,MIL,Mets,Brewers,New York Mets,Milwaukee Brewers,0,0,regular,regular,2010,2010,159,157,33,30,4,3,8,5,4,2,0,0,1,1,4,3,15,10,2,4,6,2,0,0,0.25,0.262,0.316,0.334,0.384,0.427,0.7,0.761,1,0,0,1,3.72,4.61,9.0,8.1,5,8,3,4,1,1,4,2,2,6,0.0,0.0,1.37,1.44,0,1,2010-09-28
266160,2010-09-28,118,142,KC,MIN,Royals,Twins,Kansas City Royals,Minnesota Twins,0,0,regular,regular,2010,2010,158,159,34,32,10,1,10,5,1,1,2,0,3,0,9,1,24,6,3,6,10,8,3,1,0.275,0.275,0.332,0.343,0.4,0.425,0.732,0.768,1,0,0,1,5.07,3.91,9.0,8.0,5,10,1,10,0,3,6,3,8,10,0.0,0.0,1.48,1.29,1,1,2010-09-28
266161,2010-09-28,108,133,LAA,OAK,Angels,Athletics,Los Angeles Angels,Oakland Athletics,0,0,regular,regular,2010,2010,157,157,31,35,4,2,10,9,0,2,0,0,1,1,4,2,13,14,0,3,4,8,0,0,0.25,0.256,0.312,0.325,0.392,0.376,0.704,0.701,1,0,0,1,4.08,3.63,9.0,8.0,9,10,2,3,1,1,3,0,8,4,0.0,0.0,1.37,1.28,0,1,2010-09-28
266162,2010-09-28,120,143,WSH,PHI,Nationals,Phillies,Washington Nationals,Philadelphia Phillies,0,0,regular,regular,2010,2010,159,161,27,35,2,1,3,9,0,0,0,0,1,1,2,1,6,12,3,2,9,11,2,2,0.253,0.26,0.32,0.332,0.395,0.412,0.715,0.744,1,0,0,1,4.14,3.68,9.0,8.0,9,3,1,1,1,1,2,3,11,9,0.0,0.0,1.39,1.25,0,1,2010-09-28
