team,division,wins,losses,winPct,gamesBack,runDiff,wildCardGB,lastTen
Toronto Blue Jays,Unknown,67,48,.583,-,36,-,4-6
Boston Red Sox,Unknown,64,51,.557,3.0,85,+3.5,9-1
New York Yankees,Unknown,60,54,.526,6.5,87,-,4-6
Tampa Bay Rays,Unknown,56,59,.487,11.0,46,4.5,3-7
Baltimore Orioles,Unknown,51,63,.447,15.5,-84,9.0,5-5
Detroit Tigers,Unknown,66,49,.574,-,80,-,6-4
Cleveland Guardians,Unknown,58,55,.513,7.0,-26,1.5,7-3
Kansas City Royals,Unknown,56,58,.491,9.5,-18,4.0,5-5
Minnesota Twins,Unknown,53,60,.469,12.0,-34,6.5,3-7
Chicago White Sox,Unknown,42,71,.372,23.0,-68,17.5,5-5
Houston Astros,Unknown,64,50,.561,-,49,-,4-6
Seattle Mariners,Unknown,61,53,.535,3.0,27,+1.0,6-4
Texas Rangers,Unknown,60,55,.522,4.5,71,0.5,5-5
Los Angeles Angels,Unknown,55,59,.482,9.0,-67,5.0,5-5
Athletics,Unknown,50,65,.435,14.5,-111,10.5,7-3
Philadelphia Phillies,Unknown,65,48,.575,-,83,-,6-4
New York Mets,Unknown,63,51,.553,2.5,38,-,3-7
Miami Marlins,Unknown,55,57,.491,9.5,-50,7.0,6-4
Atlanta Braves,Unknown,47,65,.420,17.5,-29,15.0,3-7
Washington Nationals,Unknown,44,68,.393,20.5,-143,18.0,3-7
Milwaukee Brewers,Unknown,69,44,.611,-,126,-,8-2
Chicago Cubs,Unknown,65,48,.575,4.0,110,+2.5,5-5
Cincinnati Reds,Unknown,60,54,.526,9.5,47,3.0,6-4
St. Louis Cardinals,Unknown,57,58,.496,13.0,-18,6.5,3-7
Pittsburgh Pirates,Unknown,49,65,.430,20.5,-57,14.0,7-3
Los Angeles Dodgers,Unknown,66,48,.579,-,76,-,5-5
San Diego Padres,Unknown,63,51,.553,3.0,37,-,8-2
San Francisco Giants,Unknown,57,57,.500,9.0,14,6.0,3-7
Arizona Diamondbacks,Unknown,54,60,.474,12.0,-10,9.0,3-7
Colorado Rockies,Unknown,30,83,.265,35.5,-297,32.5,3-7
