game_pk,date,home_starter_id,away_starter_id,home_starter_full_name,away_starter_full_name,home_starter_team_id,away_starter_team_id,home_starter_team_abbreviation,away_starter_team_abbreviation,home_starter_season,away_starter_season,home_starter_postseason,away_starter_postseason,home_starter_season_type,away_starter_season_type,home_starter_pitching_gp,away_starter_pitching_gp,home_starter_pitching_gs,away_starter_pitching_gs,home_starter_pitching_qs,away_starter_pitching_qs,home_starter_pitching_w,away_starter_pitching_w,home_starter_pitching_l,away_starter_pitching_l,home_starter_pitching_era,away_starter_pitching_era,home_starter_pitching_sv,away_starter_pitching_sv,home_starter_pitching_hld,away_starter_pitching_hld,home_starter_pitching_ip,away_starter_pitching_ip,home_starter_pitching_h,away_starter_pitching_h,home_starter_pitching_er,away_starter_pitching_er,home_starter_pitching_hr,away_starter_pitching_hr,home_starter_pitching_bb,away_starter_pitching_bb,home_starter_pitching_whip,away_starter_pitching_whip,home_starter_pitching_k,away_starter_pitching_k,home_starter_pitching_k_per_9,away_starter_pitching_k_per_9,home_starter_pitching_war,away_starter_pitching_war
381103,2014-05-11,450203,571946,Charlie Morton,Shelby Miller,134,138,PIT,STL,2014,2014,0,0,regular,regular,7,7,7,7,4,3,3,4,4,3,3.45,3.2,0,0,0,0,44.3,39.3,40,35,17,14,3,7,16,23,1.26,1.47,28,31,5.68,7.09,,
381101,2014-05-11,477003,430935,Jonathon Niese,Cole Hamels,121,143,NYM,PHI,2014,2014,0,0,regular,regular,6,3,6,3,5,1,3,0,3,3,1.82,7.02,0,0,0,0,39.7,16.7,31,24,8,13,3,2,9,7,1.01,1.86,30,14,6.81,7.56,,
381100,2014-05-11,490063,475479,Matt Garza,David Phelps,158,147,MIL,NYY,2014,2014,0,0,regular,regular,7,1,7,1,4,0,4,0,2,1,4.93,1.69,0,0,0,0,42.0,5.3,44,3,23,1,4,0,14,1,1.38,0.75,35,3,7.5,5.06,,
381099,2014-05-11,592662,465679,Robbie Ray,Samuel Deduno,116,142,DET,MIN,2014,2014,0,0,regular,regular,1,1,1,1,0,0,1,0,0,1,1.69,5.4,0,0,0,0,5.3,5.0,5,6,1,3,0,0,1,2,1.13,1.6,5,2,8.44,3.6,,
381098,2014-05-11,572362,506693,Robbie Erlin,Henderson Alvarez,135,146,SD,MIA,2014,2014,0,0,regular,regular,6,7,6,7,3,4,1,3,5,3,5.05,2.62,0,0,0,0,35.7,44.7,37,47,20,13,3,3,11,11,1.35,1.3,29,29,7.32,5.84,,
381097,2014-05-11,606273,425386,Roenis Elías,Jeremy Guthrie,136,118,SEA,KC,2014,2014,0,0,regular,regular,7,7,7,7,3,3,4,4,3,3,3.48,3.91,0,0,0,0,41.3,46.0,35,45,16,20,4,8,19,11,1.31,1.22,37,23,8.06,4.5,,
381104,2014-05-11,431148,461829,Scott Kazmir,Gio Gonzalez,133,120,OAK,WSH,2014,2014,0,0,regular,regular,7,7,7,7,5,5,6,5,1,2,2.64,2.91,0,0,0,0,44.3,43.3,37,32,13,14,2,2,9,15,1.04,1.08,38,45,7.71,9.35,,
381095,2014-05-11,456701,504379,Homer Bailey,Juan Nicasio,113,115,CIN,COL,2014,2014,0,0,regular,regular,7,7,7,7,3,3,2,5,5,2,5.36,3.89,0,0,0,0,40.3,39.3,52,38,24,17,7,6,14,13,1.64,1.3,38,27,8.48,6.18,,
381096,2014-05-11,501957,543054,Chris Tillman,Jarred Cosart,110,117,BAL,HOU,2014,2014,0,0,regular,regular,7,7,7,7,3,4,5,2,1,4,3.8,4.5,0,0,0,0,42.7,38.0,42,29,18,19,6,5,14,18,1.31,1.24,37,28,7.8,6.63,,
381090,2014-05-11,571800,450308,Drew Hutchison,Jered Weaver,141,108,TOR,LAA,2014,2014,0,0,regular,regular,7,7,7,7,2,4,3,3,3,4,4.17,3.48,0,0,0,0,41.0,44.0,41,38,19,17,4,6,11,13,1.27,1.16,44,35,9.66,7.16,,
381091,2014-05-11,456051,502624,Hector Noesí,Chase Anderson,145,109,CWS,AZ,2014,2014,0,0,regular,regular,2,0,2,0,0,0,1,0,0,0,5.19,0.0,0,0,0,0,8.7,0.0,9,0,5,0,0,0,2,0,1.27,0.0,8,0,8.31,0.0,,
381102,2014-05-11,477132,218596,Clayton Kershaw,Tim Hudson,119,137,LAD,SF,2014,2014,0,0,regular,regular,2,7,2,7,2,6,2,5,0,2,0.66,1.99,0,0,0,0,13.7,54.3,14,37,1,12,0,3,1,3,1.1,0.74,16,36,10.54,5.96,,
381093,2014-05-11,421685,429719,Aaron Harang,Edwin Jackson,144,112,ATL,CHC,2014,2014,0,0,regular,regular,7,7,7,7,6,2,4,2,3,5,2.98,4.57,0,0,0,0,42.3,41.3,34,43,14,21,2,1,15,17,1.16,1.45,43,35,9.14,7.62,,
381092,2014-05-11,543726,407793,Robbie Ross Jr.,John Lackey,140,111,TEX,BOS,2014,2014,0,0,regular,regular,7,7,7,7,2,5,2,4,4,3,4.74,3.72,0,0,0,0,38.0,46.0,51,46,20,19,4,5,10,11,1.61,1.24,29,43,6.87,8.41,,
381094,2014-05-11,502042,458708,Chris Archer,Josh Tomlin,139,114,TB,CLE,2014,2014,0,0,regular,regular,7,1,7,1,3,1,3,1,3,0,4.91,1.35,0,0,0,0,40.3,6.7,44,4,22,1,2,1,11,1,1.36,0.75,34,4,7.59,5.4,,
