game_pk,date,home_starter_id,away_starter_id,home_starter_full_name,away_starter_full_name,home_starter_team_id,away_starter_team_id,home_starter_team_abbreviation,away_starter_team_abbreviation,home_starter_season,away_starter_season,home_starter_postseason,away_starter_postseason,home_starter_season_type,away_starter_season_type,home_starter_pitching_gp,away_starter_pitching_gp,home_starter_pitching_gs,away_starter_pitching_gs,home_starter_pitching_qs,away_starter_pitching_qs,home_starter_pitching_w,away_starter_pitching_w,home_starter_pitching_l,away_starter_pitching_l,home_starter_pitching_era,away_starter_pitching_era,home_starter_pitching_sv,away_starter_pitching_sv,home_starter_pitching_hld,away_starter_pitching_hld,home_starter_pitching_ip,away_starter_pitching_ip,home_starter_pitching_h,away_starter_pitching_h,home_starter_pitching_er,away_starter_pitching_er,home_starter_pitching_hr,away_starter_pitching_hr,home_starter_pitching_bb,away_starter_pitching_bb,home_starter_pitching_whip,away_starter_pitching_whip,home_starter_pitching_k,away_starter_pitching_k,home_starter_pitching_k_per_9,away_starter_pitching_k_per_9,home_starter_pitching_war,away_starter_pitching_war
382435,2014-08-20,430935,572020,Cole Hamels,James Paxton,143,136,PHI,SEA,2014,2014,0,0,regular,regular,22,5,22,5,18,3,10,3,12,1,2.44,2.2,0,0,0,0,151.3,28.7,126,21,41,7,9,3,45,6,1.13,0.94,149,24,8.86,7.53,,
382438,2014-08-20,519076,285079,Jimmy Nelson,R.A. Dickey,158,141,MIL,TOR,2014,2014,0,0,regular,regular,7,26,7,26,5,16,4,11,3,15,3.86,3.95,0,0,0,0,42.0,164.0,42,154,18,72,3,21,11,60,1.26,1.3,34,137,7.29,7.52,,
382437,2014-08-20,543135,607259,Nathan Eovaldi,Nick Martinez,146,140,MIA,TEX,2014,2014,0,0,regular,regular,25,16,25,16,16,4,10,5,15,9,3.96,5.9,0,0,0,0,157.0,82.3,158,99,69,54,11,15,32,36,1.21,1.64,109,41,6.25,4.48,,
382436,2014-08-20,429719,408241,Edwin Jackson,Jake Peavy,112,137,CHC,SF,2014,2014,0,0,regular,regular,25,24,25,24,7,14,7,6,16,18,5.74,4.57,0,0,0,0,136.3,149.7,156,154,87,76,16,21,59,54,1.58,1.39,121,115,7.99,6.92,,
382434,2014-08-20,433584,445590,Roberto Hernandez,Eric Stults,119,135,LAD,SD,2014,2014,0,0,regular,regular,22,24,22,24,10,9,9,8,12,13,3.78,4.64,0,0,0,0,131.0,130.0,112,145,55,67,11,21,58,33,1.3,1.37,82,81,5.63,5.61,,
382432,2014-08-20,407822,518633,Jorge De La Rosa,Danny Duffy,115,118,COL,KC,2014,2014,0,0,regular,regular,24,19,24,19,13,9,12,10,9,9,4.41,2.64,0,0,0,0,138.7,112.7,126,83,68,33,16,9,48,41,1.25,1.1,103,81,6.69,6.47,,
382431,2014-08-20,501381,444857,Michael Pineda,Scott Feldman,147,117,NYY,HOU,2014,2014,0,0,regular,regular,5,22,5,22,3,13,2,8,2,13,1.82,4.45,0,0,0,0,24.7,129.3,19,144,5,64,1,12,3,40,0.89,1.42,19,71,6.93,4.94,,
382433,2014-08-20,502188,554430,Jeff Samardzija,Zack Wheeler,133,121,OAK,NYM,2014,2014,0,0,regular,regular,25,25,25,25,18,18,9,11,15,11,2.96,3.49,0,0,0,0,164.0,147.0,145,133,54,57,13,11,38,62,1.12,1.33,143,145,7.85,8.88,,
382429,2014-08-20,445060,543334,Ricky Nolasco,TJ House,142,114,MIN,CLE,2014,2014,0,0,regular,regular,19,11,19,11,6,4,7,4,10,5,5.99,4.2,0,0,0,0,109.7,60.0,147,75,73,28,16,7,29,17,1.6,1.53,75,44,6.16,6.6,,
382428,2014-08-20,458681,456501,Lance Lynn,Johnny Cueto,138,113,STL,CIN,2014,2014,0,0,regular,regular,25,26,25,26,16,23,16,17,7,9,2.91,2.06,0,0,0,0,151.7,187.7,141,122,49,43,7,16,55,49,1.29,0.91,139,187,8.25,8.97,,
382427,2014-08-20,456051,612672,Hector Noesí,Wei-Yin Chen,145,110,CWS,BAL,2014,2014,0,0,regular,regular,20,23,20,23,10,10,11,14,7,8,4.4,3.76,0,0,0,0,118.7,136.3,120,145,58,57,17,20,45,24,1.39,1.24,85,102,6.45,6.73,,
382426,2014-08-20,543037,622072,Gerrit Cole,Alex Wood,134,144,PIT,ATL,2014,2014,0,0,regular,regular,14,17,14,17,8,12,9,7,5,10,3.78,2.84,0,0,0,0,85.7,107.7,83,96,36,34,8,11,29,30,1.31,1.17,78,101,8.19,8.44,,
382425,2014-08-20,543699,502239,Tanner Roark,Trevor Cahill,120,109,WSH,AZ,2014,2014,0,0,regular,regular,24,10,24,10,15,5,14,4,10,5,2.93,5.4,0,0,0,0,153.7,53.3,134,61,50,32,12,4,35,21,1.1,1.54,116,43,6.79,7.26,,
382424,2014-08-20,453329,572070,Clay Buchholz,Garrett Richards,111,108,BOS,LAA,2014,2014,0,0,regular,regular,20,25,20,25,9,19,6,18,12,6,5.79,2.53,0,0,0,0,116.7,167.0,139,119,75,47,15,5,42,50,1.55,1.01,92,164,7.1,8.84,,
382430,2014-08-20,543606,519144,Jake Odorizzi,Rick Porcello,139,116,TB,DET,2014,2014,0,0,regular,regular,24,23,24,23,10,16,11,14,10,9,3.82,3.27,0,0,0,0,129.7,154.3,119,147,55,56,13,13,46,30,1.27,1.15,146,96,10.13,5.6,,
