fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
ARI,SEA,-1.5,1.5,0.379,0.636,+164,-175,1,2025-06-10T21:40:00-04:00,ARI -1.5,2025-06-10T19:54:03.28+00:00
SF,COL,-1.5,1.5,0.592,0.427,-145,+134,0,2025-06-10T20:40:00-04:00,COL +1.5,2025-06-10T19:53:03.933+00:00
LAA,OAK,-1.5,1.5,0.405,0.615,+147,-160,0,2025-06-10T21:38:00-04:00,LAA -1.5,2025-06-10T19:32:57.929+00:00
PIT,MIA,-1.5,1.5,0.392,0.628,+155,-169,1,2025-06-10T18:40:00-04:00,PIT -1.5,2025-06-10T19:48:18.522+00:00
TB,BOS,-1.5,1.5,0.391,0.634,+156,-173,0,2025-06-10T19:10:00-04:00,BOS +1.5,2025-06-10T19:55:54.727+00:00
NYY,KAN,-1.5,1.5,0.535,0.479,-115,+109,0,2025-06-10T19:40:00-04:00,KAN +1.5,2025-06-10T19:30:51.959+00:00
MIN,TEX,-1.5,1.5,0.372,0.655,+169,-190,1,2025-06-10T19:40:00-04:00,MIN -1.5,2025-06-10T19:48:28.526+00:00
SD,LAD,-1.5,1.5,0.353,0.666,+183,-199,0,2025-06-10T21:40:00-04:00,SD -1.5,2025-06-10T19:36:20.225+00:00
CLE,CIN,-1.5,1.5,0.34,0.677,+194,-210,1,2025-06-10T18:40:00-04:00,CLE -1.5,2025-06-10T19:41:54.928+00:00
BAL,DET,-1.5,1.5,0.383,0.63,+161,-170,1,2025-06-10T18:35:00-04:00,BAL -1.5,2025-06-10T19:48:28.526+00:00
PHI,CHC,-1.5,1.5,0.35,0.671,+186,-204,1,2025-06-10T18:45:00-04:00,PHI -1.5,2025-06-10T19:45:02.904+00:00
NYM,WAS,-1.5,1.5,0.408,0.608,+145,-155,0,2025-06-10T19:10:00-04:00,NYM -1.5,2025-06-10T19:52:52.581+00:00
TOR,STL,-1.5,1.5,0.377,0.644,+165,-181,0,2025-06-10T19:45:00-04:00,STL +1.5,2025-06-10T19:41:38.106+00:00
HOU,CWS,-1.5,1.5,0.426,0.583,+135,-140,1,2025-06-10T20:10:00-04:00,HOU -1.5,2025-06-10T19:32:57.929+00:00
ATL,MIL,-1.5,1.5,0.417,0.605,+140,-153,0,2025-06-10T19:40:00-04:00,MIL +1.5,2025-06-10T19:41:26.493+00:00
