fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
LAA,KAN,-1.5,1.5,0.357,0.671,+180,-204,0,2025-09-24T21:38:00-04:00,LAA -1.5,2025-09-24T16:47:04.014+00:00
SEA,COL,-1.5,1.5,0.567,0.459,-131,+118,1,2025-09-24T21:40:00-04:00,SEA -1.5,2025-09-24T16:35:09.193+00:00
HOU,OAK,-1.5,1.5,0.435,0.586,+130,-142,0,2025-09-24T22:05:00-04:00,OAK +1.5,2025-09-24T16:48:12.894+00:00
CLE,DET,-1.5,1.5,0.392,0.63,+155,-170,1,2025-09-24T18:40:00-04:00,CLE -1.5,2025-09-24T16:48:01.197+00:00
PHI,MIA,-1.5,1.5,0.452,0.563,+121,-129,1,2025-09-24T18:45:00-04:00,PHI -1.5,2025-09-24T16:44:17.032+00:00
CHC,NYM,-1.5,1.5,0.354,0.677,+182,-210,0,2025-09-24T20:05:00-04:00,CHC -1.5,2025-09-24T16:46:26.949+00:00
TEX,MIN,-1.5,1.5,0.46,0.57,+117,-133,1,2025-09-24T20:05:00-04:00,TEX -1.5,2025-09-24T16:47:34.507+00:00
CIN,PIT,-1.5,1.5,0.342,0.685,+192,-217,1,2025-09-24T18:40:00-04:00,CIN -1.5,2025-09-24T16:35:06.018+00:00
SD,MIL,-1.5,1.5,0.363,0.654,+175,-189,0,2025-09-24T16:10:00-04:00,SD -1.5,2025-09-24T16:32:42.543+00:00
BOS,TOR,-1.5,1.5,0.416,0.61,+140,-156,0,2025-09-24T19:07:00-04:00,TOR +1.5,2025-09-24T16:45:08.865+00:00
SF,STL,-1.5,1.5,0.35,0.677,+186,-210,0,2025-09-24T21:45:00-04:00,SF -1.5,2025-09-24T16:47:45.277+00:00
LAD,ARI,-1.5,1.5,0.469,0.557,+113,-126,0,2025-09-24T21:40:00-04:00,ARI +1.5,2025-09-24T16:43:48.719+00:00
BAL,TB,-1.5,1.5,0.356,0.647,+181,-183,1,2025-09-24T18:35:00-04:00,BAL -1.5,2025-09-24T16:44:01.153+00:00
NYY,CWS,-1.5,1.5,0.606,0.405,-154,+147,0,2025-09-24T19:05:00-04:00,NYY -1.5,2025-09-24T16:46:33.402+00:00
