fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
ATL,CWS,-1.5,1.5,0.472,0.538,+112,-116,1,2025-08-20T19:15:00-04:00,ATL -1.5,2025-08-20T16:45:47.904+00:00
PHI,SEA,-1.5,1.5,0.383,0.623,+161,-165,1,2025-08-20T13:05:00-04:00,PHI -1.5,2025-08-20T16:46:46.609+00:00
HOU,DET,-1.5,1.5,0.391,0.627,+156,-168,0,2025-08-20T13:10:00-04:00,DET +1.5,2025-08-20T16:48:39.066+00:00
SD,SF,-1.5,1.5,0.394,0.615,+154,-160,0,2025-08-20T21:40:00-04:00,SD -1.5,2025-08-20T16:45:49.078+00:00
LAD,COL,-1.5,1.5,0.664,0.347,-198,+188,0,2025-08-20T20:40:00-04:00,COL +1.5,2025-08-20T16:45:46.643+00:00
ARI,CLE,-1.5,1.5,0.36,0.658,+178,-192,1,2025-08-20T15:40:00-04:00,ARI -1.5,2025-08-20T16:45:38.076+00:00
NYM,WAS,-1.5,1.5,0.488,0.517,+105,-107,0,2025-08-20T18:45:00-04:00,WAS +1.5,2025-08-20T16:48:23.475+00:00
MIA,STL,-1.5,1.5,0.356,0.661,+181,-195,1,2025-08-20T18:40:00-04:00,MIA -1.5,2025-08-20T16:45:47.904+00:00
MIL,CHC,-1.5,1.5,0.392,0.63,+155,-170,0,2025-08-20T20:05:00-04:00,CHC +1.5,2025-08-20T16:45:47.904+00:00
TB,NYY,-1.5,1.5,0.364,0.661,+175,-195,0,2025-08-20T19:35:00-04:00,TB -1.5,2025-08-20T16:45:49.078+00:00
LAA,CIN,-1.5,1.5,0.382,0.636,+162,-175,0,2025-08-20T21:38:00-04:00,LAA -1.5,2025-08-20T16:45:47.904+00:00
MIN,OAK,-1.5,1.5,0.375,0.65,+167,-186,1,2025-08-20T19:40:00-04:00,MIN -1.5,2025-08-20T16:45:49.078+00:00
KAN,TEX,-1.5,1.5,0.382,0.631,+162,-171,1,2025-08-20T19:40:00-04:00,KAN -1.5,2025-08-20T16:46:13.145+00:00
