fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
SF,TOR,-1.5,1.5,0.418,0.6,+139,-150,0,2025-07-19T15:07:00-04:00,TOR +1.5,2025-07-19T16:48:25.935+00:00
TB,BAL,-1.5,1.5,0.386,0.638,+159,-176,0,2025-07-19T19:05:00-04:00,TB -1.5,2025-07-19T16:46:37.899+00:00
KAN,MIA,-1.5,1.5,0.412,0.592,+143,-145,0,2025-07-19T16:10:00-04:00,MIA +1.5,2025-07-19T16:43:44.795+00:00
NYM,CIN,-1.5,1.5,0.446,0.569,+124,-132,0,2025-07-19T16:10:00-04:00,NYM -1.5,2025-07-19T16:48:16.64+00:00
LAD,MIL,-1.5,1.5,0.391,0.64,+156,-178,0,2025-07-19T21:10:00-04:00,LAD -1.5,2025-07-19T16:21:17.189+00:00
CLE,OAK,-1.5,1.5,0.402,0.631,+149,-171,1,2025-07-19T19:10:00-04:00,CLE -1.5,2025-07-19T16:20:47.596+00:00
SEA,HOU,-1.5,1.5,0.388,0.638,+158,-176,1,2025-07-19T21:40:00-04:00,SEA -1.5,2025-07-19T16:48:25.935+00:00
PHI,LAA,-1.5,1.5,0.389,0.621,+157,-164,1,2025-07-19T18:05:00-04:00,PHI -1.5,2025-07-19T16:40:06.193+00:00
PIT,CWS,-1.5,1.5,0.38,0.642,+163,-179,1,2025-07-19T18:40:00-04:00,PIT -1.5,2025-07-19T16:40:15.048+00:00
SD,WAS,-1.5,1.5,0.455,0.556,+120,-125,0,2025-07-19T18:45:00-04:00,WAS +1.5,2025-07-19T16:36:31.431+00:00
DET,TEX,-1.5,1.5,0.378,0.659,+165,-193,0,2025-07-19T19:05:00-04:00,TEX +1.5,2025-07-19T16:30:22.685+00:00
STL,ARI,-1.5,1.5,0.413,0.621,+142,-164,0,2025-07-19T19:15:00-04:00,ARI +1.5,2025-07-19T16:40:28.505+00:00
CHC,BOS,-1.5,1.5,0.42,0.609,+138,-156,0,2025-07-19T19:15:00-04:00,CHC -1.5,2025-07-19T16:42:35.577+00:00
NYY,ATL,-1.5,1.5,0.429,0.595,+133,-147,0,2025-07-19T19:15:00-04:00,ATL +1.5,2025-07-19T16:42:07.726+00:00
MIN,COL,-1.5,1.5,0.571,0.461,-133,+117,0,2025-07-19T20:10:00-04:00,COL +1.5,2025-07-19T16:47:21.911+00:00
