fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
NYM,TEX,-1.5,1.5,0.338,0.677,+196,-210,0,2025-09-12T19:10:00-04:00,NYM -1.5,2025-09-12T16:30:21.654+00:00
ATL,HOU,-1.5,1.5,0.355,0.666,+182,-199,1,2025-09-12T19:15:00-04:00,ATL -1.5,2025-09-12T16:24:46.015+00:00
CHC,TB,-1.5,1.5,0.412,0.603,+143,-152,0,2025-09-12T14:20:00-04:00,CHC -1.5,2025-09-12T16:38:31.59+00:00
CLE,CWS,-1.5,1.5,0.397,0.628,+152,-169,1,2025-09-12T19:10:00-04:00,CLE -1.5,2025-09-12T16:14:20.263+00:00
OAK,CIN,-1.5,1.5,0.382,0.649,+162,-185,1,2025-09-12T22:05:00-04:00,OAK -1.5,2025-09-12T16:37:25.427+00:00
LAD,SF,-1.5,1.5,0.469,0.552,+113,-123,0,2025-09-12T22:15:00-04:00,SF +1.5,2025-09-12T16:32:37.863+00:00
TOR,BAL,-1.5,1.5,0.378,0.649,+165,-185,1,2025-09-12T19:07:00-04:00,TOR -1.5,2025-09-12T16:40:21.993+00:00
DET,MIA,-1.5,1.5,0.498,0.51,+101,-104,0,2025-09-12T19:10:00-04:00,MIA +1.5,2025-09-12T16:41:02.009+00:00
NYY,BOS,-1.5,1.5,0.414,0.597,+142,-148,0,2025-09-12T19:10:00-04:00,BOS +1.5,2025-09-12T16:40:21.993+00:00
MIN,ARI,-1.5,1.5,0.386,0.623,+159,-165,1,2025-09-12T20:10:00-04:00,MIN -1.5,2025-09-12T16:40:22.439+00:00
MIL,STL,-1.5,1.5,0.472,0.552,+112,-123,1,2025-09-12T20:10:00-04:00,MIL -1.5,2025-09-12T16:38:53.82+00:00
SD,COL,-1.5,1.5,0.552,0.457,-123,+119,0,2025-09-12T21:40:00-04:00,SD -1.5,2025-09-12T16:39:50.604+00:00
PHI,KAN,-1.5,1.5,0.396,0.627,+153,-168,1,2025-09-12T18:45:00-04:00,PHI -1.5,2025-09-12T16:34:06.498+00:00
WAS,PIT,-1.5,1.5,0.335,0.686,+199,-218,1,2025-09-12T18:45:00-04:00,WAS -1.5,2025-09-12T16:20:29.131+00:00
SEA,LAA,-1.5,1.5,0.449,0.563,+123,-129,1,2025-09-12T22:10:00-04:00,SEA -1.5,2025-09-12T16:43:19.977+00:00
