fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
NYM,KAN,-1.5,1.5,0.449,0.578,+123,-137,0,2025-07-11T20:10:00-04:00,KAN +1.5,2025-07-11T16:49:55.521+00:00
HOU,TEX,-1.5,1.5,0.377,0.649,+165,-185,1,2025-07-11T20:10:00-04:00,HOU -1.5,2025-07-11T16:51:11.633+00:00
BOS,TB,-1.5,1.5,0.355,0.669,+182,-202,1,2025-07-11T19:10:00-04:00,BOS -1.5,2025-07-11T16:49:06.399+00:00
PHI,SD,-1.5,1.5,0.478,0.541,+109,-118,0,2025-07-11T21:40:00-04:00,SD +1.5,2025-07-11T16:45:46.823+00:00
SF,LAD,-1.5,1.5,0.373,0.661,+168,-195,0,2025-07-11T22:15:00-04:00,SF -1.5,2025-07-11T16:41:20.362+00:00
STL,ATL,-1.5,1.5,0.36,0.653,+178,-188,0,2025-07-11T20:15:00-04:00,STL -1.5,2025-07-11T16:44:00.984+00:00
DET,SEA,-1.5,1.5,0.517,0.503,-107,-101,1,2025-07-11T19:10:00-04:00,DET -1.5,2025-07-11T16:48:31.611+00:00
CLE,CWS,-1.5,1.5,0.422,0.595,+137,-147,0,2025-07-11T20:10:00-04:00,CWS +1.5,2025-07-11T16:45:14.327+00:00
MIL,WAS,-1.5,1.5,0.494,0.533,+102,-114,1,2025-07-11T20:10:00-04:00,MIL -1.5,2025-07-11T16:42:47.497+00:00
MIN,PIT,-1.5,1.5,0.364,0.67,+175,-203,1,2025-07-11T20:10:00-04:00,MIN -1.5,2025-07-11T16:35:11.1+00:00
ARI,LAA,-1.5,1.5,0.405,0.617,+147,-161,0,2025-07-11T21:38:00-04:00,LAA +1.5,2025-07-11T16:48:53.618+00:00
TOR,OAK,-1.5,1.5,0.52,0.5,-108,+100,0,2025-07-11T22:05:00-04:00,OAK +1.5,2025-07-11T16:42:18.437+00:00
NYY,CHC,-1.5,1.5,0.472,0.545,+112,-120,0,2025-07-11T19:05:00-04:00,NYY -1.5,2025-07-11T16:46:07.573+00:00
BAL,MIA,-1.5,1.5,0.388,0.631,+158,-171,1,2025-07-11T19:05:00-04:00,BAL -1.5,2025-07-11T16:45:14.327+00:00
CIN,COL,-1.5,1.5,0.539,0.478,-117,+109,1,2025-07-11T19:10:00-04:00,CIN -1.5,2025-07-11T16:46:45.294+00:00
