fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
BOS,SEA,-1.5,1.5,0.38,0.636,+163,-175,0,2025-06-18T16:10:00-04:00,SEA +1.5,2025-06-18T16:39:34.741+00:00
PHI,MIA,-1.5,1.5,0.488,0.533,+105,-114,0,2025-06-18T18:40:00-04:00,MIA +1.5,2025-06-18T16:37:14.526+00:00
TOR,ARI,-1.5,1.5,0.344,0.667,+191,-200,1,2025-06-18T19:07:00-04:00,TOR -1.5,2025-06-18T16:46:49.955+00:00
ATL,NYM,-1.5,1.5,0.459,0.573,+118,-134,1,2025-06-18T19:15:00-04:00,ATL -1.5,2025-06-18T16:26:19.132+00:00
HOU,OAK,-1.5,1.5,0.51,0.526,-104,-111,0,2025-06-18T22:05:00-04:00,OAK +1.5,2025-06-18T16:10:34.153+00:00
CHC,MIL,-1.5,1.5,0.415,0.621,+141,-164,0,2025-06-18T20:05:00-04:00,CHC -1.5,2025-06-18T16:24:31.517+00:00
SF,CLE,-1.5,1.5,0.376,0.642,+166,-179,0,2025-06-18T21:45:00-04:00,SF -1.5,2025-06-18T16:37:47.549+00:00
WAS,COL,-1.5,1.5,0.43,0.59,+133,-144,1,2025-06-18T18:45:00-04:00,WAS -1.5,2025-06-18T16:46:48.869+00:00
STL,CWS,-1.5,1.5,0.508,0.513,-103,-105,0,2025-06-18T19:40:00-04:00,CWS +1.5,2025-06-18T16:43:31.482+00:00
KAN,TEX,-1.5,1.5,0.427,0.584,+134,-140,0,2025-06-18T20:05:00-04:00,TEX +1.5,2025-06-18T16:49:05.446+00:00
TB,BAL,-1.5,1.5,0.366,0.662,+173,-196,0,2025-06-18T19:35:00-04:00,TB -1.5,2025-06-18T16:50:36.437+00:00
DET,PIT,-1.5,1.5,0.55,0.461,-122,+117,1,2025-06-18T18:40:00-04:00,DET -1.5,2025-06-18T16:50:36.73+00:00
NYY,LAA,-1.5,1.5,0.526,0.483,-111,+107,0,2025-06-18T19:05:00-04:00,NYY -1.5,2025-06-18T16:51:29.086+00:00
LAD,SD,-1.5,1.5,0.472,0.539,+112,-117,0,2025-06-18T22:10:00-04:00,LAD -1.5,2025-06-18T16:49:49.141+00:00
CIN,MIN,-1.5,1.5,0.369,0.642,+171,-179,1,2025-06-18T19:10:00-04:00,CIN -1.5,2025-06-18T16:37:12.147+00:00
