fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
TOR,OAK,-1.5,1.5,0.465,0.545,+115,-120,0,2025-07-12T22:05:00-04:00,OAK +1.5,2025-07-12T16:35:52.289+00:00
STL,ATL,-1.5,1.5,0.342,0.685,+192,-217,0,2025-07-12T14:15:00-04:00,STL -1.5,2025-07-12T16:45:12.284+00:00
LAD,SF,-1.5,1.5,0.495,0.524,+102,-110,0,2025-07-12T16:05:00-04:00,SF +1.5,2025-07-12T16:46:20.333+00:00
CIN,COL,-1.5,1.5,0.592,0.435,-145,+130,1,2025-07-12T16:10:00-04:00,CIN -1.5,2025-07-12T16:38:24.922+00:00
BAL,MIA,-1.5,1.5,0.442,0.593,+126,-146,1,2025-07-12T16:05:00-04:00,BAL -1.5,2025-07-12T16:31:02.441+00:00
MIL,WAS,-1.5,1.5,0.561,0.455,-128,+120,1,2025-07-12T16:10:00-04:00,MIL -1.5,2025-07-12T16:47:11.22+00:00
NYM,KAN,-1.5,1.5,0.439,0.592,+128,-145,0,2025-07-12T16:10:00-04:00,KAN +1.5,2025-07-12T16:41:58+00:00
BOS,TB,-1.5,1.5,0.462,0.556,+116,-125,1,2025-07-12T16:10:00-04:00,BOS -1.5,2025-07-12T16:47:31.641+00:00
CLE,CWS,-1.5,1.5,0.476,0.559,+110,-127,0,2025-07-12T16:10:00-04:00,CWS +1.5,2025-07-12T16:41:54.536+00:00
PHI,SD,-1.5,1.5,0.474,0.562,+111,-128,0,2025-07-12T19:35:00-04:00,SD +1.5,2025-07-12T16:20:18.388+00:00
HOU,TEX,-1.5,1.5,0.346,0.69,+189,-223,1,2025-07-12T19:35:00-04:00,HOU -1.5,2025-07-12T16:47:41.226+00:00
LAA,ARI,-1.5,1.5,0.36,0.658,+178,-192,0,2025-07-12T21:38:00-04:00,LAA -1.5,2025-07-12T16:19:01.473+00:00
MIN,PIT,-1.5,1.5,0.399,0.623,+151,-165,1,2025-07-12T14:10:00-04:00,MIN -1.5,2025-07-12T16:43:25.638+00:00
NYY,CHC,-1.5,1.5,0.397,0.622,+152,-165,0,2025-07-12T13:05:00-04:00,NYY -1.5,2025-07-12T16:48:08.75+00:00
