fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
TEX,PIT,-1.5,1.5,0.396,0.623,+153,-165,0,2025-06-21T16:05:00-04:00,PIT +1.5,2025-06-21T16:45:40.503+00:00
NYY,BAL,-1.5,1.5,0.448,0.562,+123,-128,0,2025-06-21T13:05:00-04:00,NYY -1.5,2025-06-21T16:47:11.241+00:00
PHI,NYM,-1.5,1.5,0.357,0.666,+180,-199,1,2025-06-21T19:15:00-04:00,PHI -1.5,2025-06-21T16:24:29.657+00:00
LAD,WAS,-1.5,1.5,0.565,0.457,-130,+119,0,2025-06-21T22:10:00-04:00,LAD -1.5,2025-06-21T16:43:58.139+00:00
ARI,COL,-1.5,1.5,0.594,0.42,-146,+138,0,2025-06-21T21:10:00-04:00,COL +1.5,2025-06-21T16:46:42.366+00:00
LAA,HOU,-1.5,1.5,0.363,0.656,+175,-191,0,2025-06-21T21:38:00-04:00,LAA -1.5,2025-06-21T16:47:18.967+00:00
CLE,OAK,-1.5,1.5,0.447,0.587,+124,-142,0,2025-06-21T22:05:00-04:00,OAK +1.5,2025-06-21T16:35:51.549+00:00
ATL,MIA,-1.5,1.5,0.481,0.544,+108,-119,0,2025-06-21T16:10:00-04:00,MIA +1.5,2025-06-21T16:37:42.466+00:00
SD,KAN,-1.5,1.5,0.412,0.624,+143,-166,0,2025-06-21T19:15:00-04:00,SD -1.5,2025-06-21T16:43:58.139+00:00
MIN,MIL,-1.5,1.5,0.394,0.615,+154,-160,1,2025-06-21T14:10:00-04:00,MIN -1.5,2025-06-21T16:47:26.261+00:00
STL,CIN,-1.5,1.5,0.488,0.528,+105,-112,0,2025-06-21T14:15:00-04:00,STL -1.5,2025-06-21T16:45:01.434+00:00
SF,BOS,-1.5,1.5,0.36,0.66,+178,-194,0,2025-06-21T16:05:00-04:00,SF -1.5,2025-06-21T16:42:37.011+00:00
TOR,CWS,-1.5,1.5,0.481,0.546,+108,-120,1,2025-06-21T15:07:00-04:00,TOR -1.5,2025-06-21T16:47:31.237+00:00
CHC,SEA,-1.5,1.5,0.467,0.559,+114,-127,0,2025-06-21T14:20:00-04:00,CHC -1.5,2025-06-21T16:39:23.511+00:00
