fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
TOR,TB,-1.5,1.5,0.412,0.597,+143,-148,0,2025-09-18T13:10:00-04:00,TB +1.5,2025-09-18T16:45:02.065+00:00
BOS,OAK,-1.5,1.5,0.398,0.61,+151,-156,1,2025-09-18T13:35:00-04:00,BOS -1.5,2025-09-18T16:34:45.364+00:00
MIA,COL,-1.5,1.5,0.524,0.486,-110,+106,0,2025-09-18T15:10:00-04:00,COL +1.5,2025-09-18T16:32:54.76+00:00
MIL,LAA,-1.5,1.5,0.503,0.52,-101,-108,1,2025-09-18T19:40:00-04:00,MIL -1.5,2025-09-18T16:43:00.151+00:00
DET,CLE,-1.5,1.5,0.493,0.513,+103,-105,1,2025-09-18T13:10:00-04:00,DET -1.5,2025-09-18T16:44:52.315+00:00
NYM,SD,-1.5,1.5,0.395,0.62,+153,-163,0,2025-09-18T13:10:00-04:00,NYM -1.5,2025-09-18T16:45:40.008+00:00
SEA,KAN,-1.5,1.5,0.413,0.598,+142,-149,0,2025-09-18T14:10:00-04:00,KAN +1.5,2025-09-18T16:46:07.153+00:00
CIN,CHC,-1.5,1.5,0.404,0.623,+148,-165,1,2025-09-18T19:15:00-04:00,CIN -1.5,2025-09-18T16:45:47.493+00:00
LAD,SF,-1.5,1.5,0.437,0.585,+129,-141,0,2025-09-18T22:10:00-04:00,LAD -1.5,2025-09-18T16:43:23.732+00:00
NYY,BAL,-1.5,1.5,0.55,0.457,-122,+119,0,2025-09-18T19:15:00-04:00,BAL +1.5,2025-09-18T16:46:03.593+00:00
