fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
CIN,TOR,-1.5,1.5,0.366,0.652,+173,-187,1,2025-09-01T13:10:00-04:00,CIN -1.5,2025-09-01T16:35:45.193+00:00
SD,BAL,-1.5,1.5,0.407,0.612,+146,-158,0,2025-09-01T18:40:00-04:00,SD -1.5,2025-09-01T16:43:39.022+00:00
WAS,MIA,-1.5,1.5,0.352,0.655,+184,-190,1,2025-09-01T13:05:00-04:00,WAS -1.5,2025-09-01T16:38:48.385+00:00
SF,COL,-1.5,1.5,0.476,0.546,+110,-120,0,2025-09-01T16:10:00-04:00,COL +1.5,2025-09-01T16:37:20.381+00:00
HOU,LAA,-1.5,1.5,0.413,0.592,+142,-145,1,2025-09-01T14:10:00-04:00,HOU -1.5,2025-09-01T16:41:09.379+00:00
NYM,DET,-1.5,1.5,0.394,0.623,+154,-165,0,2025-09-01T13:10:00-04:00,DET +1.5,2025-09-01T16:45:39.565+00:00
STL,OAK,-1.5,1.5,0.396,0.621,+153,-164,0,2025-09-01T14:15:00-04:00,STL -1.5,2025-09-01T16:45:38.48+00:00
SEA,TB,-1.5,1.5,0.379,0.638,+164,-176,0,2025-09-01T19:35:00-04:00,TB +1.5,2025-09-01T16:44:50.677+00:00
BOS,CLE,-1.5,1.5,0.4,0.617,+150,-161,1,2025-09-01T13:35:00-04:00,BOS -1.5,2025-09-01T16:45:48.277+00:00
MIN,CWS,-1.5,1.5,0.463,0.556,+116,-125,1,2025-09-01T14:10:00-04:00,MIN -1.5,2025-09-01T16:44:56.303+00:00
MIL,PHI,-1.5,1.5,0.415,0.604,+141,-153,1,2025-09-01T16:10:00-04:00,MIL -1.5,2025-09-01T16:41:35.842+00:00
ARI,TEX,-1.5,1.5,0.422,0.597,+137,-148,1,2025-09-01T20:10:00-04:00,ARI -1.5,2025-09-01T16:40:42.184+00:00
CHC,ATL,-1.5,1.5,0.358,0.663,+179,-197,0,2025-09-01T16:05:00-04:00,CHC -1.5,2025-09-01T16:43:51.581+00:00
