fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
PHI,CIN,-1.5,1.5,0.408,0.606,+145,-154,1,2025-07-04T13:05:00-04:00,PHI -1.5,2025-07-04T16:48:30.796+00:00
MIN,TB,-1.5,1.5,0.365,0.67,+174,-203,1,2025-07-04T16:10:00-04:00,MIN -1.5,2025-07-04T16:45:27.648+00:00
TOR,LAA,-1.5,1.5,0.448,0.588,+123,-143,1,2025-07-04T19:07:00-04:00,TOR -1.5,2025-07-04T16:47:08.744+00:00
CHC,STL,-1.5,1.5,0.41,0.615,+144,-160,0,2025-07-04T14:20:00-04:00,CHC -1.5,2025-07-04T16:43:02.015+00:00
SEA,PIT,-1.5,1.5,0.457,0.568,+119,-131,1,2025-07-04T16:10:00-04:00,SEA -1.5,2025-07-04T16:41:05.855+00:00
NYM,NYY,-1.5,1.5,0.385,0.644,+160,-181,0,2025-07-04T15:10:00-04:00,NYM -1.5,2025-07-04T16:46:21.62+00:00
TEX,SD,-1.5,1.5,0.398,0.631,+151,-171,0,2025-07-04T18:40:00-04:00,SD +1.5,2025-07-04T16:41:48.583+00:00
MIL,MIA,-1.5,1.5,0.429,0.61,+133,-156,0,2025-07-04T19:10:00-04:00,MIA +1.5,2025-07-04T16:47:20.552+00:00
DET,CLE,-1.5,1.5,0.429,0.609,+133,-156,0,2025-07-04T19:10:00-04:00,CLE +1.5,2025-07-04T16:47:18.314+00:00
CWS,COL,-1.5,1.5,0.444,0.574,+125,-135,0,2025-07-04T20:10:00-04:00,COL +1.5,2025-07-04T16:46:21.62+00:00
ATL,BAL,-1.5,1.5,0.463,0.554,+116,-124,1,2025-07-04T19:15:00-04:00,ATL -1.5,2025-07-04T16:41:48.448+00:00
LAD,HOU,-1.5,1.5,0.463,0.554,+116,-124,0,2025-07-04T21:10:00-04:00,LAD -1.5,2025-07-04T16:37:18.584+00:00
ARI,KAN,-1.5,1.5,0.356,0.677,+181,-210,1,2025-07-04T21:40:00-04:00,ARI -1.5,2025-07-04T16:37:16.513+00:00
OAK,SF,-1.5,1.5,0.355,0.679,+182,-212,1,2025-07-04T22:05:00-04:00,OAK -1.5,2025-07-04T16:39:42.856+00:00
