fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
TB,WAS,-1.5,1.5,0.472,0.535,+112,-115,0,2025-08-30T16:05:00-04:00,WAS +1.5,2025-08-30T16:42:13.902+00:00
BOS,PIT,-1.5,1.5,0.446,0.573,+124,-134,1,2025-08-30T16:10:00-04:00,BOS -1.5,2025-08-30T16:41:49.382+00:00
NYM,MIA,-1.5,1.5,0.435,0.589,+130,-143,0,2025-08-30T16:10:00-04:00,NYM -1.5,2025-08-30T16:42:13.902+00:00
CIN,STL,-1.5,1.5,0.396,0.622,+153,-165,1,2025-08-30T18:40:00-04:00,CIN -1.5,2025-08-30T16:41:35.52+00:00
NYY,CWS,-1.5,1.5,0.565,0.455,-130,+120,0,2025-08-30T19:10:00-04:00,CWS +1.5,2025-08-30T16:22:12.373+00:00
HOU,LAA,-1.5,1.5,0.435,0.595,+130,-147,1,2025-08-30T19:10:00-04:00,HOU -1.5,2025-08-30T16:32:22.017+00:00
SEA,CLE,-1.5,1.5,0.43,0.589,+133,-143,0,2025-08-30T19:15:00-04:00,CLE +1.5,2025-08-30T16:41:30.588+00:00
CHC,COL,-1.5,1.5,0.558,0.447,-126,+124,0,2025-08-30T20:10:00-04:00,COL +1.5,2025-08-30T16:43:06.273+00:00
LAD,ARI,-1.5,1.5,0.515,0.503,-106,-101,0,2025-08-30T21:10:00-04:00,LAD -1.5,2025-08-30T16:39:49.922+00:00
PHI,ATL,-1.5,1.5,0.388,0.634,+158,-173,1,2025-08-30T18:05:00-04:00,PHI -1.5,2025-08-30T16:31:23.03+00:00
DET,KAN,-1.5,1.5,0.421,0.612,+138,-158,0,2025-08-30T19:15:00-04:00,KAN +1.5,2025-08-30T16:22:15.505+00:00
BAL,SF,-1.5,1.5,0.414,0.606,+142,-154,0,2025-08-30T19:15:00-04:00,SF +1.5,2025-08-30T16:43:37.076+00:00
SD,MIN,-1.5,1.5,0.478,0.55,+109,-122,0,2025-08-30T19:10:00-04:00,MIN +1.5,2025-08-30T16:19:30.629+00:00
TOR,MIL,-1.5,1.5,0.391,0.626,+156,-167,1,2025-08-30T15:07:00-04:00,TOR -1.5,2025-08-30T16:38:42.397+00:00
TEX,OAK,-1.5,1.5,0.46,0.558,+117,-126,0,2025-08-30T22:05:00-04:00,OAK +1.5,2025-08-30T16:31:00.64+00:00
