fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
CLE,KAN,-1.5,1.5,0.353,0.679,+183,-212,1,2025-09-09T18:40:00-04:00,CLE -1.5,2025-09-09T16:47:29.078+00:00
NYY,DET,-1.5,1.5,0.431,0.6,+132,-150,0,2025-09-09T19:05:00-04:00,NYY -1.5,2025-09-09T16:34:05.032+00:00
LAD,COL,-1.5,1.5,0.587,0.435,-142,+130,0,2025-09-09T22:10:00-04:00,LAD -1.5,2025-09-09T16:47:45.493+00:00
SEA,STL,-1.5,1.5,0.493,0.538,+103,-116,1,2025-09-09T21:40:00-04:00,SEA -1.5,2025-09-09T16:41:31.972+00:00
SF,ARI,-1.5,1.5,0.383,0.628,+161,-169,0,2025-09-09T21:45:00-04:00,SF -1.5,2025-09-09T16:43:08.838+00:00
ATL,CHC,-1.5,1.5,0.335,0.689,+199,-222,1,2025-09-09T19:15:00-04:00,ATL -1.5,2025-09-09T16:44:02.348+00:00
BAL,PIT,-1.5,1.5,0.407,0.612,+146,-158,1,2025-09-09T18:35:00-04:00,BAL -1.5,2025-09-09T16:39:06.166+00:00
OAK,BOS,-1.5,1.5,0.364,0.666,+175,-199,1,2025-09-09T22:05:00-04:00,OAK -1.5,2025-09-09T16:35:27.974+00:00
MIN,LAA,-1.5,1.5,0.424,0.614,+136,-159,0,2025-09-09T21:38:00-04:00,LAA +1.5,2025-09-09T16:40:19.706+00:00
TOR,HOU,-1.5,1.5,0.422,0.608,+137,-155,1,2025-09-09T19:07:00-04:00,TOR -1.5,2025-09-09T16:36:25.567+00:00
MIA,WAS,-1.5,1.5,0.365,0.661,+174,-195,1,2025-09-09T18:40:00-04:00,MIA -1.5,2025-09-09T16:44:01.32+00:00
PHI,NYM,-1.5,1.5,0.381,0.645,+162,-182,1,2025-09-09T18:45:00-04:00,PHI -1.5,2025-09-09T16:45:41.472+00:00
TB,CWS,-1.5,1.5,0.447,0.574,+124,-135,0,2025-09-09T19:40:00-04:00,CWS +1.5,2025-09-09T16:44:01.32+00:00
SD,CIN,-1.5,1.5,0.459,0.564,+118,-129,0,2025-09-09T21:40:00-04:00,SD -1.5,2025-09-09T16:42:54.336+00:00
MIL,TEX,-1.5,1.5,0.398,0.628,+151,-169,0,2025-09-09T20:05:00-04:00,TEX +1.5,2025-09-09T16:47:04.085+00:00
