fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
MIA,SD,-1.5,1.5,0.389,0.63,+157,-170,1,2025-07-21T18:40:00-04:00,MIA -1.5,2025-07-21T16:33:11.552+00:00
TEX,OAK,-1.5,1.5,0.366,0.654,+173,-189,1,2025-07-21T20:05:00-04:00,TEX -1.5,2025-07-21T16:45:20.07+00:00
SEA,MIL,-1.5,1.5,0.34,0.671,+194,-204,1,2025-07-21T21:40:00-04:00,SEA -1.5,2025-07-21T16:50:33.787+00:00
STL,COL,-1.5,1.5,0.5,0.517,+100,-107,0,2025-07-21T20:40:00-04:00,COL +1.5,2025-07-21T16:40:42.563+00:00
PIT,DET,-1.5,1.5,0.355,0.669,+182,-202,1,2025-07-21T18:40:00-04:00,PIT -1.5,2025-07-21T16:41:22.228+00:00
CLE,BAL,-1.5,1.5,0.394,0.63,+154,-170,1,2025-07-21T18:40:00-04:00,CLE -1.5,2025-07-21T16:42:28.602+00:00
PHI,BOS,-1.5,1.5,0.51,0.507,-104,-103,1,2025-07-21T18:45:00-04:00,PHI -1.5,2025-07-21T16:39:40.913+00:00
CIN,WAS,-1.5,1.5,0.42,0.605,+138,-153,0,2025-07-21T18:45:00-04:00,WAS +1.5,2025-07-21T16:49:06.9+00:00
NYM,LAA,-1.5,1.5,0.468,0.561,+114,-128,0,2025-07-21T19:10:00-04:00,NYM -1.5,2025-07-21T16:43:25.957+00:00
NYY,TOR,-1.5,1.5,0.408,0.623,+145,-165,0,2025-07-21T19:07:00-04:00,TOR +1.5,2025-07-21T16:31:36.195+00:00
ATL,SF,-1.5,1.5,0.386,0.643,+159,-180,1,2025-07-21T19:15:00-04:00,ATL -1.5,2025-07-21T16:53:35.869+00:00
ARI,HOU,-1.5,1.5,0.4,0.621,+150,-164,1,2025-07-21T21:40:00-04:00,ARI -1.5,2025-07-21T16:53:26.907+00:00
TB,CWS,-1.5,1.5,0.517,0.515,-107,-106,0,2025-07-21T19:35:00-04:00,TB -1.5,2025-07-21T16:41:00.775+00:00
LAD,MIN,-1.5,1.5,0.455,0.573,+120,-134,0,2025-07-21T22:10:00-04:00,LAD -1.5,2025-07-21T16:51:06.162+00:00
CHC,KAN,-1.5,1.5,0.4,0.635,+150,-174,0,2025-07-21T20:05:00-04:00,CHC -1.5,2025-07-21T16:45:35.726+00:00
