fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
TEX,MIA,-1.5,1.5,0.358,0.674,+179,-207,1,2025-09-21T14:35:00-04:00,TEX -1.5,2025-09-21T16:27:45.661+00:00
PIT,OAK,-1.5,1.5,0.36,0.667,+178,-200,1,2025-09-21T13:35:00-04:00,PIT -1.5,2025-09-21T16:33:45.429+00:00
CIN,CHC,-1.5,1.5,0.362,0.657,+176,-192,1,2025-09-21T13:40:00-04:00,CIN -1.5,2025-09-21T16:40:33.659+00:00
MIL,STL,-1.5,1.5,0.43,0.589,+133,-143,0,2025-09-21T14:15:00-04:00,STL +1.5,2025-09-21T16:43:23.553+00:00
LAA,COL,-1.5,1.5,0.402,0.613,+149,-158,0,2025-09-21T15:10:00-04:00,COL +1.5,2025-09-21T16:29:40.328+00:00
PHI,ARI,-1.5,1.5,0.445,0.591,+125,-144,0,2025-09-21T16:10:00-04:00,ARI +1.5,2025-09-21T16:41:17.096+00:00
CLE,MIN,-1.5,1.5,0.439,0.571,+128,-133,0,2025-09-21T14:10:00-04:00,MIN +1.5,2025-09-21T16:43:25.739+00:00
SEA,HOU,-1.5,1.5,0.445,0.586,+125,-142,0,2025-09-21T19:10:00-04:00,HOU +1.5,2025-09-21T16:26:08.21+00:00
SD,CWS,-1.5,1.5,0.488,0.528,+105,-112,0,2025-09-21T14:10:00-04:00,CWS +1.5,2025-09-21T16:42:27.309+00:00
TOR,KAN,-1.5,1.5,0.424,0.602,+136,-151,0,2025-09-21T14:10:00-04:00,KAN +1.5,2025-09-21T16:42:36.401+00:00
NYY,BAL,-1.5,1.5,0.422,0.583,+137,-140,0,2025-09-21T13:35:00-04:00,BAL +1.5,2025-09-21T16:42:56.207+00:00
DET,ATL,-1.5,1.5,0.36,0.659,+178,-193,1,2025-09-21T13:10:00-04:00,DET -1.5,2025-09-21T16:41:00.464+00:00
NYM,WAS,-1.5,1.5,0.561,0.453,-128,+121,0,2025-09-21T13:40:00-04:00,NYM -1.5,2025-09-21T16:41:54.419+00:00
BOS,TB,-1.5,1.5,0.426,0.608,+135,-155,0,2025-09-21T19:35:00-04:00,TB +1.5,2025-09-21T16:41:11.728+00:00
LAD,SF,-1.5,1.5,0.508,0.515,-103,-106,0,2025-09-21T16:10:00-04:00,LAD -1.5,2025-09-21T16:40:51.182+00:00
