fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
TEX,CLE,-1.5,1.5,0.37,0.665,+170,-199,1,2025-08-23T19:05:00-04:00,TEX -1.5,2025-08-23T16:34:49.94+00:00
NYM,ATL,-1.5,1.5,0.428,0.599,+134,-149,0,2025-08-23T19:15:00-04:00,ATL +1.5,2025-08-23T16:40:43.076+00:00
PHI,WAS,-1.5,1.5,0.554,0.461,-124,+117,1,2025-08-23T18:05:00-04:00,PHI -1.5,2025-08-23T16:35:23.214+00:00
DET,KAN,-1.5,1.5,0.36,0.657,+178,-192,1,2025-08-23T18:10:00-04:00,DET -1.5,2025-08-23T16:34:27.765+00:00
BAL,HOU,-1.5,1.5,0.362,0.662,+176,-196,1,2025-08-23T19:05:00-04:00,BAL -1.5,2025-08-23T16:40:43.076+00:00
MIL,SF,-1.5,1.5,0.376,0.636,+166,-175,1,2025-08-23T19:10:00-04:00,MIL -1.5,2025-08-23T16:37:51.158+00:00
CIN,ARI,-1.5,1.5,0.418,0.61,+139,-156,0,2025-08-23T20:10:00-04:00,ARI +1.5,2025-08-23T16:34:49.94+00:00
CHC,LAA,-1.5,1.5,0.472,0.538,+112,-116,0,2025-08-23T21:38:00-04:00,LAA +1.5,2025-08-23T16:36:38.596+00:00
SEA,OAK,-1.5,1.5,0.428,0.578,+134,-137,1,2025-08-23T21:40:00-04:00,SEA -1.5,2025-08-23T16:41:21.571+00:00
PIT,COL,-1.5,1.5,0.449,0.564,+123,-129,1,2025-08-23T18:40:00-04:00,PIT -1.5,2025-08-23T16:34:49.94+00:00
TOR,MIA,-1.5,1.5,0.445,0.577,+125,-136,0,2025-08-23T16:10:00-04:00,MIA +1.5,2025-08-23T16:37:14.065+00:00
LAD,SD,-1.5,1.5,0.437,0.59,+129,-144,0,2025-08-23T20:40:00-04:00,SD +1.5,2025-08-23T16:42:58.472+00:00
CWS,MIN,-1.5,1.5,0.336,0.682,+198,-214,0,2025-08-23T19:10:00-04:00,CWS -1.5,2025-08-23T16:36:08.259+00:00
BOS,NYY,-1.5,1.5,0.407,0.608,+146,-155,0,2025-08-23T13:05:00-04:00,NYY +1.5,2025-08-23T16:40:35.162+00:00
