fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
CIN,PIT,-0.5,0.5,0.424,0.617,+136,-161,0,2025-08-10T13:35:00-04:00,PIT +0.5 1H,2025-08-10T16:40:01.144+00:00
PIT,CIN,-1.5,1.5,0.333,0.681,+200,-213,1,2025-08-10T13:35:00-04:00,PIT -1.5,2025-08-10T16:48:12.617+00:00
CLE,CWS,-1.5,1.5,0.433,0.587,+131,-142,0,2025-08-10T14:10:00-04:00,CWS +1.5,2025-08-10T16:46:36.866+00:00
CLE,CWS,-0.5,0.5,0.466,0.577,+115,-136,0,2025-08-10T14:10:00-04:00,CWS +0.5 1H,2025-08-10T16:34:50.156+00:00
SF,WAS,-0.5,0.5,0.484,0.568,+107,-131,0,2025-08-10T16:05:00-04:00,SF -0.5 1H,2025-08-10T16:21:20.771+00:00
SF,WAS,-1.5,1.5,0.415,0.603,+141,-152,0,2025-08-10T16:05:00-04:00,SF -1.5,2025-08-10T16:45:53.402+00:00
ARI,COL,-1.5,1.5,0.687,,-219,N/A,1,2025-08-10T16:10:00-04:00,ARI -1.5 1H,2025-08-10T16:20:02.77+00:00
MIL,NYM,-1.5,1.5,0.356,0.672,+181,-205,1,2025-08-10T14:10:00-04:00,MIL -1.5,2025-08-10T16:49:09.994+00:00
MIL,NYM,-0.5,0.5,0.456,0.587,+119,-142,1,2025-08-10T14:10:00-04:00,MIL -0.5 1H,2025-08-10T16:48:40.94+00:00
PHI,TEX,-0.5,0.5,0.548,0.497,-121,+101,0,2025-08-10T14:35:00-04:00,TEX +0.5 1H,2025-08-10T16:47:10.871+00:00
PHI,TEX,-1.5,1.5,0.481,0.547,+108,-121,0,2025-08-10T14:35:00-04:00,TEX +1.5,2025-08-10T16:48:31.156+00:00
CHC,STL,-0.5,0.5,0.479,0.582,+109,-139,0,2025-08-10T19:10:00-04:00,STL +0.5 1H,2025-08-10T16:27:39.792+00:00
CHC,STL,-1.5,1.5,0.4,0.62,+150,-163,0,2025-08-10T19:10:00-04:00,STL +1.5,2025-08-10T16:44:44.231+00:00
LAD,TOR,-1.5,1.5,0.452,0.574,+121,-135,0,2025-08-10T16:10:00-04:00,LAD -1.5,2025-08-10T16:48:22.278+00:00
LAD,TOR,-0.5,0.5,0.554,0.498,-124,+101,0,2025-08-10T16:10:00-04:00,LAD -0.5 1H,2025-08-10T16:26:20.741+00:00
SD,BOS,-1.5,1.5,0.383,0.638,+161,-176,0,2025-08-10T16:10:00-04:00,SD -1.5,2025-08-10T16:46:56.509+00:00
SD,BOS,-0.5,0.5,0.496,0.554,+102,-124,0,2025-08-10T16:10:00-04:00,SD -0.5 1H,2025-08-10T16:26:21.746+00:00
SEA,TB,-1.5,1.5,0.463,0.569,+116,-132,1,2025-08-10T16:10:00-04:00,SEA -1.5,2025-08-10T16:48:15.759+00:00
SEA,TB,-0.5,0.5,0.597,0.457,-148,+119,1,2025-08-10T16:10:00-04:00,SEA -0.5 1H,2025-08-10T16:26:20.741+00:00
KAN,MIN,-1.5,1.5,0.395,0.621,+153,-164,0,2025-08-10T13:05:00-04:00,MIN +1.5,2025-08-10T16:41:44.599+00:00
KAN,MIN,-0.5,0.5,0.448,0.59,+123,-144,0,2025-08-10T13:05:00-04:00,MIN +0.5 1H,2025-08-10T16:47:14.012+00:00
NYY,HOU,-1.5,1.5,0.515,0.514,-106,-106,0,2025-08-10T13:35:00-04:00,NYY -1.5,2025-08-10T16:45:50.985+00:00
BAL,OAK,-1.5,1.5,0.362,0.655,+176,-190,1,2025-08-10T13:35:00-04:00,BAL -1.5,2025-08-10T16:46:09.108+00:00
BAL,OAK,-0.5,0.5,0.461,0.579,+117,-138,1,2025-08-10T13:35:00-04:00,BAL -0.5 1H,2025-08-10T16:44:38.816+00:00
DET,LAA,-1.5,1.5,0.481,0.545,+108,-120,1,2025-08-10T13:40:00-04:00,DET -1.5,2025-08-10T16:47:09.862+00:00
ATL,MIA,-0.5,0.5,0.488,0.555,+105,-125,1,2025-08-10T13:35:00-04:00,ATL -0.5 1H,2025-08-10T16:19:59.429+00:00
ATL,MIA,-1.5,1.5,0.375,0.635,+167,-174,1,2025-08-10T13:35:00-04:00,ATL -1.5,2025-08-10T16:48:05.155+00:00
