fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
BOS,MIA,-1.5,1.5,0.433,0.59,+131,-144,1,2025-08-15T19:10:00-04:00,BOS -1.5,2025-08-15T19:02:44.563+00:00
HOU,BAL,-1.5,1.5,0.493,0.524,+103,-110,1,2025-08-15T20:10:00-04:00,HOU -1.5,2025-08-15T19:08:13.905+00:00
LAD,SD,-1.5,1.5,0.443,0.573,+126,-134,0,2025-08-15T22:10:00-04:00,LAD -1.5,2025-08-15T18:52:42.961+00:00
DET,MIN,-1.5,1.5,0.428,0.583,+134,-140,0,2025-08-15T20:10:00-04:00,MIN +1.5,2025-08-15T18:58:41.542+00:00
CLE,ATL,-1.5,1.5,0.355,0.666,+182,-199,1,2025-08-15T19:10:00-04:00,CLE -1.5,2025-08-15T19:02:43.543+00:00
MIL,CIN,-1.5,1.5,0.457,0.568,+119,-131,0,2025-08-15T18:40:00-04:00,CIN +1.5,2025-08-15T19:06:47.88+00:00
ARI,COL,-1.5,1.5,0.559,0.453,-127,+121,0,2025-08-15T20:40:00-04:00,COL +1.5,2025-08-15T19:05:31.254+00:00
KAN,CWS,-1.5,1.5,0.451,0.565,+122,-130,1,2025-08-15T20:10:00-04:00,KAN -1.5,2025-08-15T19:03:45.147+00:00
SF,TB,-1.5,1.5,0.375,0.643,+167,-180,0,2025-08-15T22:15:00-04:00,SF -1.5,2025-08-15T18:48:39.57+00:00
NYY,STL,-1.5,1.5,0.445,0.585,+125,-141,0,2025-08-15T20:15:00-04:00,STL +1.5,2025-08-15T19:06:44.728+00:00
OAK,LAA,-1.5,1.5,0.344,0.683,+191,-215,1,2025-08-15T22:05:00-04:00,OAK -1.5,2025-08-15T18:47:03.081+00:00
PHI,WAS,-1.5,1.5,0.51,0.498,-104,+101,0,2025-08-15T18:45:00-04:00,WAS +1.5,2025-08-15T19:08:38.428+00:00
NYM,SEA,-1.5,1.5,0.35,0.666,+186,-199,0,2025-08-15T19:10:00-04:00,NYM -1.5,2025-08-15T19:05:21.145+00:00
TEX,TOR,-1.5,1.5,0.383,0.644,+161,-181,0,2025-08-15T19:07:00-04:00,TOR +1.5,2025-08-15T19:05:03.425+00:00
