fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
SEA,TEX,-1.5,1.5,0.413,0.606,+142,-154,0,2025-06-28T16:05:00-04:00,TEX +1.5,2025-06-28T16:47:51.638+00:00
NYM,PIT,-1.5,1.5,0.448,0.562,+123,-128,0,2025-06-28T16:05:00-04:00,PIT +1.5,2025-06-28T16:47:46.636+00:00
MIL,COL,-1.5,1.5,0.554,0.466,-124,+115,1,2025-06-28T16:10:00-04:00,MIL -1.5,2025-06-28T16:46:43.086+00:00
LAD,KAN,-1.5,1.5,0.488,0.522,+105,-109,0,2025-06-28T16:10:00-04:00,KAN +1.5,2025-06-28T16:44:22.366+00:00
ARI,MIA,-1.5,1.5,0.417,0.598,+140,-149,1,2025-06-28T16:10:00-04:00,ARI -1.5,2025-06-28T16:38:51.289+00:00
HOU,CHC,-1.5,1.5,0.358,0.667,+179,-200,1,2025-06-28T19:15:00-04:00,HOU -1.5,2025-06-28T16:41:27.563+00:00
LAA,WAS,-1.5,1.5,0.373,0.66,+168,-194,0,2025-06-28T21:38:00-04:00,LAA -1.5,2025-06-28T16:29:26.171+00:00
NYY,OAK,-1.5,1.5,0.588,0.431,-143,+132,0,2025-06-28T13:05:00-04:00,NYY -1.5,2025-06-28T16:47:32.293+00:00
SF,CWS,-1.5,1.5,0.491,0.527,+104,-111,0,2025-06-28T16:10:00-04:00,CWS +1.5,2025-06-28T16:46:32.842+00:00
CIN,SD,-1.5,1.5,0.424,0.597,+136,-148,1,2025-06-28T16:10:00-04:00,CIN -1.5,2025-06-28T16:47:28.118+00:00
BAL,TB,-1.5,1.5,0.362,0.649,+176,-185,1,2025-06-28T16:05:00-04:00,BAL -1.5,2025-06-28T16:46:27.382+00:00
DET,MIN,-1.5,1.5,0.43,0.599,+133,-149,1,2025-06-28T13:10:00-04:00,DET -1.5,2025-06-28T16:46:45.936+00:00
TOR,BOS,-1.5,1.5,0.422,0.598,+137,-149,0,2025-06-28T16:10:00-04:00,BOS +1.5,2025-06-28T16:46:41.676+00:00
CLE,STL,-1.5,1.5,0.365,0.662,+174,-196,1,2025-06-28T16:10:00-04:00,CLE -1.5,2025-06-28T16:43:41.602+00:00
ATL,PHI,-1.5,1.5,0.417,0.614,+140,-159,1,2025-06-28T19:15:00-04:00,ATL -1.5,2025-06-28T16:47:22.624+00:00
