fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
NYM,LAA,-1.5,1.5,0.453,0.569,+121,-132,0,2025-07-23T13:10:00-04:00,NYM -1.5,2025-07-23T16:51:51.52+00:00
CHC,KAN,-1.5,1.5,0.452,0.559,+121,-127,0,2025-07-23T14:20:00-04:00,CHC -1.5,2025-07-23T16:50:50.281+00:00
LAD,MIN,-1.5,1.5,0.503,0.512,-101,-105,0,2025-07-23T16:10:00-04:00,LAD -1.5,2025-07-23T16:51:36.123+00:00
STL,COL,-1.5,1.5,0.541,0.472,-118,+112,0,2025-07-23T15:10:00-04:00,COL +1.5,2025-07-23T16:51:23.683+00:00
SEA,MIL,-1.5,1.5,0.36,0.661,+178,-195,1,2025-07-23T15:40:00-04:00,SEA -1.5,2025-07-23T16:54:19.618+00:00
ARI,HOU,-1.5,1.5,0.358,0.653,+179,-188,1,2025-07-23T15:40:00-04:00,ARI -1.5,2025-07-23T16:53:47.798+00:00
TB,CWS,-1.5,1.5,0.495,0.533,+102,-114,0,2025-07-23T19:35:00-04:00,TB -1.5,2025-07-23T16:40:21.483+00:00
CLE,BAL,-1.5,1.5,0.378,0.655,+165,-190,1,2025-07-23T18:40:00-04:00,CLE -1.5,2025-07-23T16:51:23.683+00:00
PHI,BOS,-1.5,1.5,0.398,0.623,+151,-165,1,2025-07-23T19:05:00-04:00,PHI -1.5,2025-07-23T16:54:19.618+00:00
NYY,TOR,-1.5,1.5,0.448,0.563,+123,-129,0,2025-07-23T19:07:00-04:00,TOR +1.5,2025-07-23T16:53:34.328+00:00
TEX,OAK,-1.5,1.5,0.396,0.642,+153,-179,1,2025-07-23T20:05:00-04:00,TEX -1.5,2025-07-23T16:41:22.662+00:00
