fav_team,dog_team,fav_line,dog_line,fav_price,dog_price,fav_price_american,dog_price_american,home_favorite,game_time_est,market,market_timestamp
PIT,STL,-1.5,1.5,0.413,0.599,+142,-149,1,2025-07-01T18:40:00-04:00,PIT -1.5,2025-07-01T16:39:43.032+00:00
LAD,CWS,-1.5,1.5,0.611,0.415,-157,+141,0,2025-07-01T22:10:00-04:00,LAD -1.5,2025-07-01T16:47:33.353+00:00
PHI,SD,-1.5,1.5,0.438,0.599,+128,-149,1,2025-07-01T18:35:00-04:00,PHI -1.5,2025-07-01T16:39:09.113+00:00
NYM,MIL,-1.5,1.5,0.379,0.63,+164,-170,0,2025-07-01T19:10:00-04:00,NYM -1.5,2025-07-01T16:51:02.306+00:00
ARI,SF,-1.5,1.5,0.394,0.638,+154,-176,1,2025-07-01T21:40:00-04:00,ARI -1.5,2025-07-01T16:44:31.364+00:00
SEA,KAN,-1.5,1.5,0.396,0.635,+153,-174,1,2025-07-01T21:40:00-04:00,SEA -1.5,2025-07-01T16:44:32.422+00:00
TEX,BAL,-1.5,1.5,0.442,0.568,+126,-131,1,2025-07-01T20:05:00-04:00,TEX -1.5,2025-07-01T16:42:18.277+00:00
NYY,TOR,-1.5,1.5,0.476,0.541,+110,-118,0,2025-07-01T15:07:00-04:00,TOR +1.5,2025-07-01T16:50:51.136+00:00
DET,WAS,-1.5,1.5,0.481,0.556,+108,-125,0,2025-07-01T18:45:00-04:00,WAS +1.5,2025-07-01T16:50:13.849+00:00
HOU,COL,-1.5,1.5,0.497,0.522,+101,-109,0,2025-07-01T20:40:00-04:00,COL +1.5,2025-07-01T16:35:34.153+00:00
TB,OAK,-1.5,1.5,0.426,0.592,+135,-145,0,2025-07-01T19:05:00-04:00,TB -1.5,2025-07-01T16:35:11.252+00:00
CHC,CLE,-1.5,1.5,0.458,0.571,+118,-133,0,2025-07-01T20:05:00-04:00,CHC -1.5,2025-07-01T16:42:53.247+00:00
MIN,MIA,-1.5,1.5,0.469,0.563,+113,-129,0,2025-07-01T18:40:00-04:00,MIA +1.5,2025-07-01T16:49:13.827+00:00
BOS,CIN,-1.5,1.5,0.372,0.66,+169,-194,1,2025-07-01T19:10:00-04:00,BOS -1.5,2025-07-01T16:37:04.883+00:00
ATL,LAA,-1.5,1.5,0.494,0.524,+102,-110,1,2025-07-01T19:15:00-04:00,ATL -1.5,2025-07-01T16:49:22.416+00:00
