game_pk,date,home_starter_id,away_starter_id,home_starter_full_name,away_starter_full_name,home_starter_team_id,away_starter_team_id,home_starter_team_abbreviation,away_starter_team_abbreviation,home_starter_season,away_starter_season,home_starter_postseason,away_starter_postseason,home_starter_season_type,away_starter_season_type,home_starter_pitching_gp,away_starter_pitching_gp,home_starter_pitching_gs,away_starter_pitching_gs,home_starter_pitching_qs,away_starter_pitching_qs,home_starter_pitching_w,away_starter_pitching_w,home_starter_pitching_l,away_starter_pitching_l,home_starter_pitching_era,away_starter_pitching_era,home_starter_pitching_sv,away_starter_pitching_sv,home_starter_pitching_hld,away_starter_pitching_hld,home_starter_pitching_ip,away_starter_pitching_ip,home_starter_pitching_h,away_starter_pitching_h,home_starter_pitching_er,away_starter_pitching_er,home_starter_pitching_hr,away_starter_pitching_hr,home_starter_pitching_bb,away_starter_pitching_bb,home_starter_pitching_whip,away_starter_pitching_whip,home_starter_pitching_k,away_starter_pitching_k,home_starter_pitching_k_per_9,away_starter_pitching_k_per_9,home_starter_pitching_war,away_starter_pitching_war
634461,2021-04-26,669203,669432,Corbin Burnes,Trevor Rogers,158,146,MIL,MIA,2021,2021,0,0,regular,regular,4,4,4,4,4,2,2,2,2,2,0.37,1.64,0,0,0,0,24.3,22.0,8,12,1,4,1,1,0,10,0.33,1.0,40,31,14.79,12.68,,
634451,2021-04-26,605513,641745,Spencer Turnbull,Brad Keller,116,118,DET,KC,2021,2021,0,0,regular,regular,1,4,1,4,0,0,1,1,0,0,1.8,12.0,0,0,0,0,5.0,12.0,2,22,1,16,0,2,2,9,0.8,2.58,6,9,10.8,6.75,,
634433,2021-04-26,518774,665620,Matt Harvey,Deivi García,110,147,BAL,NYY,2021,2021,0,0,regular,regular,4,0,4,0,0,0,1,0,2,0,5.12,0.0,0,0,0,0,19.3,0.0,24,0,11,0,2,0,3,0,1.4,0.0,16,0,7.45,0.0,,
634402,2021-04-26,450203,605200,Charlie Morton,Zach Davies,144,112,ATL,CHC,2021,2021,0,0,regular,regular,4,4,4,4,2,0,1,1,3,1,3.91,8.8,0,0,0,0,23.0,15.3,20,21,10,15,2,2,7,11,1.17,2.09,27,10,10.57,5.87,,
634394,2021-04-26,668676,621244,Zach Plesac,José Berríos,114,142,CLE,MIN,2021,2021,0,0,regular,regular,4,4,4,4,2,1,1,2,2,2,6.75,3.0,0,0,0,0,18.7,21.0,23,13,14,7,3,1,2,7,1.34,0.95,14,30,6.75,12.86,,
634382,2021-04-26,664353,656954,José Urquidy,Justus Sheffield,117,136,HOU,SEA,2021,2021,0,0,regular,regular,4,3,4,3,0,1,0,2,3,1,5.14,4.86,0,0,0,0,21.0,16.7,22,15,12,9,2,3,7,7,1.38,1.32,20,16,8.57,8.64,,
634377,2021-04-26,543475,660271,Jordan Lyles,Shohei Ohtani,140,108,TEX,LAA,2021,2021,0,0,regular,regular,4,2,4,2,1,0,2,0,2,0,4.64,1.04,0,0,0,0,21.3,8.7,21,3,11,1,5,0,3,11,1.13,1.62,18,14,7.59,14.54,,
634374,2021-04-26,543101,596295,Anthony DeSclafani,Austin Gomber,137,115,SF,COL,2021,2021,0,0,regular,regular,4,4,4,4,2,3,2,1,2,2,2.14,3.38,0,0,0,0,21.0,21.3,19,10,5,8,2,2,6,15,1.19,1.17,21,20,9.0,8.44,,
634363,2021-04-26,628711,641816,Julio Urías,Tyler Mahle,119,113,LAD,CIN,2021,2021,0,0,regular,regular,4,4,4,4,2,1,4,1,0,2,2.81,1.74,0,0,0,0,25.7,20.7,20,9,8,4,3,2,4,9,0.94,0.87,26,31,9.12,13.5,,
634345,2021-04-26,425794,554430,Adam Wainwright,Zack Wheeler,138,143,STL,PHI,2021,2021,0,0,regular,regular,4,4,4,4,1,2,1,1,2,3,5.03,3.8,0,0,0,0,19.7,23.7,24,23,11,10,3,4,6,8,1.53,1.31,24,26,10.98,9.89,,
634343,2021-04-26,448179,640455,Rich Hill,Sean Manaea,139,133,TB,OAK,2021,2021,0,0,regular,regular,4,4,4,4,0,3,1,3,2,1,8.82,3.04,0,0,0,0,16.3,23.7,20,23,16,8,4,3,5,5,1.53,1.18,14,22,7.71,8.37,,
