game_pk,date,home_bullpen_ip,home_bullpen_hits,home_bullpen_earned_runs,home_bullpen_walks,home_bullpen_strikeouts,home_bullpen_homeruns,home_bullpen_era,home_bullpen_whip,home_bullpen_k_per_9,home_bullpen_k_bb_ratio,home_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_ip,away_bullpen_hits,away_bullpen_earned_runs,away_bullpen_walks,away_bullpen_strikeouts,away_bullpen_homeruns,away_bullpen_era,away_bullpen_whip,away_bullpen_k_per_9,away_bullpen_k_bb_ratio,away_bullpen_hr_per_9,away_bullpen_bb_per_9
776986,2025-07-27,3.0,2,0,2,4,0,0.0,1.33,12.0,2.0,0.0,6.0,3.6667,1,0,1,3,0,0.0,0.55,7.36,3.0,0.0,2.45
776983,2025-07-27,4.3333,3,0,4,2,0,0.0,1.62,4.15,0.5,0.0,8.31,3.0,1,0,1,2,0,0.0,0.67,6.0,2.0,0.0,3.0
776984,2025-07-27,3.0,2,0,0,4,0,0.0,0.67,12.0,0.0,0.0,0.0,2.0,4,2,1,0,0,9.0,2.5,0.0,0.0,0.0,4.5
776988,2025-07-27,3.6667,1,0,0,4,0,0.0,0.27,9.82,0.0,0.0,0.0,2.3333,1,0,1,1,0,0.0,0.86,3.86,1.0,0.0,3.86
776982,2025-07-27,1.6667,0,0,0,2,0,0.0,0.0,10.8,0.0,0.0,0.0,3.0,0,0,0,3,0,0.0,0.0,9.0,0.0,0.0,0.0
776987,2025-07-27,3.0,5,4,4,2,0,12.0,3.0,6.0,0.5,0.0,12.0,1.0,7,6,1,2,0,54.0,8.0,18.0,2.0,0.0,9.0
776975,2025-07-27,4.0,4,1,0,3,1,2.25,1.0,6.75,0.0,2.25,0.0,4.0,1,1,3,4,1,2.25,1.0,9.0,1.33,2.25,6.75
776976,2025-07-27,4.0,5,3,0,3,0,6.75,1.25,6.75,0.0,0.0,0.0,3.0,4,1,1,1,0,3.0,1.67,3.0,1.0,0.0,3.0
776979,2025-07-27,7.0,8,6,4,5,0,7.71,1.71,6.43,1.25,0.0,5.14,2.0,2,0,0,1,0,0.0,1.0,4.5,0.0,0.0,0.0
776989,2025-07-27,8.0,5,2,5,11,0,2.25,1.25,12.38,2.2,0.0,5.62,4.0,5,3,0,4,1,6.75,1.25,9.0,0.0,2.25,0.0
776978,2025-07-27,3.0,2,0,2,2,0,0.0,1.33,6.0,1.0,0.0,6.0,3.3333,7,2,2,3,0,5.4,2.7,8.1,1.5,0.0,5.4
776980,2025-07-27,4.3333,7,2,1,4,1,4.15,1.85,8.31,4.0,2.08,2.08,3.0,2,0,1,3,0,0.0,1.0,9.0,3.0,0.0,3.0
776981,2025-07-27,3.0,2,0,1,4,0,0.0,1.0,12.0,4.0,0.0,3.0,5.3333,4,0,1,6,0,0.0,0.94,10.13,6.0,0.0,1.69
776977,2025-07-27,3.0,0,0,1,4,0,0.0,0.33,12.0,4.0,0.0,3.0,3.0,1,0,1,2,0,0.0,0.67,6.0,2.0,0.0,3.0
776974,2025-07-27,8.0,12,5,3,7,2,5.62,1.88,7.88,2.33,2.25,3.38,4.0,2,0,2,6,0,0.0,1.0,13.5,3.0,0.0,4.5
