game_pk,date,home_bullpen_ip,home_bullpen_hits,home_bullpen_earned_runs,home_bullpen_walks,home_bullpen_strikeouts,home_bullpen_homeruns,home_bullpen_era,home_bullpen_whip,home_bullpen_k_per_9,home_bullpen_k_bb_ratio,home_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_ip,away_bullpen_hits,away_bullpen_earned_runs,away_bullpen_walks,away_bullpen_strikeouts,away_bullpen_homeruns,away_bullpen_era,away_bullpen_whip,away_bullpen_k_per_9,away_bullpen_k_bb_ratio,away_bullpen_hr_per_9,away_bullpen_bb_per_9
778506,2025-03-31,3.0,2,0,1,4,0,0.0,1.0,12.0,4.0,0.0,3.0,4.6667,2,0,1,3,0,0.0,0.64,5.79,3.0,0.0,1.93
778504,2025-03-31,5.0,8,7,4,4,1,12.6,2.4,7.2,1.0,1.8,7.2,3.0,3,1,1,3,0,3.0,1.33,9.0,3.0,0.0,3.0
778512,2025-03-31,4.6667,3,2,2,5,0,3.86,1.07,9.64,2.5,0.0,3.86,4.0,7,4,1,3,0,9.0,2.0,6.75,3.0,0.0,2.25
778502,2025-03-31,3.6667,2,0,2,6,0,0.0,1.09,14.73,3.0,0.0,4.91,2.0,7,6,1,1,3,27.0,4.0,4.5,1.0,13.5,4.5
778511,2025-03-31,2.0,4,3,2,1,1,13.5,3.0,4.5,0.5,4.5,9.0,5.0,7,4,2,5,1,7.2,1.8,9.0,2.5,1.8,3.6
778509,2025-03-31,5.0,3,4,2,2,2,7.2,1.0,3.6,1.0,3.6,3.6,3.0,4,2,1,3,0,6.0,1.67,9.0,3.0,0.0,3.0
778508,2025-03-31,4.0,2,1,0,6,0,2.25,0.5,13.5,0.0,0.0,0.0,4.3333,3,2,3,6,0,4.15,1.38,12.46,2.0,0.0,6.23
778507,2025-03-31,3.0,3,0,0,5,0,0.0,1.0,15.0,0.0,0.0,0.0,3.0,5,1,2,0,0,3.0,2.33,0.0,0.0,0.0,6.0
778503,2025-03-31,4.6667,2,2,3,7,0,3.86,1.07,13.5,2.33,0.0,5.79,5.0,5,0,3,5,0,0.0,1.6,9.0,1.67,0.0,5.4
778505,2025-03-31,4.0,6,4,2,4,1,9.0,2.0,9.0,2.0,2.25,4.5,3.0,2,2,1,4,0,6.0,1.0,12.0,4.0,0.0,3.0
778499,2025-03-31,4.0,3,0,0,4,0,0.0,0.75,9.0,0.0,0.0,0.0,3.3333,3,0,1,2,0,0.0,1.2,5.4,2.0,0.0,2.7
778496,2025-03-31,8.3333,11,3,3,5,0,3.24,1.68,5.4,1.67,0.0,3.24,5.0,5,3,2,6,1,5.4,1.4,10.8,3.0,1.8,3.6
778501,2025-03-31,5.0,12,10,6,5,1,18.0,3.6,9.0,0.83,1.8,10.8,4.0,4,0,0,1,0,0.0,1.0,2.25,0.0,0.0,0.0
778500,2025-03-31,4.0,2,1,1,6,1,2.25,0.75,13.5,6.0,2.25,2.25,4.0,5,2,2,4,1,4.5,1.75,9.0,2.0,2.25,4.5
