game_pk,date,home_bullpen_ip,away_bullpen_ip,home_bullpen_hits,away_bullpen_hits,home_bullpen_earned_runs,away_bullpen_earned_runs,home_bullpen_walks,away_bullpen_walks,home_bullpen_strikeouts,away_bullpen_strikeouts,home_bullpen_homeruns,away_bullpen_homeruns,home_bullpen_era,away_bullpen_era,home_bullpen_whip,away_bullpen_whip,home_bullpen_k_per_9,away_bullpen_k_per_9,home_bullpen_k_bb_ratio,away_bullpen_k_bb_ratio,home_bullpen_hr_per_9,away_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_bb_per_9
778074,2025-05-03,5.0,2.0,4,2,2,0,3,0,6,1,0,0,3.6,0.0,1.4,1.0,10.8,4.5,2.0,0.0,0.0,0.0,5.4,0.0
778066,2025-05-03,4.0,3.0,5,2,5,0,2,1,4,4,1,0,11.25,0.0,1.75,1.0,9.0,12.0,2.0,4.0,2.25,0.0,4.5,3.0
778064,2025-05-03,3.0,5.0,3,1,5,1,2,0,7,3,2,0,15.0,1.8,1.67,0.2,21.0,5.4,3.5,0.0,6.0,0.0,6.0,0.0
778065,2025-05-03,2.0,4.0,1,0,1,0,0,3,3,0,0,0,4.5,0.0,0.5,0.75,13.5,0.0,0.0,0.0,0.0,0.0,0.0,6.75
778069,2025-05-03,4.0,2.9,2,3,0,3,1,4,2,3,0,1,0.0,9.31,0.75,2.41,4.5,9.31,2.0,0.75,0.0,3.1,2.25,12.41
778073,2025-05-03,3.8,3.0,3,5,0,2,0,1,2,3,0,0,0.0,6.0,0.79,2.0,4.74,9.0,0.0,3.0,0.0,0.0,0.0,3.0
778075,2025-05-03,4.0,3.2,1,2,1,5,2,4,7,5,0,1,2.25,14.06,0.75,1.88,15.75,14.06,3.5,1.25,0.0,2.81,4.5,11.25
778078,2025-05-03,3.0,3.8,3,2,2,0,0,1,5,0,1,0,6.0,0.0,1.0,0.79,15.0,0.0,0.0,0.0,3.0,0.0,0.0,2.37
778077,2025-05-03,3.9,3.9,5,3,4,1,3,2,4,6,0,0,9.23,2.31,2.05,1.28,9.23,13.85,1.33,3.0,0.0,0.0,6.92,4.62
778070,2025-05-03,3.8,3.0,5,1,1,0,0,2,1,2,0,0,2.37,0.0,1.32,1.0,2.37,6.0,0.0,1.0,0.0,0.0,0.0,6.0
778071,2025-05-03,4.0,3.0,1,1,0,0,2,0,5,2,0,0,0.0,0.0,0.75,0.33,11.25,6.0,2.5,0.0,0.0,0.0,4.5,0.0
778072,2025-05-03,3.0,4.0,4,2,2,0,1,1,2,4,2,0,6.0,0.0,1.67,0.75,6.0,9.0,2.0,4.0,6.0,0.0,3.0,2.25
778076,2025-05-03,5.8,4.0,4,4,3,0,3,1,8,5,1,0,4.66,0.0,1.21,1.25,12.41,11.25,2.67,5.0,1.55,0.0,4.66,2.25
778067,2025-05-03,1.8,2.8,2,2,1,0,0,0,0,2,0,0,5.0,0.0,1.11,0.71,0.0,6.43,0.0,0.0,0.0,0.0,0.0,0.0
