game_pk,date,home_bullpen_ip,away_bullpen_ip,home_bullpen_hits,away_bullpen_hits,home_bullpen_earned_runs,away_bullpen_earned_runs,home_bullpen_walks,away_bullpen_walks,home_bullpen_strikeouts,away_bullpen_strikeouts,home_bullpen_homeruns,away_bullpen_homeruns,home_bullpen_era,away_bullpen_era,home_bullpen_whip,away_bullpen_whip,home_bullpen_k_per_9,away_bullpen_k_per_9,home_bullpen_k_bb_ratio,away_bullpen_k_bb_ratio,home_bullpen_hr_per_9,away_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_bb_per_9
778218,2025-04-22,3.0,3.0,1,3,0,1,1,1,4,1,0,0,0.0,3.0,0.67,1.33,12.0,3.0,4.0,1.0,0.0,0.0,3.0,3.0
778221,2025-04-22,3.0,2.0,1,1,0,0,2,0,3,1,0,0,0.0,0.0,1.0,0.5,9.0,4.5,1.5,0.0,0.0,0.0,6.0,0.0
778219,2025-04-22,4.0,2.8,2,4,0,1,1,3,4,2,0,0,0.0,3.21,0.75,2.5,9.0,6.43,4.0,0.67,0.0,0.0,2.25,9.64
778222,2025-04-22,1.0,2.9,0,3,0,1,2,0,2,3,0,0,0.0,3.1,2.0,1.03,18.0,9.31,1.0,0.0,0.0,0.0,18.0,0.0
778224,2025-04-22,4.0,3.8,2,6,2,3,3,3,2,5,0,1,4.5,7.11,1.25,2.37,4.5,11.84,0.67,1.67,0.0,2.37,6.75,7.11
778223,2025-04-22,4.0,6.0,1,5,0,3,3,4,3,5,0,0,0.0,4.5,1.0,1.5,6.75,7.5,1.0,1.25,0.0,0.0,6.75,6.0
778229,2025-04-22,6.0,4.9,8,1,8,0,5,3,7,4,0,0,12.0,0.0,2.17,0.82,10.5,7.35,1.4,1.33,0.0,0.0,7.5,5.51
778215,2025-04-22,4.0,3.0,1,6,3,2,6,2,1,1,0,0,6.75,6.0,1.75,2.67,2.25,3.0,0.17,0.5,0.0,0.0,13.5,6.0
778220,2025-04-22,4.8,4.0,3,7,4,3,2,1,4,7,0,2,7.5,6.75,1.04,2.0,7.5,15.75,2.0,7.0,0.0,4.5,3.75,2.25
778216,2025-04-22,3.0,3.0,2,2,1,2,2,2,3,4,0,1,3.0,6.0,1.33,1.33,9.0,12.0,1.5,2.0,0.0,3.0,6.0,6.0
778217,2025-04-22,2.8,2.9,0,3,0,1,0,1,4,5,0,1,0.0,3.1,0.0,1.38,12.86,15.52,0.0,5.0,0.0,3.1,0.0,3.1
778211,2025-04-22,5.9,5.0,10,0,4,0,3,2,4,7,0,0,6.1,0.0,2.2,0.4,6.1,12.6,1.33,3.5,0.0,0.0,4.58,3.6
778212,2025-04-22,3.0,2.0,2,1,0,2,2,2,1,1,0,0,0.0,9.0,1.33,1.5,3.0,4.5,0.5,0.5,0.0,0.0,6.0,9.0
778210,2025-04-22,4.0,3.0,5,5,3,2,1,2,1,1,2,0,6.75,6.0,1.5,2.33,2.25,3.0,1.0,0.5,4.5,0.0,2.25,6.0
778213,2025-04-22,3.9,4.0,2,4,0,3,3,2,5,2,0,2,0.0,6.75,1.28,1.5,11.54,4.5,1.67,1.0,0.0,4.5,6.92,4.5
