game_pk,date,home_bullpen_ip,home_bullpen_hits,home_bullpen_earned_runs,home_bullpen_walks,home_bullpen_strikeouts,home_bullpen_homeruns,home_bullpen_era,home_bullpen_whip,home_bullpen_k_per_9,home_bullpen_k_bb_ratio,home_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_ip,away_bullpen_hits,away_bullpen_earned_runs,away_bullpen_walks,away_bullpen_strikeouts,away_bullpen_homeruns,away_bullpen_era,away_bullpen_whip,away_bullpen_k_per_9,away_bullpen_k_bb_ratio,away_bullpen_hr_per_9,away_bullpen_bb_per_9
777181,2025-07-10,3.0,1,0,1,4,0,0.0,0.67,12.0,4.0,0.0,3.0,5.0,5,3,2,4,0,5.4,1.4,7.2,2.0,0.0,3.6
777165,2025-07-10,3.0,1,0,0,4,0,0.0,0.33,12.0,0.0,0.0,0.0,1.0,1,2,4,0,1,18.0,5.0,0.0,0.0,9.0,36.0
777181,2025-07-10,3.0,1,0,1,4,0,0.0,0.67,12.0,4.0,0.0,3.0,5.0,5,3,2,4,0,5.4,1.4,7.2,2.0,0.0,3.6
777166,2025-07-10,4.0,3,2,0,4,1,4.5,0.75,9.0,0.0,2.25,0.0,2.0,1,0,1,4,0,0.0,1.0,18.0,4.0,0.0,4.5
777168,2025-07-10,3.0,1,0,4,2,0,0.0,1.67,6.0,0.5,0.0,12.0,3.0,2,0,2,5,0,0.0,1.33,15.0,2.5,0.0,6.0
777169,2025-07-10,5.0,3,3,2,5,1,5.4,1.0,9.0,2.5,1.8,3.6,2.3334,4,3,3,1,1,11.57,3.0,3.86,0.33,3.86,11.57
777170,2025-07-10,3.0,2,0,0,4,0,0.0,0.67,12.0,0.0,0.0,0.0,2.0,2,3,2,1,0,13.5,2.0,4.5,0.5,0.0,9.0
777167,2025-07-10,3.3333,2,1,2,1,0,2.7,1.2,2.7,0.5,0.0,5.4,4.0,6,6,1,4,1,13.5,1.75,9.0,4.0,2.25,2.25
777156,2025-07-10,6.0,1,1,1,6,1,1.5,0.33,9.0,6.0,1.5,1.5,3.6666,3,1,1,5,1,2.45,1.09,12.27,5.0,2.45,2.45
777159,2025-07-10,6.3333,5,3,3,5,1,4.26,1.26,7.11,1.67,1.42,4.26,4.0,3,2,1,7,1,4.5,1.0,15.75,7.0,2.25,2.25
777158,2025-07-10,4.6667,4,1,2,4,0,1.93,1.29,7.71,2.0,0.0,3.86,4.0,5,0,3,3,0,0.0,2.0,6.75,1.0,0.0,6.75
