game_pk,date,home_bullpen_ip,away_bullpen_ip,home_bullpen_hits,away_bullpen_hits,home_bullpen_earned_runs,away_bullpen_earned_runs,home_bullpen_walks,away_bullpen_walks,home_bullpen_strikeouts,away_bullpen_strikeouts,home_bullpen_homeruns,away_bullpen_homeruns,home_bullpen_era,away_bullpen_era,home_bullpen_whip,away_bullpen_whip,home_bullpen_k_per_9,away_bullpen_k_per_9,home_bullpen_k_bb_ratio,away_bullpen_k_bb_ratio,home_bullpen_hr_per_9,away_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_bb_per_9
778179,2025-04-26,4.0,3.0,1,2,0,1,2,0,6,5,0,0,0.0,3.0,0.75,0.67,13.5,15.0,3.0,0.0,0.0,0.0,4.5,0.0
778169,2025-04-26,6.0,3.0,6,0,1,0,0,1,0,4,0,0,1.5,0.0,1.0,0.33,0.0,12.0,0.0,4.0,0.0,0.0,0.0,3.0
778168,2025-04-26,3.9,3.8,3,4,2,1,2,1,5,5,1,1,4.62,2.37,1.28,1.32,11.54,11.84,2.5,5.0,2.31,2.37,4.62,2.37
778180,2025-04-26,4.9,6.8,2,6,1,6,3,7,3,6,0,1,1.84,7.94,1.02,1.91,5.51,7.94,1.0,0.86,0.0,1.32,5.51,9.26
778166,2025-04-26,3.9,6.0,1,4,0,1,0,1,6,8,0,0,0.0,1.5,0.26,0.83,13.85,12.0,0.0,8.0,0.0,0.0,0.0,1.5
778164,2025-04-26,3.0,3.1,3,3,2,1,0,1,2,4,1,1,6.0,2.9,1.0,1.29,6.0,11.61,0.0,4.0,3.0,2.9,0.0,2.9
778161,2025-04-26,4.0,3.0,5,1,2,1,3,1,5,5,0,0,4.5,3.0,2.0,0.67,11.25,15.0,1.67,5.0,0.0,0.0,6.75,3.0
778173,2025-04-26,5.0,4.0,3,3,0,0,1,2,6,8,0,0,0.0,0.0,0.8,1.25,10.8,18.0,6.0,4.0,0.0,0.0,1.8,4.5
778159,2025-04-26,2.0,3.1,3,3,0,1,0,2,2,3,0,0,0.0,2.9,1.5,1.61,9.0,8.71,0.0,1.5,0.0,0.0,0.0,5.81
778174,2025-04-26,5.8,3.0,3,5,4,2,2,2,4,3,1,0,6.21,6.0,0.86,2.33,6.21,9.0,2.0,1.5,1.55,0.0,3.1,6.0
778165,2025-04-26,3.0,8.0,4,6,3,3,3,2,4,5,0,1,9.0,3.38,2.33,1.0,12.0,5.62,1.33,2.5,0.0,1.12,9.0,2.25
778167,2025-04-26,3.0,0.0,2,0,0,0,0,0,2,0,0,0,0.0,0.0,0.67,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
778162,2025-04-26,4.0,4.8,5,2,5,1,5,2,1,4,1,1,11.25,1.88,2.5,0.83,2.25,7.5,0.2,2.0,2.25,1.88,11.25,3.75
778160,2025-04-26,4.9,3.0,3,2,0,0,2,1,4,3,0,0,0.0,0.0,1.02,1.0,7.35,9.0,2.0,3.0,0.0,0.0,3.67,3.0
778163,2025-04-26,3.8,2.0,3,6,1,5,2,4,5,0,0,2,2.37,22.5,1.32,5.0,11.84,0.0,2.5,0.0,0.0,9.0,4.74,18.0
778154,2025-04-26,3.0,6.0,3,9,0,7,0,4,2,4,0,2,0.0,10.5,1.0,2.17,6.0,6.0,0.0,1.0,0.0,3.0,0.0,6.0
778180,2025-04-26,4.9,6.8,2,6,1,6,3,7,3,6,0,1,1.84,7.94,1.02,1.91,5.51,7.94,1.0,0.86,0.0,1.32,5.51,9.26
778179,2025-04-26,4.0,3.0,1,2,0,1,2,0,6,5,0,0,0.0,3.0,0.75,0.67,13.5,15.0,3.0,0.0,0.0,0.0,4.5,0.0
