game_pk,date,home_bullpen_ip,home_bullpen_hits,home_bullpen_earned_runs,home_bullpen_walks,home_bullpen_strikeouts,home_bullpen_homeruns,home_bullpen_era,home_bullpen_whip,home_bullpen_k_per_9,home_bullpen_k_bb_ratio,home_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_ip,away_bullpen_hits,away_bullpen_earned_runs,away_bullpen_walks,away_bullpen_strikeouts,away_bullpen_homeruns,away_bullpen_era,away_bullpen_whip,away_bullpen_k_per_9,away_bullpen_k_bb_ratio,away_bullpen_hr_per_9,away_bullpen_bb_per_9
777859,2025-05-19,3.0,6,5,2,5,0,15.0,2.67,15.0,2.5,0.0,6.0,3.0,1,0,0,1,0,0.0,0.33,3.0,0.0,0.0,0.0
777863,2025-05-19,4.0,7,4,3,2,0,9.0,2.5,4.5,0.67,0.0,6.75,4.0,4,2,1,4,0,4.5,1.25,9.0,4.0,0.0,2.25
777856,2025-05-19,4.3333,3,0,2,5,0,0.0,1.15,10.38,2.5,0.0,4.15,2.0,3,0,1,0,0,0.0,2.0,0.0,0.0,0.0,4.5
777858,2025-05-19,3.0,3,1,0,1,1,3.0,1.0,3.0,0.0,3.0,0.0,3.6667,2,0,1,2,0,0.0,0.82,4.91,2.0,0.0,2.45
777861,2025-05-19,6.0,5,4,2,5,1,6.0,1.17,7.5,2.5,1.5,3.0,5.6667,8,4,5,5,0,6.35,2.29,7.94,1.0,0.0,7.94
777857,2025-05-19,1.6667,4,3,2,2,1,16.2,3.6,10.8,1.0,5.4,10.8,2.0,2,1,2,3,0,4.5,2.0,13.5,1.5,0.0,9.0
777860,2025-05-19,8.0,6,4,4,7,2,4.5,1.25,7.88,1.75,2.25,4.5,2.6667,2,1,3,1,0,3.37,1.87,3.37,0.33,0.0,10.12
777862,2025-05-19,3.0,5,2,1,2,0,6.0,2.0,6.0,2.0,0.0,3.0,7.6667,13,9,2,3,1,10.57,1.96,3.52,1.5,1.17,2.35
777852,2025-05-19,3.6667,10,7,0,1,3,17.18,2.73,2.45,0.0,7.36,0.0,3.0,1,0,0,2,0,0.0,0.33,6.0,0.0,0.0,0.0
777855,2025-05-19,2.0,4,3,1,0,1,13.5,2.5,0.0,0.0,4.5,4.5,2.0,4,1,0,2,0,4.5,2.0,9.0,0.0,0.0,0.0
777853,2025-05-19,5.0,2,0,0,6,0,0.0,0.4,10.8,0.0,0.0,0.0,3.0,1,0,1,2,0,0.0,0.67,6.0,2.0,0.0,3.0
777854,2025-05-19,7.0,8,6,2,4,3,7.71,1.43,5.14,2.0,3.86,2.57,3.0,3,2,1,2,0,6.0,1.33,6.0,2.0,0.0,3.0
777861,2025-05-19,6.0,5,4,2,5,1,6.0,1.17,7.5,2.5,1.5,3.0,5.6667,8,4,5,5,0,6.35,2.29,7.94,1.0,0.0,7.94
