game_pk,date,home_bullpen_ip,away_bullpen_ip,home_bullpen_hits,away_bullpen_hits,home_bullpen_earned_runs,away_bullpen_earned_runs,home_bullpen_walks,away_bullpen_walks,home_bullpen_strikeouts,away_bullpen_strikeouts,home_bullpen_homeruns,away_bullpen_homeruns,home_bullpen_era,away_bullpen_era,home_bullpen_whip,away_bullpen_whip,home_bullpen_k_per_9,away_bullpen_k_per_9,home_bullpen_k_bb_ratio,away_bullpen_k_bb_ratio,home_bullpen_hr_per_9,away_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_bb_per_9
777869,2025-05-18,2.0,2.0,1,1,1,0,2,1,1,2,1,0,4.5,0.0,1.5,1.0,4.5,9.0,0.5,2.0,4.5,0.0,9.0,4.5
777873,2025-05-18,3.9,3.8,3,2,2,1,0,1,6,2,1,1,4.62,2.37,0.77,0.79,13.85,4.74,0.0,2.0,2.31,2.37,0.0,2.37
777880,2025-05-18,3.0,0.0,1,0,0,0,1,0,5,0,0,0,0.0,0.0,0.67,0.0,15.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0
777876,2025-05-18,4.9,2.0,6,2,3,0,2,0,4,2,1,0,5.51,0.0,1.63,1.0,7.35,9.0,2.0,0.0,1.84,0.0,3.67,0.0
777871,2025-05-18,3.0,3.0,3,1,1,0,2,2,2,5,0,0,3.0,0.0,1.67,1.0,6.0,15.0,1.0,2.5,0.0,0.0,6.0,6.0
777874,2025-05-18,4.0,3.0,5,3,1,1,1,0,3,2,0,1,2.25,3.0,1.5,1.0,6.75,6.0,3.0,0.0,0.0,3.0,2.25,0.0
777877,2025-05-18,4.0,2.0,1,1,0,0,0,0,4,2,0,0,0.0,0.0,0.25,0.5,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
777864,2025-05-18,4.0,2.0,4,3,0,1,1,1,1,1,0,0,0.0,4.5,1.25,2.0,2.25,4.5,1.0,1.0,0.0,0.0,2.25,4.5
777865,2025-05-18,4.0,5.0,3,0,1,1,0,1,4,2,0,0,2.25,1.8,0.75,0.2,9.0,3.6,0.0,2.0,0.0,0.0,0.0,1.8
777872,2025-05-18,3.9,3.0,4,6,1,2,0,1,3,3,0,0,2.31,6.0,1.03,2.33,6.92,9.0,0.0,3.0,0.0,0.0,0.0,3.0
777867,2025-05-18,5.0,1.8,1,3,0,2,0,2,4,0,0,0,0.0,10.0,0.2,2.78,7.2,0.0,0.0,0.0,0.0,0.0,0.0,10.0
777870,2025-05-18,2.0,3.8,2,1,0,0,1,2,3,1,0,0,0.0,0.0,1.5,0.79,13.5,2.37,3.0,0.5,0.0,0.0,4.5,4.74
777866,2025-05-18,5.0,3.8,4,2,2,3,1,0,5,4,1,1,3.6,7.11,1.0,0.53,9.0,9.47,5.0,0.0,1.8,2.37,1.8,0.0
777868,2025-05-18,3.9,2.0,2,2,2,0,4,2,4,0,0,0,4.62,0.0,1.54,2.0,9.23,0.0,1.0,0.0,0.0,0.0,9.23,9.0
777878,2025-05-18,3.0,2.0,0,4,0,1,1,4,3,3,0,1,0.0,4.5,0.33,4.0,9.0,13.5,3.0,0.75,0.0,4.5,3.0,18.0
