game_pk,date,home_bullpen_ip,home_bullpen_hits,home_bullpen_earned_runs,home_bullpen_walks,home_bullpen_strikeouts,home_bullpen_homeruns,home_bullpen_era,home_bullpen_whip,home_bullpen_k_per_9,home_bullpen_k_bb_ratio,home_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_ip,away_bullpen_hits,away_bullpen_earned_runs,away_bullpen_walks,away_bullpen_strikeouts,away_bullpen_homeruns,away_bullpen_era,away_bullpen_whip,away_bullpen_k_per_9,away_bullpen_k_bb_ratio,away_bullpen_hr_per_9,away_bullpen_bb_per_9
777309,2025-06-29,3.0,5,4,1,4,1,12.0,2.0,12.0,4.0,3.0,3.0,3.0,0,0,3,6,0,0.0,1.0,18.0,2.0,0.0,9.0
777313,2025-06-29,4.6667,3,0,0,3,0,0.0,0.64,5.79,0.0,0.0,0.0,4.0,9,6,1,4,2,13.5,2.5,9.0,4.0,4.5,2.25
777317,2025-06-29,2.0,2,1,1,4,1,4.5,1.5,18.0,4.0,4.5,4.5,2.6667,2,0,0,2,0,0.0,0.75,6.75,0.0,0.0,0.0
777310,2025-06-29,5.0,2,1,1,4,0,1.8,0.6,7.2,4.0,0.0,1.8,4.6667,1,0,1,5,0,0.0,0.43,9.64,5.0,0.0,1.93
777316,2025-06-29,2.0,2,0,0,2,0,0.0,1.0,9.0,0.0,0.0,0.0,2.0,2,0,1,3,0,0.0,1.5,13.5,3.0,0.0,4.5
777307,2025-06-29,4.0,2,4,4,4,0,9.0,1.5,9.0,1.0,0.0,9.0,4.3333,4,5,5,6,2,10.38,2.08,12.46,1.2,4.15,10.38
777312,2025-06-29,3.6667,1,1,4,0,0,2.45,1.36,0.0,0.0,0.0,9.82,2.6666,6,2,1,3,0,6.75,2.63,10.13,3.0,0.0,3.38
777308,2025-06-29,3.0,0,0,0,5,0,0.0,0.0,15.0,0.0,0.0,0.0,3.3333,2,0,0,2,0,0.0,0.6,5.4,0.0,0.0,0.0
777304,2025-06-29,4.0,4,3,1,2,1,6.75,1.25,4.5,2.0,2.25,2.25,8.0,3,0,1,9,0,0.0,0.5,10.12,9.0,0.0,1.12
777311,2025-06-29,6.0,3,1,5,7,0,1.5,1.33,10.5,1.4,0.0,7.5,2.0,6,4,1,0,0,18.0,3.5,0.0,0.0,0.0,4.5
777301,2025-06-29,6.0,7,2,0,7,1,3.0,1.17,10.5,0.0,1.5,0.0,5.3333,3,0,2,5,0,0.0,0.94,8.44,2.5,0.0,3.38
777302,2025-06-29,6.0,6,3,5,5,1,4.5,1.83,7.5,1.0,1.5,7.5,6.0,2,1,2,5,1,1.5,0.67,7.5,2.5,1.5,3.0
777305,2025-06-29,7.0,5,3,6,5,0,3.86,1.57,6.43,0.83,0.0,7.71,6.0,3,1,2,4,0,1.5,0.83,6.0,2.0,0.0,3.0
777303,2025-06-29,3.6667,2,5,7,4,0,12.27,2.45,9.82,0.57,0.0,17.18,4.0,3,2,1,6,0,4.5,1.0,13.5,6.0,0.0,2.25
777314,2025-06-29,2.0,1,0,0,1,0,0.0,0.5,4.5,0.0,0.0,0.0,3.3333,4,0,1,5,0,0.0,1.5,13.5,5.0,0.0,2.7
