game_pk,date,home_bullpen_ip,away_bullpen_ip,home_bullpen_hits,away_bullpen_hits,home_bullpen_earned_runs,away_bullpen_earned_runs,home_bullpen_walks,away_bullpen_walks,home_bullpen_strikeouts,away_bullpen_strikeouts,home_bullpen_homeruns,away_bullpen_homeruns,home_bullpen_era,away_bullpen_era,home_bullpen_whip,away_bullpen_whip,home_bullpen_k_per_9,away_bullpen_k_per_9,home_bullpen_k_bb_ratio,away_bullpen_k_bb_ratio,home_bullpen_hr_per_9,away_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_bb_per_9
777420,2025-06-21,4.0,7.8,4,6,2,4,2,0,3,3,0,3,4.5,4.62,1.5,0.77,6.75,3.46,1.5,0.0,0.0,3.46,4.5,0.0
777422,2025-06-21,2.0,5.0,1,4,0,2,1,2,1,5,0,1,0.0,3.6,1.0,1.2,4.5,9.0,1.0,2.5,0.0,1.8,4.5,3.6
777412,2025-06-21,3.0,3.0,7,1,3,0,2,0,0,4,0,0,9.0,0.0,3.0,0.33,0.0,12.0,0.0,0.0,0.0,0.0,6.0,0.0
777415,2025-06-21,6.0,8.2,3,7,4,3,3,4,6,7,1,1,6.0,3.29,1.0,1.34,9.0,7.68,2.0,1.75,1.5,1.1,4.5,4.39
777419,2025-06-21,4.8,4.0,7,3,1,1,0,2,6,5,1,1,1.88,2.25,1.46,1.25,11.25,11.25,0.0,2.5,1.88,2.25,0.0,4.5
777418,2025-06-21,1.8,1.0,0,3,0,2,0,0,1,0,0,0,0.0,18.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
777417,2025-06-21,3.0,2.0,3,0,2,0,0,0,1,1,0,0,6.0,0.0,1.0,0.0,3.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0
777421,2025-06-21,3.8,3.9,1,0,0,0,2,0,3,4,0,0,0.0,0.0,0.79,0.0,7.11,9.23,1.5,0.0,0.0,0.0,4.74,0.0
777424,2025-06-21,4.8,3.8,6,0,4,0,3,1,2,3,1,0,7.5,0.0,1.88,0.26,3.75,7.11,0.67,3.0,1.88,0.0,5.62,2.37
777413,2025-06-21,2.8,2.9,1,3,0,3,0,1,2,3,0,1,0.0,9.31,0.36,1.38,6.43,9.31,0.0,3.0,0.0,3.1,0.0,3.1
777423,2025-06-21,6.0,4.0,9,2,7,0,3,0,5,3,3,0,10.5,0.0,2.0,0.5,7.5,6.75,1.67,0.0,4.5,0.0,4.5,0.0
777410,2025-06-21,5.0,3.0,6,1,2,0,2,0,5,4,1,0,3.6,0.0,1.6,0.33,9.0,12.0,2.5,0.0,1.8,0.0,3.6,0.0
777414,2025-06-21,2.8,2.0,0,2,0,2,1,2,3,3,0,1,0.0,9.0,0.36,2.0,9.64,13.5,3.0,1.5,0.0,4.5,3.21,9.0
777411,2025-06-21,4.8,3.0,2,3,0,2,2,1,7,3,0,0,0.0,6.0,0.83,1.33,13.12,9.0,3.5,3.0,0.0,0.0,3.75,3.0
777416,2025-06-21,3.0,3.9,5,1,4,1,1,1,4,4,2,1,12.0,2.31,2.0,0.51,12.0,9.23,4.0,4.0,6.0,2.31,3.0,2.31
