game_pk,date,home_bullpen_ip,home_bullpen_hits,home_bullpen_earned_runs,home_bullpen_walks,home_bullpen_strikeouts,home_bullpen_homeruns,home_bullpen_era,home_bullpen_whip,home_bullpen_k_per_9,home_bullpen_k_bb_ratio,home_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_ip,away_bullpen_hits,away_bullpen_earned_runs,away_bullpen_walks,away_bullpen_strikeouts,away_bullpen_homeruns,away_bullpen_era,away_bullpen_whip,away_bullpen_k_per_9,away_bullpen_k_bb_ratio,away_bullpen_hr_per_9,away_bullpen_bb_per_9
777142,2025-07-12,6.0,2,1,1,3,1,1.5,0.5,4.5,3.0,1.5,1.5,1.0,2,2,0,1,1,18.0,2.0,9.0,0.0,9.0,0.0
777145,2025-07-12,6.0,13,9,3,6,2,13.5,2.67,9.0,2.0,3.0,4.5,4.0,5,3,2,4,1,6.75,1.75,9.0,2.0,2.25,4.5
777134,2025-07-12,7.0,6,3,3,7,1,3.86,1.29,9.0,2.33,1.29,3.86,6.6667,9,6,2,5,3,8.1,1.65,6.75,2.5,4.05,2.7
777133,2025-07-12,4.3333,4,4,1,5,1,8.31,1.15,10.38,5.0,2.08,2.08,7.0,3,3,4,11,1,3.86,1.0,14.14,2.75,1.29,5.14
777127,2025-07-12,3.0,1,0,0,2,0,0.0,0.33,6.0,0.0,0.0,0.0,6.0,2,1,3,5,0,1.5,0.83,7.5,1.67,0.0,4.5
777141,2025-07-12,2.3333,7,5,0,0,1,19.29,3.0,0.0,0.0,3.86,0.0,2.0,1,0,1,1,0,0.0,1.0,4.5,1.0,0.0,4.5
777140,2025-07-12,2.6667,1,0,1,2,0,0.0,0.75,6.75,2.0,0.0,3.37,2.3333,5,3,2,1,1,11.57,3.0,3.86,0.5,3.86,7.71
777136,2025-07-12,8.0,6,3,1,10,1,3.38,0.88,11.25,10.0,1.12,1.12,4.0,0,0,2,1,0,0.0,0.5,2.25,0.5,0.0,4.5
777144,2025-07-12,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.6667,0,0,1,4,0,0.0,0.6,21.6,4.0,0.0,5.4
777138,2025-07-12,4.0,4,4,3,4,1,9.0,1.75,9.0,1.33,2.25,6.75,3.3333,0,0,0,6,0,0.0,0.0,16.2,0.0,0.0,0.0
777135,2025-07-12,4.6667,6,3,3,4,1,5.79,1.93,7.71,1.33,1.93,5.79,4.3333,5,3,2,0,0,6.23,1.62,0.0,0.0,0.0,4.15
777137,2025-07-12,5.0,4,2,0,9,2,3.6,0.8,16.2,0.0,3.6,0.0,4.3333,3,2,3,3,1,4.15,1.38,6.23,1.0,2.08,6.23
777126,2025-07-12,4.3333,4,0,1,1,0,0.0,1.15,2.08,1.0,0.0,2.08,2.0,2,1,0,4,0,4.5,1.0,18.0,0.0,0.0,0.0
777131,2025-07-12,3.3333,2,2,3,3,0,5.4,1.5,8.1,1.0,0.0,8.1,3.0,7,4,0,3,0,12.0,2.33,9.0,0.0,0.0,0.0
777132,2025-07-12,4.0,2,1,3,8,0,2.25,1.25,18.0,2.67,0.0,6.75,3.0,3,0,1,4,0,0.0,1.33,12.0,4.0,0.0,3.0
