game_pk,date,home_bullpen_ip,away_bullpen_ip,home_bullpen_hits,away_bullpen_hits,home_bullpen_earned_runs,away_bullpen_earned_runs,home_bullpen_walks,away_bullpen_walks,home_bullpen_strikeouts,away_bullpen_strikeouts,home_bullpen_homeruns,away_bullpen_homeruns,home_bullpen_era,away_bullpen_era,home_bullpen_whip,away_bullpen_whip,home_bullpen_k_per_9,away_bullpen_k_per_9,home_bullpen_k_bb_ratio,away_bullpen_k_bb_ratio,home_bullpen_hr_per_9,away_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_bb_per_9
776627,2025-08-23,5.0,2.0,10,2,7,0,2,1,4,2,1,0,12.6,0.0,2.4,1.5,7.2,9.0,2.0,2.0,1.8,0.0,3.6,4.5
776630,2025-08-23,6.8,5.9,6,6,1,2,3,3,1,5,1,0,1.32,3.05,1.32,1.53,1.32,7.63,0.33,1.67,1.32,0.0,3.97,4.58
776628,2025-08-23,3.0,3.0,4,2,1,0,0,2,6,2,0,0,3.0,0.0,1.33,1.33,18.0,6.0,0.0,1.0,0.0,0.0,0.0,6.0
776625,2025-08-23,4.0,2.0,3,1,1,1,1,1,4,2,1,1,2.25,4.5,1.0,1.0,9.0,9.0,4.0,2.0,2.25,4.5,2.25,4.5
776632,2025-08-23,5.0,3.0,4,4,1,0,0,1,8,4,1,0,1.8,0.0,0.8,1.67,14.4,12.0,0.0,4.0,1.8,0.0,0.0,3.0
776629,2025-08-23,4.0,7.0,4,6,2,3,1,1,1,8,1,2,4.5,3.86,1.25,1.0,2.25,10.29,1.0,8.0,2.25,2.57,2.25,1.29
776623,2025-08-23,2.0,3.0,1,2,0,1,0,1,1,1,0,0,0.0,3.0,0.5,1.0,4.5,3.0,0.0,1.0,0.0,0.0,0.0,3.0
776619,2025-08-23,4.0,5.0,2,3,1,1,1,0,2,5,1,1,2.25,1.8,0.75,0.6,4.5,9.0,2.0,0.0,2.25,1.8,2.25,0.0
776621,2025-08-23,4.0,3.0,8,2,4,0,2,0,4,2,1,0,9.0,0.0,2.5,0.67,9.0,6.0,2.0,0.0,2.25,0.0,4.5,0.0
776626,2025-08-23,4.8,2.9,6,2,6,0,1,1,2,4,5,0,11.25,0.0,1.46,1.03,3.75,12.41,2.0,4.0,9.38,0.0,1.88,3.1
776622,2025-08-23,8.0,4.0,7,6,1,3,3,0,5,8,0,1,1.12,6.75,1.25,1.5,5.62,18.0,1.67,0.0,0.0,2.25,3.38,0.0
776617,2025-08-23,3.0,4.0,1,1,1,2,0,2,4,2,1,0,3.0,4.5,0.33,0.75,12.0,4.5,0.0,1.0,3.0,0.0,0.0,4.5
776618,2025-08-23,5.0,3.0,10,2,6,1,1,0,2,3,1,1,10.8,3.0,2.2,0.67,3.6,9.0,2.0,0.0,1.8,3.0,1.8,0.0
776620,2025-08-23,4.0,4.9,1,1,0,0,2,2,4,4,0,0,0.0,0.0,0.75,0.61,9.0,7.35,2.0,2.0,0.0,0.0,4.5,3.67
