game_pk,date,home_bullpen_ip,away_bullpen_ip,home_bullpen_hits,away_bullpen_hits,home_bullpen_earned_runs,away_bullpen_earned_runs,home_bullpen_walks,away_bullpen_walks,home_bullpen_strikeouts,away_bullpen_strikeouts,home_bullpen_homeruns,away_bullpen_homeruns,home_bullpen_era,away_bullpen_era,home_bullpen_whip,away_bullpen_whip,home_bullpen_k_per_9,away_bullpen_k_per_9,home_bullpen_k_bb_ratio,away_bullpen_k_bb_ratio,home_bullpen_hr_per_9,away_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_bb_per_9
776320,2025-09-14,4.0,3.9,2,2,0,0,3,2,7,4,0,0,0.0,0.0,1.25,1.03,15.75,9.23,2.33,2.0,0.0,0.0,6.75,4.62
776334,2025-09-14,3.0,2.0,6,1,4,1,3,1,2,0,1,1,12.0,4.5,3.0,1.0,6.0,0.0,0.67,0.0,3.0,4.5,9.0,4.5
776329,2025-09-14,5.0,4.0,3,5,1,3,1,2,6,5,1,1,1.8,6.75,0.8,1.75,10.8,11.25,6.0,2.5,1.8,2.25,1.8,4.5
776322,2025-09-14,3.0,5.0,3,12,1,10,1,1,3,3,1,1,3.0,18.0,1.33,2.6,9.0,5.4,3.0,3.0,3.0,1.8,3.0,1.8
776335,2025-09-14,4.0,4.8,3,5,2,3,2,1,1,5,0,2,4.5,5.62,1.25,1.25,2.25,9.38,0.5,5.0,0.0,3.75,4.5,1.88
776331,2025-09-14,3.8,3.0,2,4,0,1,0,3,7,2,0,1,0.0,3.0,0.53,2.33,16.58,6.0,0.0,0.67,0.0,3.0,0.0,9.0
776332,2025-09-14,3.0,4.0,3,4,0,0,2,2,3,3,0,0,0.0,0.0,1.67,1.5,9.0,6.75,1.5,1.5,0.0,0.0,6.0,4.5
776324,2025-09-14,3.0,4.0,6,4,2,2,2,2,4,4,0,2,6.0,4.5,2.67,1.5,12.0,9.0,2.0,2.0,0.0,4.5,6.0,4.5
776326,2025-09-14,5.0,4.0,2,3,0,0,3,2,10,4,0,0,0.0,0.0,1.0,1.25,18.0,9.0,3.33,2.0,0.0,0.0,5.4,4.5
776321,2025-09-14,4.0,2.0,2,3,0,2,3,2,4,2,0,0,0.0,9.0,1.25,2.5,9.0,9.0,1.33,1.0,0.0,0.0,6.75,9.0
776327,2025-09-14,4.0,2.9,3,2,1,2,1,1,1,2,1,1,2.25,6.21,1.0,1.03,2.25,6.21,1.0,2.0,2.25,3.1,2.25,3.1
776325,2025-09-14,5.0,2.8,12,2,5,1,2,1,4,0,0,0,9.0,3.21,2.8,1.07,7.2,0.0,2.0,0.0,0.0,0.0,3.6,3.21
776323,2025-09-14,4.0,5.9,4,4,3,2,1,1,8,2,1,0,6.75,3.05,1.25,0.85,18.0,3.05,8.0,2.0,2.25,0.0,2.25,1.53
776317,2025-09-14,2.9,4.9,1,6,0,2,1,2,4,3,0,0,0.0,3.67,0.69,1.63,12.41,5.51,4.0,1.5,0.0,0.0,3.1,3.67
776330,2025-09-14,3.0,3.0,2,2,1,0,0,0,4,3,1,0,3.0,0.0,0.67,0.67,12.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0
