game_pk,date,home_bullpen_ip,home_bullpen_hits,home_bullpen_earned_runs,home_bullpen_walks,home_bullpen_strikeouts,home_bullpen_homeruns,home_bullpen_era,home_bullpen_whip,home_bullpen_k_per_9,home_bullpen_k_bb_ratio,home_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_ip,away_bullpen_hits,away_bullpen_earned_runs,away_bullpen_walks,away_bullpen_strikeouts,away_bullpen_homeruns,away_bullpen_era,away_bullpen_whip,away_bullpen_k_per_9,away_bullpen_k_bb_ratio,away_bullpen_hr_per_9,away_bullpen_bb_per_9
776267,2025-09-19,4.3333,2,0,1,3,0,0.0,0.69,6.23,3.0,0.0,2.08,3.0,3,3,3,2,2,9.0,2.0,6.0,0.67,6.0,9.0
776266,2025-09-19,4.0,0,0,1,3,0,0.0,0.25,6.75,3.0,0.0,2.25,4.0,3,0,3,5,0,0.0,1.5,11.25,1.67,0.0,6.75
776268,2025-09-19,7.6667,6,4,2,4,2,4.7,1.04,4.7,2.0,2.35,2.35,2.0,0,0,0,2,0,0.0,0.0,9.0,0.0,0.0,0.0
776273,2025-09-19,3.0,3,2,1,4,1,6.0,1.33,12.0,4.0,3.0,3.0,2.6667,3,1,1,2,0,3.37,1.5,6.75,2.0,0.0,3.37
776259,2025-09-19,5.0,4,2,0,5,1,3.6,0.8,9.0,0.0,1.8,0.0,4.6667,6,6,4,5,1,11.57,2.14,9.64,1.25,1.93,7.71
776261,2025-09-19,6.0,8,5,4,6,1,7.5,2.0,9.0,1.5,1.5,6.0,3.0,4,4,2,4,1,12.0,2.0,12.0,2.0,3.0,6.0
776260,2025-09-19,1.3333,0,0,0,1,0,0.0,0.0,6.75,0.0,0.0,0.0,7.3333,20,13,4,4,1,15.95,3.27,4.91,1.0,1.23,4.91
776264,2025-09-19,3.0,1,0,0,4,0,0.0,0.33,12.0,0.0,0.0,0.0,2.0,0,0,0,1,0,0.0,0.0,4.5,0.0,0.0,0.0
776251,2025-09-19,7.3333,10,4,2,4,1,4.91,1.64,4.91,2.0,1.23,2.45,5.0,1,1,1,2,1,1.8,0.4,3.6,2.0,1.8,1.8
776253,2025-09-19,4.0,2,0,0,6,0,0.0,0.5,13.5,0.0,0.0,0.0,3.6667,2,0,1,4,0,0.0,0.82,9.82,4.0,0.0,2.45
776262,2025-09-19,3.0,4,2,0,1,2,6.0,1.33,3.0,0.0,6.0,0.0,4.0,2,0,0,4,0,0.0,0.5,9.0,0.0,0.0,0.0
776263,2025-09-19,5.0,6,4,1,8,0,7.2,1.4,14.4,8.0,0.0,1.8,3.6667,1,0,1,7,0,0.0,0.55,17.18,7.0,0.0,2.45
776265,2025-09-19,3.0,3,0,1,4,0,0.0,1.33,12.0,4.0,0.0,3.0,4.3333,9,5,1,3,0,10.38,2.31,6.23,3.0,0.0,2.08
776255,2025-09-19,4.0,8,5,3,7,1,11.25,2.75,15.75,2.33,2.25,6.75,5.0,2,0,2,3,0,0.0,0.8,5.4,1.5,0.0,3.6
776256,2025-09-19,4.6667,4,1,1,8,0,1.93,1.07,15.43,8.0,0.0,1.93,3.3333,2,1,0,1,0,2.7,0.6,2.7,0.0,0.0,0.0
