game_pk,date,home_bullpen_ip,home_bullpen_hits,home_bullpen_earned_runs,home_bullpen_walks,home_bullpen_strikeouts,home_bullpen_homeruns,home_bullpen_era,home_bullpen_whip,home_bullpen_k_per_9,home_bullpen_k_bb_ratio,home_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_ip,away_bullpen_hits,away_bullpen_earned_runs,away_bullpen_walks,away_bullpen_strikeouts,away_bullpen_homeruns,away_bullpen_era,away_bullpen_whip,away_bullpen_k_per_9,away_bullpen_k_bb_ratio,away_bullpen_hr_per_9,away_bullpen_bb_per_9
778429,2025-04-06,4.0,4,1,1,5,0,2.25,1.25,11.25,5.0,0.0,2.25,3.0,2,1,1,4,0,3.0,1.0,12.0,4.0,0.0,3.0
778443,2025-04-06,5.3333,5,3,3,7,0,5.06,1.5,11.81,2.33,0.0,5.06,5.0,4,2,5,7,0,3.6,1.8,12.6,1.4,0.0,9.0
778432,2025-04-06,4.0,4,3,1,1,1,6.75,1.25,2.25,1.0,2.25,2.25,5.3333,10,7,3,4,1,11.81,2.44,6.75,1.33,1.69,5.06
778434,2025-04-06,3.3333,3,3,1,1,0,8.1,1.2,2.7,1.0,0.0,2.7,6.0,4,3,6,5,1,4.5,1.67,7.5,0.83,1.5,9.0
778428,2025-04-06,4.0,3,3,2,3,0,6.75,1.25,6.75,1.5,0.0,4.5,6.3333,1,0,4,7,0,0.0,0.79,9.95,1.75,0.0,5.68
778435,2025-04-06,4.3333,1,0,0,5,0,0.0,0.23,10.38,0.0,0.0,0.0,2.6667,1,0,1,3,0,0.0,0.75,10.12,3.0,0.0,3.37
778433,2025-04-06,4.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3,3,6,1,0,13.5,4.5,4.5,0.17,0.0,27.0
778422,2025-04-06,2.3333,0,0,0,4,0,0.0,0.0,15.43,0.0,0.0,0.0,2.0,0,0,1,3,0,0.0,0.5,13.5,3.0,0.0,4.5
778419,2025-04-06,6.0,6,4,2,7,1,6.0,1.33,10.5,3.5,1.5,3.0,8.3333,7,3,2,9,0,3.24,1.08,9.72,4.5,0.0,2.16
778421,2025-04-06,3.6667,3,1,0,7,0,2.45,0.82,17.18,0.0,0.0,0.0,4.6667,3,4,2,2,2,7.71,1.07,3.86,1.0,3.86,3.86
778430,2025-04-06,5.0,6,2,4,5,0,3.6,2.0,9.0,1.25,0.0,7.2,8.3333,4,2,4,8,1,2.16,0.96,8.64,2.0,1.08,4.32
778420,2025-04-06,4.0,1,2,2,5,0,4.5,0.75,11.25,2.5,0.0,4.5,3.6667,4,2,1,6,1,4.91,1.36,14.73,6.0,2.45,2.45
778423,2025-04-06,4.0,2,1,2,7,0,2.25,1.0,15.75,3.5,0.0,4.5,5.0,8,6,1,8,0,10.8,1.8,14.4,8.0,0.0,1.8
778427,2025-04-06,3.6667,5,1,2,1,0,2.45,1.91,2.45,0.5,0.0,4.91,2.6667,2,1,2,3,0,3.37,1.5,10.12,1.5,0.0,6.75
778425,2025-04-06,4.0,2,0,0,5,0,0.0,0.5,11.25,0.0,0.0,0.0,2.0,2,1,1,2,1,4.5,1.5,9.0,2.0,4.5,4.5
778443,2025-04-06,5.3333,5,3,3,7,0,5.06,1.5,11.81,2.33,0.0,5.06,5.0,4,2,5,7,0,3.6,1.8,12.6,1.4,0.0,9.0
