game_pk,date,home_bullpen_ip,away_bullpen_ip,home_bullpen_hits,away_bullpen_hits,home_bullpen_earned_runs,away_bullpen_earned_runs,home_bullpen_walks,away_bullpen_walks,home_bullpen_strikeouts,away_bullpen_strikeouts,home_bullpen_homeruns,away_bullpen_homeruns,home_bullpen_era,away_bullpen_era,home_bullpen_whip,away_bullpen_whip,home_bullpen_k_per_9,away_bullpen_k_per_9,home_bullpen_k_bb_ratio,away_bullpen_k_bb_ratio,home_bullpen_hr_per_9,away_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_bb_per_9
777164,2025-07-11,6.0,3.0,3,1,2,0,1,1,4,1,1,0,3.0,0.0,0.67,0.67,6.0,3.0,4.0,1.0,1.5,0.0,1.5,3.0
777146,2025-07-11,6.0,5.1,5,1,2,0,4,6,5,4,0,0,3.0,0.0,1.5,1.37,7.5,7.06,1.25,0.67,0.0,0.0,6.0,10.59
777157,2025-07-11,2.0,4.0,2,4,2,1,0,2,2,2,1,0,9.0,2.25,1.0,1.5,9.0,4.5,0.0,1.0,4.5,0.0,0.0,4.5
777153,2025-07-11,1.0,4.0,1,12,0,8,0,1,1,5,0,2,0.0,18.0,1.0,3.25,9.0,11.25,0.0,5.0,0.0,4.5,0.0,2.25
777160,2025-07-11,3.0,3.0,2,3,1,1,1,2,6,5,0,0,3.0,3.0,1.0,1.67,18.0,15.0,6.0,2.5,0.0,0.0,3.0,6.0
777161,2025-07-11,4.0,4.0,7,0,7,0,3,2,2,4,2,0,15.75,0.0,2.5,0.5,4.5,9.0,0.67,2.0,4.5,0.0,6.75,4.5
777155,2025-07-11,7.8,6.1,6,5,0,4,3,3,6,3,0,1,0.0,5.9,1.15,1.31,6.92,4.43,2.0,1.0,0.0,1.48,3.46,4.43
777151,2025-07-11,4.0,5.0,6,6,7,3,5,0,7,2,2,1,15.75,5.4,2.75,1.2,15.75,3.6,1.4,0.0,4.5,1.8,11.25,0.0
777154,2025-07-11,6.0,3.9,7,3,2,0,2,0,7,4,1,0,3.0,0.0,1.5,0.77,10.5,9.23,3.5,0.0,1.5,0.0,3.0,0.0
777148,2025-07-11,4.0,3.0,3,2,0,0,0,0,4,4,0,0,0.0,0.0,0.75,0.67,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
777149,2025-07-11,6.0,3.8,4,2,2,1,2,0,5,3,1,1,3.0,2.37,1.0,0.53,7.5,7.11,2.5,0.0,1.5,2.37,3.0,0.0
777147,2025-07-11,6.0,6.0,3,1,0,0,1,2,9,2,0,0,0.0,0.0,0.67,0.5,13.5,3.0,9.0,1.0,0.0,0.0,1.5,3.0
777150,2025-07-11,4.0,4.1,3,5,1,2,0,4,3,3,1,0,2.25,4.39,0.75,2.2,6.75,6.59,0.0,0.75,2.25,0.0,0.0,8.78
777139,2025-07-11,4.8,1.8,2,1,0,1,2,0,4,0,0,1,0.0,5.0,0.83,0.56,7.5,0.0,2.0,0.0,0.0,5.0,3.75,0.0
777152,2025-07-11,4.8,3.0,5,5,0,3,2,1,3,7,0,1,0.0,9.0,1.46,2.0,5.62,21.0,1.5,7.0,0.0,3.0,3.75,3.0
777143,2025-07-11,3.9,3.8,5,4,1,1,1,2,0,3,0,0,2.31,2.37,1.54,1.58,0.0,7.11,0.0,1.5,0.0,0.0,2.31,4.74
777164,2025-07-11,6.0,3.0,3,1,2,0,1,1,4,1,1,0,3.0,0.0,0.67,0.67,6.0,3.0,4.0,1.0,1.5,0.0,1.5,3.0
