game_pk,date,home_bullpen_ip,home_bullpen_hits,home_bullpen_earned_runs,home_bullpen_walks,home_bullpen_strikeouts,home_bullpen_homeruns,home_bullpen_era,home_bullpen_whip,home_bullpen_k_per_9,home_bullpen_k_bb_ratio,home_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_ip,away_bullpen_hits,away_bullpen_earned_runs,away_bullpen_walks,away_bullpen_strikeouts,away_bullpen_homeruns,away_bullpen_era,away_bullpen_whip,away_bullpen_k_per_9,away_bullpen_k_bb_ratio,away_bullpen_hr_per_9,away_bullpen_bb_per_9
777968,2025-05-11,3.0,1,1,1,2,0,3.0,0.67,6.0,2.0,0.0,3.0,2.0,6,4,0,1,2,18.0,3.0,4.5,0.0,9.0,0.0
777962,2025-05-11,2.3333,4,2,2,3,1,7.71,2.57,11.57,1.5,3.86,7.71,3.6667,1,0,1,3,0,0.0,0.55,7.36,3.0,0.0,2.45
777967,2025-05-11,3.3333,4,3,1,3,0,8.1,1.5,8.1,3.0,0.0,2.7,2.6666,3,1,2,1,0,3.38,1.88,3.38,0.5,0.0,6.75
777969,2025-05-11,5.0,5,3,1,3,2,5.4,1.2,5.4,3.0,3.6,1.8,2.0,2,1,1,3,0,4.5,1.5,13.5,3.0,0.0,4.5
777964,2025-05-11,4.0,3,1,2,4,0,2.25,1.25,9.0,2.0,0.0,4.5,4.6667,2,0,0,1,0,0.0,0.43,1.93,0.0,0.0,0.0
777963,2025-05-11,1.0,0,0,1,1,0,0.0,1.0,9.0,1.0,0.0,9.0,5.0,3,1,1,6,0,1.8,0.8,10.8,6.0,0.0,1.8
777965,2025-05-11,3.0,2,0,1,3,0,0.0,1.0,9.0,3.0,0.0,3.0,2.3333,2,0,0,2,0,0.0,0.86,7.71,0.0,0.0,0.0
777956,2025-05-11,4.0,4,1,2,4,0,2.25,1.5,9.0,2.0,0.0,4.5,4.6667,7,3,2,7,0,5.79,1.93,13.5,3.5,0.0,3.86
777966,2025-05-11,5.0,3,1,1,1,0,1.8,0.8,1.8,1.0,0.0,1.8,2.3333,0,0,0,4,0,0.0,0.0,15.43,0.0,0.0,0.0
777955,2025-05-11,2.0,2,0,0,2,0,0.0,1.0,9.0,0.0,0.0,0.0,4.0,5,3,1,4,1,6.75,1.5,9.0,4.0,2.25,2.25
777957,2025-05-11,5.0,6,4,3,8,1,7.2,1.8,14.4,2.67,1.8,5.4,4.0,1,0,2,2,0,0.0,0.75,4.5,1.0,0.0,4.5
777961,2025-05-11,4.0,4,4,3,4,1,9.0,1.75,9.0,1.33,2.25,6.75,4.0,1,1,0,5,1,2.25,0.25,11.25,0.0,2.25,0.0
777954,2025-05-11,3.3333,8,4,0,2,2,10.8,2.4,5.4,0.0,5.4,0.0,4.0,3,1,0,3,0,2.25,0.75,6.75,0.0,0.0,0.0
777958,2025-05-11,4.0,7,2,1,1,1,4.5,2.0,2.25,1.0,2.25,2.25,7.0,2,0,1,7,0,0.0,0.43,9.0,7.0,0.0,1.29
777971,2025-05-11,3.0,2,2,2,4,1,6.0,1.33,12.0,2.0,3.0,6.0,2.0,0,0,0,3,0,0.0,0.0,13.5,0.0,0.0,0.0
