game_pk,date,home_bullpen_ip,away_bullpen_ip,home_bullpen_hits,away_bullpen_hits,home_bullpen_earned_runs,away_bullpen_earned_runs,home_bullpen_walks,away_bullpen_walks,home_bullpen_strikeouts,away_bullpen_strikeouts,home_bullpen_homeruns,away_bullpen_homeruns,home_bullpen_era,away_bullpen_era,home_bullpen_whip,away_bullpen_whip,home_bullpen_k_per_9,away_bullpen_k_per_9,home_bullpen_k_bb_ratio,away_bullpen_k_bb_ratio,home_bullpen_hr_per_9,away_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_bb_per_9
777079,2025-07-20,3.8,3.9,4,4,2,3,1,0,4,4,0,1,4.74,6.92,1.32,1.03,9.47,9.23,4.0,0.0,0.0,2.31,2.37,0.0
777076,2025-07-20,3.0,3.0,3,2,0,1,0,3,4,4,0,0,0.0,3.0,1.0,1.67,12.0,12.0,0.0,1.33,0.0,0.0,0.0,9.0
777077,2025-07-20,6.9,3.0,5,3,0,0,2,1,4,1,0,0,0.0,0.0,1.01,1.33,5.22,3.0,2.0,1.0,0.0,0.0,2.61,3.0
777078,2025-07-20,4.9,2.0,5,0,1,0,2,0,2,1,1,0,1.84,0.0,1.43,0.0,3.67,4.5,1.0,0.0,1.84,0.0,3.67,0.0
777074,2025-07-20,5.0,3.0,1,1,0,1,0,1,7,5,0,0,0.0,3.0,0.2,0.67,12.6,15.0,0.0,5.0,0.0,0.0,0.0,3.0
777083,2025-07-20,3.0,3.0,2,2,1,1,1,0,2,3,0,1,3.0,3.0,1.0,0.67,6.0,9.0,2.0,0.0,0.0,3.0,3.0,0.0
777087,2025-07-20,3.0,2.0,3,1,1,1,2,2,3,2,0,0,3.0,4.5,1.67,1.5,9.0,9.0,1.5,1.0,0.0,0.0,6.0,9.0
777084,2025-07-20,2.0,4.0,3,3,1,3,0,1,3,1,0,1,4.5,6.75,1.5,1.0,13.5,2.25,0.0,1.0,0.0,2.25,0.0,2.25
777082,2025-07-20,4.0,4.0,3,4,1,0,2,3,3,4,1,0,2.25,0.0,1.25,1.75,6.75,9.0,1.5,1.33,2.25,0.0,4.5,6.75
777075,2025-07-20,3.8,3.0,5,0,6,0,2,0,5,3,3,0,14.21,0.0,1.84,0.0,11.84,9.0,2.5,0.0,7.11,0.0,4.74,0.0
777072,2025-07-20,6.0,2.0,8,1,4,0,1,0,4,2,3,0,6.0,0.0,1.5,0.5,6.0,9.0,4.0,0.0,4.5,0.0,1.5,0.0
777067,2025-07-20,3.0,5.0,7,4,6,0,1,0,2,6,0,0,18.0,0.0,2.67,0.8,6.0,10.8,2.0,0.0,0.0,0.0,3.0,0.0
777071,2025-07-20,3.0,4.0,4,3,1,0,0,0,4,6,0,0,3.0,0.0,1.33,0.75,12.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0
777070,2025-07-20,4.9,3.0,6,2,3,0,2,2,4,0,0,0,5.51,0.0,1.63,1.33,7.35,0.0,2.0,0.0,0.0,0.0,3.67,6.0
777073,2025-07-20,4.0,2.8,3,0,1,0,2,0,5,4,0,0,2.25,0.0,1.25,0.0,11.25,12.86,2.5,0.0,0.0,0.0,4.5,0.0
