game_pk,date,home_bullpen_ip,away_bullpen_ip,home_bullpen_hits,away_bullpen_hits,home_bullpen_earned_runs,away_bullpen_earned_runs,home_bullpen_walks,away_bullpen_walks,home_bullpen_strikeouts,away_bullpen_strikeouts,home_bullpen_homeruns,away_bullpen_homeruns,home_bullpen_era,away_bullpen_era,home_bullpen_whip,away_bullpen_whip,home_bullpen_k_per_9,away_bullpen_k_per_9,home_bullpen_k_bb_ratio,away_bullpen_k_bb_ratio,home_bullpen_hr_per_9,away_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_bb_per_9
776238,2025-09-21,3.8,4.0,6,5,3,2,4,2,2,4,0,0,7.11,4.5,2.63,1.75,4.74,9.0,0.5,2.0,0.0,0.0,9.47,4.5
776234,2025-09-21,5.0,4.9,3,6,0,4,0,2,6,7,0,1,0.0,7.35,0.6,1.63,10.8,12.86,0.0,3.5,0.0,1.84,0.0,3.67
776240,2025-09-21,4.0,4.9,8,1,5,0,4,5,8,7,2,0,11.25,0.0,3.0,1.22,18.0,12.86,2.0,1.4,4.5,0.0,9.0,9.18
776239,2025-09-21,4.8,1.0,1,0,0,0,2,0,4,1,0,0,0.0,0.0,0.62,0.0,7.5,9.0,2.0,0.0,0.0,0.0,3.75,0.0
776237,2025-09-21,6.0,3.9,5,2,0,0,0,0,9,2,0,0,0.0,0.0,0.83,0.51,13.5,4.62,0.0,0.0,0.0,0.0,0.0,0.0
776229,2025-09-21,4.0,5.0,4,5,2,1,1,0,1,2,0,0,4.5,1.8,1.25,1.0,2.25,3.6,1.0,0.0,0.0,0.0,2.25,0.0
776225,2025-09-21,4.0,3.9,1,6,0,5,0,0,3,5,0,2,0.0,11.54,0.25,1.54,6.75,11.54,0.0,0.0,0.0,4.62,0.0,0.0
776235,2025-09-21,5.0,4.0,4,1,0,2,1,5,7,7,0,0,0.0,4.5,1.0,1.5,12.6,15.75,7.0,1.4,0.0,0.0,1.8,11.25
776231,2025-09-21,4.0,5.0,2,2,0,3,1,5,4,2,0,0,0.0,5.4,0.75,1.4,9.0,3.6,4.0,0.4,0.0,0.0,2.25,9.0
776226,2025-09-21,4.9,5.0,4,3,1,2,0,2,5,4,0,1,1.84,3.6,0.82,1.0,9.18,7.2,0.0,2.0,0.0,1.8,0.0,3.6
776232,2025-09-21,3.0,2.0,2,1,0,1,1,2,5,4,0,0,0.0,4.5,1.0,1.5,15.0,18.0,5.0,2.0,0.0,0.0,3.0,9.0
776227,2025-09-21,2.0,3.0,4,1,3,0,2,0,0,3,0,0,13.5,0.0,3.0,0.33,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0
776230,2025-09-21,3.0,4.0,5,7,2,3,2,0,3,3,0,2,6.0,6.75,2.33,1.75,9.0,6.75,1.5,0.0,0.0,4.5,6.0,0.0
776228,2025-09-21,7.9,3.0,1,4,0,2,1,0,6,2,0,1,0.0,6.0,0.25,1.33,6.84,6.0,6.0,0.0,0.0,3.0,1.14,0.0
776236,2025-09-21,4.9,4.0,6,6,2,4,1,1,5,5,0,1,3.67,9.0,1.43,1.75,9.18,11.25,5.0,5.0,0.0,2.25,1.84,2.25
