game_pk,date,home_bullpen_ip,home_bullpen_hits,home_bullpen_earned_runs,home_bullpen_walks,home_bullpen_strikeouts,home_bullpen_homeruns,home_bullpen_era,home_bullpen_whip,home_bullpen_k_per_9,home_bullpen_k_bb_ratio,home_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_ip,away_bullpen_hits,away_bullpen_earned_runs,away_bullpen_walks,away_bullpen_strikeouts,away_bullpen_homeruns,away_bullpen_era,away_bullpen_whip,away_bullpen_k_per_9,away_bullpen_k_bb_ratio,away_bullpen_hr_per_9,away_bullpen_bb_per_9
777642,2025-06-05,4.0,4,1,1,2,0,2.25,1.25,4.5,2.0,0.0,2.25,3.3333,6,4,1,0,1,10.8,2.1,0.0,0.0,2.7,2.7
777640,2025-06-05,5.6667,8,8,4,3,3,12.71,2.12,4.76,0.75,4.76,6.35,6.0,7,4,2,7,3,6.0,1.5,10.5,3.5,4.5,3.0
777642,2025-06-05,4.0,4,1,1,2,0,2.25,1.25,4.5,2.0,0.0,2.25,3.3333,6,4,1,0,1,10.8,2.1,0.0,0.0,2.7,2.7
777635,2025-06-05,5.0,4,0,2,4,0,0.0,1.2,7.2,2.0,0.0,3.6,6.0,2,0,1,9,0,0.0,0.5,13.5,9.0,0.0,1.5
777634,2025-06-05,3.0,1,0,3,4,0,0.0,1.33,12.0,1.33,0.0,9.0,4.6666,5,0,2,2,0,0.0,1.5,3.86,1.0,0.0,3.86
777637,2025-06-05,2.0,0,0,0,2,0,0.0,0.0,9.0,0.0,0.0,0.0,5.6667,5,1,0,2,0,1.59,0.88,3.18,0.0,0.0,0.0
777636,2025-06-05,4.0,2,2,4,3,0,4.5,1.5,6.75,0.75,0.0,9.0,4.3333,11,6,4,3,1,12.46,3.46,6.23,0.75,2.08,8.31
777628,2025-06-05,3.0,2,0,0,4,0,0.0,0.67,12.0,0.0,0.0,0.0,3.0,1,0,0,5,0,0.0,0.33,15.0,0.0,0.0,0.0
777633,2025-06-05,2.0,3,0,0,3,0,0.0,1.5,13.5,0.0,0.0,0.0,3.0,1,0,1,4,0,0.0,0.67,12.0,4.0,0.0,3.0
777631,2025-06-05,5.6667,7,1,2,6,0,1.59,1.59,9.53,3.0,0.0,3.18,1.0,2,1,2,1,0,9.0,4.0,9.0,0.5,0.0,18.0
777630,2025-06-05,2.6667,2,2,1,2,1,6.75,1.12,6.75,2.0,3.37,3.37,2.0,1,0,1,5,0,0.0,1.0,22.5,5.0,0.0,4.5
777632,2025-06-05,4.0,7,4,2,4,1,9.0,2.25,9.0,2.0,2.25,4.5,8.0,7,0,1,1,0,0.0,1.0,1.12,1.0,0.0,1.12
777644,2025-06-05,3.0,2,0,0,3,0,0.0,0.67,9.0,0.0,0.0,0.0,3.0,5,2,1,2,0,6.0,2.0,6.0,2.0,0.0,3.0
777629,2025-06-05,3.0,5,1,1,5,1,3.0,2.0,15.0,5.0,3.0,3.0,3.6667,4,3,1,5,0,7.36,1.36,12.27,5.0,0.0,2.45
