game_pk,date,home_bullpen_ip,home_bullpen_hits,home_bullpen_earned_runs,home_bullpen_walks,home_bullpen_strikeouts,home_bullpen_homeruns,home_bullpen_era,home_bullpen_whip,home_bullpen_k_per_9,home_bullpen_k_bb_ratio,home_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_ip,away_bullpen_hits,away_bullpen_earned_runs,away_bullpen_walks,away_bullpen_strikeouts,away_bullpen_homeruns,away_bullpen_era,away_bullpen_whip,away_bullpen_k_per_9,away_bullpen_k_bb_ratio,away_bullpen_hr_per_9,away_bullpen_bb_per_9
776527,2025-08-30,2.0,5,3,1,1,2,13.5,3.0,4.5,1.0,9.0,4.5,3.0,2,0,0,5,0,0.0,0.67,15.0,0.0,0.0,0.0
776525,2025-08-30,3.0,0,0,0,2,0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,3,1,2,6,0,2.25,1.25,13.5,3.0,0.0,4.5
776539,2025-08-30,3.6667,4,3,3,4,0,7.36,1.91,9.82,1.33,0.0,7.36,4.0,5,1,0,2,0,2.25,1.25,4.5,0.0,0.0,0.0
776535,2025-08-30,7.0,5,3,2,9,0,3.86,1.0,11.57,4.5,0.0,2.57,5.0,4,2,4,4,1,3.6,1.6,7.2,1.0,1.8,7.2
776532,2025-08-30,3.0,2,0,0,2,0,0.0,0.67,6.0,0.0,0.0,0.0,3.6667,3,1,1,6,0,2.45,1.09,14.73,6.0,0.0,2.45
776536,2025-08-30,4.0,4,2,2,5,2,4.5,1.5,11.25,2.5,4.5,4.5,3.0,3,1,1,0,1,3.0,1.33,0.0,0.0,3.0,3.0
776531,2025-08-30,2.6667,5,3,2,6,0,10.12,2.62,20.25,3.0,0.0,6.75,3.0,0,0,2,3,0,0.0,0.67,9.0,1.5,0.0,6.0
776530,2025-08-30,4.0,13,10,4,3,2,22.5,4.25,6.75,0.75,4.5,9.0,4.0,1,0,0,1,0,0.0,0.25,2.25,0.0,0.0,0.0
776529,2025-08-30,4.6667,3,2,3,4,0,3.86,1.29,7.71,1.33,0.0,5.79,5.0,4,1,0,5,0,1.8,0.8,9.0,0.0,0.0,0.0
776528,2025-08-30,3.0,3,0,0,1,0,0.0,1.0,3.0,0.0,0.0,0.0,2.3333,2,2,1,4,1,7.71,1.29,15.43,4.0,3.86,3.86
776537,2025-08-30,2.0,1,2,1,4,1,9.0,1.0,18.0,4.0,4.5,4.5,2.0,2,1,1,2,0,4.5,1.5,9.0,2.0,0.0,4.5
776516,2025-08-30,6.0,8,7,2,8,1,10.5,1.67,12.0,4.0,1.5,3.0,2.0,0,0,1,2,0,0.0,0.5,9.0,2.0,0.0,4.5
776526,2025-08-30,5.0,4,1,3,2,0,1.8,1.4,3.6,0.67,0.0,5.4,3.0,0,0,0,3,0,0.0,0.0,9.0,0.0,0.0,0.0
776523,2025-08-30,2.0,4,3,1,1,1,13.5,2.5,4.5,1.0,4.5,4.5,3.0,2,1,1,3,0,3.0,1.0,9.0,3.0,0.0,3.0
776524,2025-08-30,5.0,9,4,0,2,1,7.2,1.8,3.6,0.0,1.8,0.0,2.6667,2,0,1,4,0,0.0,1.12,13.5,4.0,0.0,3.37
