game_pk,date,home_bullpen_ip,away_bullpen_ip,home_bullpen_hits,away_bullpen_hits,home_bullpen_earned_runs,away_bullpen_earned_runs,home_bullpen_walks,away_bullpen_walks,home_bullpen_strikeouts,away_bullpen_strikeouts,home_bullpen_homeruns,away_bullpen_homeruns,home_bullpen_era,away_bullpen_era,home_bullpen_whip,away_bullpen_whip,home_bullpen_k_per_9,away_bullpen_k_per_9,home_bullpen_k_bb_ratio,away_bullpen_k_bb_ratio,home_bullpen_hr_per_9,away_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_bb_per_9
778480,2025-04-02,2.0,4.0,0,2,0,0,1,0,1,4,0,0,0.0,0.0,0.5,0.5,4.5,9.0,1.0,0.0,0.0,0.0,4.5,0.0
778479,2025-04-02,4.0,2.0,3,1,2,1,0,2,2,2,0,0,4.5,4.5,0.75,1.5,4.5,9.0,0.0,1.0,0.0,0.0,0.0,9.0
778477,2025-04-02,3.0,5.1,2,3,0,0,1,5,6,7,0,0,0.0,0.0,1.0,1.57,18.0,12.35,6.0,1.4,0.0,0.0,3.0,8.82
778473,2025-04-02,3.0,2.0,1,8,0,8,1,3,2,3,0,1,0.0,36.0,0.67,5.5,6.0,13.5,2.0,1.0,0.0,4.5,3.0,13.5
778474,2025-04-02,4.9,2.0,1,2,0,0,0,0,3,2,0,0,0.0,0.0,0.2,1.0,5.51,9.0,0.0,0.0,0.0,0.0,0.0,0.0
778478,2025-04-02,4.0,3.0,4,1,2,0,0,0,4,1,1,0,4.5,0.0,1.0,0.33,9.0,3.0,0.0,0.0,2.25,0.0,0.0,0.0
778471,2025-04-02,6.0,3.0,6,1,5,0,3,2,6,1,1,0,7.5,0.0,1.5,1.0,9.0,3.0,2.0,0.5,1.5,0.0,4.5,6.0
778476,2025-04-02,2.9,3.9,4,3,1,1,0,0,2,1,0,1,3.1,2.31,1.38,0.77,6.21,2.31,0.0,0.0,0.0,2.31,0.0,0.0
778469,2025-04-02,2.0,2.8,1,0,0,0,2,0,3,1,0,0,0.0,0.0,1.5,0.0,13.5,3.21,1.5,0.0,0.0,0.0,9.0,0.0
778475,2025-04-02,4.0,5.0,2,3,1,0,1,1,7,6,1,0,2.25,0.0,0.75,0.8,15.75,10.8,7.0,6.0,2.25,0.0,2.25,1.8
778481,2025-04-02,6.0,6.8,5,7,3,2,3,2,3,5,1,0,4.5,2.65,1.33,1.32,4.5,6.62,1.0,2.5,1.5,0.0,4.5,2.65
778483,2025-04-02,3.0,1.0,2,0,0,0,3,1,4,1,0,0,0.0,0.0,1.67,1.0,12.0,9.0,1.33,1.0,0.0,0.0,9.0,9.0
778482,2025-04-02,2.0,1.8,1,3,0,2,2,2,4,1,0,0,0.0,10.0,1.5,2.78,18.0,5.0,2.0,0.5,0.0,0.0,9.0,10.0
778484,2025-04-02,3.0,2.8,0,3,0,3,3,0,1,3,0,1,0.0,9.64,1.0,1.07,3.0,9.64,0.33,0.0,0.0,3.21,9.0,0.0
778472,2025-04-02,5.0,4.1,3,6,0,3,1,2,6,5,0,1,0.0,6.59,0.8,1.95,10.8,10.98,6.0,2.5,0.0,2.2,1.8,4.39
