game_pk,date,home_bullpen_ip,home_bullpen_hits,home_bullpen_earned_runs,home_bullpen_walks,home_bullpen_strikeouts,home_bullpen_homeruns,home_bullpen_era,home_bullpen_whip,home_bullpen_k_per_9,home_bullpen_k_bb_ratio,home_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_ip,away_bullpen_hits,away_bullpen_earned_runs,away_bullpen_walks,away_bullpen_strikeouts,away_bullpen_homeruns,away_bullpen_era,away_bullpen_whip,away_bullpen_k_per_9,away_bullpen_k_bb_ratio,away_bullpen_hr_per_9,away_bullpen_bb_per_9
777380,2025-06-24,5.0,6,2,3,7,0,3.6,1.8,12.6,2.33,0.0,5.4,4.0,3,3,1,4,3,6.75,1.0,9.0,4.0,6.75,2.25
777386,2025-06-24,3.0,3,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,6,2,2,2,0,6.0,2.67,6.0,1.0,0.0,6.0
777384,2025-06-24,3.3333,6,6,3,3,1,16.2,2.7,8.1,1.0,2.7,8.1,3.6667,3,5,4,5,2,12.27,1.91,12.27,1.25,4.91,9.82
777387,2025-06-24,4.0,5,7,6,4,0,15.75,2.75,9.0,0.67,0.0,13.5,4.0,3,1,1,6,0,2.25,1.0,13.5,6.0,0.0,2.25
777385,2025-06-24,6.0,1,0,2,5,0,0.0,0.5,7.5,2.5,0.0,3.0,4.0,7,4,2,2,0,9.0,2.25,4.5,1.0,0.0,4.5
777378,2025-06-24,3.0,3,1,1,1,0,3.0,1.33,3.0,1.0,0.0,3.0,2.3333,2,1,0,2,0,3.86,0.86,7.71,0.0,0.0,0.0
777375,2025-06-24,4.0,2,1,1,4,0,2.25,0.75,9.0,4.0,0.0,2.25,4.0,1,0,1,3,0,0.0,0.5,6.75,3.0,0.0,2.25
777383,2025-06-24,8.0,6,1,0,4,0,1.12,0.75,4.5,0.0,0.0,0.0,4.0,2,0,2,1,0,0.0,1.0,2.25,0.5,0.0,4.5
777374,2025-06-24,4.0,1,0,0,3,0,0.0,0.25,6.75,0.0,0.0,0.0,4.0,4,0,1,2,0,0.0,1.25,4.5,2.0,0.0,2.25
777373,2025-06-24,4.3333,6,2,1,4,1,4.15,1.62,8.31,4.0,2.08,2.08,4.0,2,0,0,2,0,0.0,0.5,4.5,0.0,0.0,0.0
777377,2025-06-24,2.0,0,0,0,3,0,0.0,0.0,13.5,0.0,0.0,0.0,0.3333,1,0,0,1,0,0.0,3.0,27.0,0.0,0.0,0.0
777379,2025-06-24,5.0,8,3,0,5,1,5.4,1.6,9.0,0.0,1.8,0.0,8.0,12,6,3,11,0,6.75,1.88,12.38,3.67,0.0,3.38
777376,2025-06-24,5.3333,3,0,1,4,0,0.0,0.75,6.75,4.0,0.0,1.69,2.3333,4,2,1,5,2,7.71,2.14,19.29,5.0,7.71,3.86
777372,2025-06-24,6.0,2,0,0,5,0,0.0,0.33,7.5,0.0,0.0,0.0,3.0,0,0,1,2,0,0.0,0.33,6.0,2.0,0.0,3.0
777364,2025-06-24,4.0,6,1,0,2,0,2.25,1.5,4.5,0.0,0.0,0.0,4.3333,1,0,2,7,0,0.0,0.69,14.54,3.5,0.0,4.15
