game_pk,date,home_bullpen_ip,home_bullpen_hits,home_bullpen_earned_runs,home_bullpen_walks,home_bullpen_strikeouts,home_bullpen_homeruns,home_bullpen_era,home_bullpen_whip,home_bullpen_k_per_9,home_bullpen_k_bb_ratio,home_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_ip,away_bullpen_hits,away_bullpen_earned_runs,away_bullpen_walks,away_bullpen_strikeouts,away_bullpen_homeruns,away_bullpen_era,away_bullpen_whip,away_bullpen_k_per_9,away_bullpen_k_bb_ratio,away_bullpen_hr_per_9,away_bullpen_bb_per_9
776551,2025-08-29,3.0,3,1,2,2,0,3.0,1.67,6.0,1.0,0.0,6.0,5.0,4,2,4,8,1,3.6,1.6,14.4,2.0,1.8,7.2
776545,2025-08-29,2.6667,2,1,3,5,0,3.37,1.87,16.87,1.67,0.0,10.12,5.0,6,0,1,5,0,0.0,1.4,9.0,5.0,0.0,1.8
776552,2025-08-29,4.0,2,0,1,4,0,0.0,0.75,9.0,4.0,0.0,2.25,1.0,3,1,1,0,0,9.0,4.0,0.0,0.0,0.0,9.0
776546,2025-08-29,3.6667,6,5,4,6,0,12.27,2.73,14.73,1.5,0.0,9.82,3.0,3,2,2,1,0,6.0,1.67,3.0,0.5,0.0,6.0
776549,2025-08-29,3.6667,7,2,2,3,0,4.91,2.45,7.36,1.5,0.0,4.91,3.0,2,0,1,3,0,0.0,1.0,9.0,3.0,0.0,3.0
776547,2025-08-29,3.0,4,0,1,1,0,0.0,1.67,3.0,1.0,0.0,3.0,1.3333,3,2,2,2,0,13.5,3.75,13.5,1.0,0.0,13.5
776548,2025-08-29,4.0,9,5,1,4,2,11.25,2.5,9.0,4.0,4.5,2.25,7.3333,15,14,5,5,4,17.18,2.73,6.14,1.0,4.91,6.14
776544,2025-08-29,5.0,5,5,3,8,1,9.0,1.6,14.4,2.67,1.8,5.4,3.0,5,1,1,2,0,3.0,2.0,6.0,2.0,0.0,3.0
776543,2025-08-29,3.0,2,0,3,5,0,0.0,1.67,15.0,1.67,0.0,9.0,3.0,4,1,3,2,0,3.0,2.33,6.0,0.67,0.0,9.0
776540,2025-08-29,5.6667,3,1,0,6,1,1.59,0.53,9.53,0.0,1.59,0.0,5.3333,4,0,3,5,0,0.0,1.31,8.44,1.67,0.0,5.06
776541,2025-08-29,3.0,2,1,3,3,0,3.0,1.67,9.0,1.0,0.0,9.0,5.0,7,3,5,2,1,5.4,2.4,3.6,0.4,1.8,9.0
776542,2025-08-29,4.6667,6,3,1,2,2,5.79,1.5,3.86,2.0,3.86,1.93,4.0,8,4,1,6,1,9.0,2.25,13.5,6.0,2.25,2.25
776538,2025-08-29,3.3333,3,2,1,3,1,5.4,1.2,8.1,3.0,2.7,2.7,3.0,0,0,1,1,0,0.0,0.33,3.0,1.0,0.0,3.0
776534,2025-08-29,3.6667,0,0,2,6,0,0.0,0.55,14.73,3.0,0.0,4.91,3.0,1,0,1,2,0,0.0,0.67,6.0,2.0,0.0,3.0
776533,2025-08-29,4.6667,4,2,0,4,1,3.86,0.86,7.71,0.0,1.93,0.0,5.0,9,4,2,7,2,7.2,2.2,12.6,3.5,3.6,3.6
