game_pk,date,home_bullpen_ip,home_bullpen_hits,home_bullpen_earned_runs,home_bullpen_walks,home_bullpen_strikeouts,home_bullpen_homeruns,home_bullpen_era,home_bullpen_whip,home_bullpen_k_per_9,home_bullpen_k_bb_ratio,home_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_ip,away_bullpen_hits,away_bullpen_earned_runs,away_bullpen_walks,away_bullpen_strikeouts,away_bullpen_homeruns,away_bullpen_era,away_bullpen_whip,away_bullpen_k_per_9,away_bullpen_k_bb_ratio,away_bullpen_hr_per_9,away_bullpen_bb_per_9
778538,2025-03-29,4.3333,6,3,0,5,1,6.23,1.38,10.38,0.0,2.08,0.0,6.0,10,10,3,3,4,15.0,2.17,4.5,1.0,6.0,4.5
778534,2025-03-29,4.0,4,1,1,2,0,2.25,1.25,4.5,2.0,0.0,2.25,2.0,0,0,2,2,0,0.0,1.0,9.0,1.0,0.0,9.0
778528,2025-03-29,3.0,1,0,0,1,0,0.0,0.33,3.0,0.0,0.0,0.0,3.0,5,4,5,5,0,12.0,3.33,15.0,1.0,0.0,15.0
778536,2025-03-29,6.0,9,7,1,8,1,10.5,1.67,12.0,8.0,1.5,1.5,3.6667,3,0,3,8,0,0.0,1.64,19.64,2.67,0.0,7.36
778535,2025-03-29,4.0,7,9,6,3,2,20.25,3.25,6.75,0.5,4.5,13.5,4.0,7,4,2,4,2,9.0,2.25,9.0,2.0,4.5,4.5
778529,2025-03-29,4.0,1,0,1,1,0,0.0,0.5,2.25,1.0,0.0,2.25,3.0,6,2,1,2,1,6.0,2.33,6.0,2.0,3.0,3.0
778540,2025-03-29,3.0,3,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2,1,0,4,1,3.0,0.67,12.0,0.0,3.0,0.0
778537,2025-03-29,3.0,2,1,0,2,0,3.0,0.67,6.0,0.0,0.0,0.0,4.6667,3,1,3,3,0,1.93,1.29,5.79,1.0,0.0,5.79
778539,2025-03-29,7.6667,5,1,6,6,0,1.17,1.43,7.04,1.0,0.0,7.04,5.3333,6,1,3,5,0,1.69,1.69,8.44,1.67,0.0,5.06
778531,2025-03-29,7.3333,5,2,2,8,1,2.45,0.95,9.82,4.0,1.23,2.45,3.6667,1,0,1,2,0,0.0,0.55,4.91,2.0,0.0,2.45
778530,2025-03-29,3.0,0,0,2,4,0,0.0,0.67,12.0,2.0,0.0,6.0,2.3333,1,0,2,2,0,0.0,1.29,7.71,1.0,0.0,7.71
778520,2025-03-29,3.0,1,0,1,2,0,0.0,0.67,6.0,2.0,0.0,3.0,2.0,3,1,1,3,0,4.5,2.0,13.5,3.0,0.0,4.5
778532,2025-03-29,3.0,2,1,0,4,1,3.0,0.67,12.0,0.0,3.0,0.0,2.0,6,2,1,3,1,9.0,3.5,13.5,3.0,4.5,4.5
778533,2025-03-29,7.3333,3,1,0,11,0,1.23,0.41,13.5,0.0,0.0,0.0,3.3333,3,3,1,4,2,8.1,1.2,10.8,4.0,5.4,2.7
778521,2025-03-29,3.3333,3,0,0,3,0,0.0,0.9,8.1,0.0,0.0,0.0,4.0,2,0,2,8,0,0.0,1.0,18.0,4.0,0.0,4.5
