game_pk,date,home_starter_id,away_starter_id,home_starter_full_name,away_starter_full_name,home_starter_team_id,away_starter_team_id,home_starter_team_abbreviation,away_starter_team_abbreviation,home_starter_season,away_starter_season,home_starter_postseason,away_starter_postseason,home_starter_season_type,away_starter_season_type,home_starter_pitching_gp,away_starter_pitching_gp,home_starter_pitching_gs,away_starter_pitching_gs,home_starter_pitching_qs,away_starter_pitching_qs,home_starter_pitching_w,away_starter_pitching_w,home_starter_pitching_l,away_starter_pitching_l,home_starter_pitching_era,away_starter_pitching_era,home_starter_pitching_sv,away_starter_pitching_sv,home_starter_pitching_hld,away_starter_pitching_hld,home_starter_pitching_ip,away_starter_pitching_ip,home_starter_pitching_h,away_starter_pitching_h,home_starter_pitching_er,away_starter_pitching_er,home_starter_pitching_hr,away_starter_pitching_hr,home_starter_pitching_bb,away_starter_pitching_bb,home_starter_pitching_whip,away_starter_pitching_whip,home_starter_pitching_k,away_starter_pitching_k,home_starter_pitching_k_per_9,away_starter_pitching_k_per_9,home_starter_pitching_war,away_starter_pitching_war
448859,2016-08-31,605388,461829,Adam Morgan,Gio Gonzalez,143,120,PHI,WSH,2016,2016,0,0,regular,regular,15,26,15,26,5,14,2,11,11,13,6.69,4.25,0,0,0,0,76.7,148.3,105,143,57,70,19,16,19,51,1.62,1.31,63,142,7.4,8.62,,
448858,2016-08-31,451596,592717,Yovani Gallardo,Aaron Sanchez,110,141,BAL,TOR,2016,2016,0,0,regular,regular,18,24,18,24,5,18,9,14,7,9,5.69,2.99,0,0,0,0,91.7,156.3,101,135,58,52,12,11,50,46,1.65,1.16,62,132,6.09,7.6,,
448857,2016-08-31,453214,592767,Steven Wright,Drew Smyly,111,139,BOS,TB,2016,2016,0,0,regular,regular,23,25,23,25,15,12,14,11,9,14,3.18,4.8,0,0,0,0,152.7,150.0,131,144,54,80,10,27,54,40,1.21,1.23,124,149,7.31,8.94,,
448856,2016-08-31,490063,596133,Matt Garza,Luke Weaver,158,138,MIL,STL,2016,2016,0,0,regular,regular,14,3,14,3,4,1,5,1,8,1,4.89,3.6,0,0,0,0,73.7,15.0,89,17,40,6,8,3,29,5,1.6,1.47,48,16,5.86,9.6,,
448855,2016-08-31,527048,433587,Martín Pérez,Félix Hernández,140,136,TEX,SEA,2016,2016,0,0,regular,regular,27,18,27,18,15,11,14,11,13,6,4.45,3.14,0,0,0,0,163.7,117.7,168,97,81,41,15,13,64,48,1.42,1.23,83,101,4.56,7.73,,
448854,2016-08-31,605538,518560,Matt Wisler,Paul Clemens,144,135,ATL,SD,2016,2016,0,0,regular,regular,21,8,21,8,13,0,6,3,15,4,4.95,5.54,0,0,0,0,129.0,39.0,129,43,71,24,22,10,39,17,1.3,1.54,95,30,6.63,6.92,,
448852,2016-08-31,571666,446321,Mike Fiers,Ross Detwiler,117,133,HOU,OAK,2016,2016,0,0,regular,regular,24,4,24,4,12,1,11,1,8,3,4.4,5.73,0,0,0,0,135.0,22.0,144,29,66,14,23,3,31,6,1.3,1.59,107,13,7.13,5.32,,
448853,2016-08-31,434628,285064,Jason Hammel,Ryan Vogelsong,112,134,CHC,PIT,2016,2016,0,0,regular,regular,25,7,25,7,14,3,14,2,8,4,3.21,2.25,0,0,0,0,140.0,36.0,116,28,50,9,19,4,44,11,1.14,1.08,116,30,7.46,7.5,,
448850,2016-08-31,446372,534737,Corey Kluber,Pat Dean,114,142,CLE,MIN,2016,2016,0,0,regular,regular,26,7,26,7,19,3,15,3,9,1,3.07,6.88,0,0,0,0,175.7,34.0,140,42,60,26,16,7,44,14,1.05,1.65,178,22,9.12,5.82,,
448849,2016-08-31,112526,605222,Bartolo Colon,Jake Esch,121,146,NYM,MIA,2016,2016,0,0,regular,regular,26,0,26,0,14,0,14,0,10,0,3.47,0.0,0,0,0,0,150.3,0.0,161,0,58,0,18,0,28,0,1.26,0.0,102,0,6.11,0.0,,
448848,2016-08-31,542881,548389,Tyler Anderson,Ross Stripling,115,119,COL,LAD,2016,2016,0,0,regular,regular,14,12,14,12,8,3,7,4,6,7,3.69,4.59,0,0,0,0,83.0,64.7,80,65,34,33,10,7,20,22,1.2,1.35,77,48,8.35,6.68,,
448847,2016-08-31,445060,605232,Ricky Nolasco,Brandon Finnegan,108,113,LAA,CIN,2016,2016,0,0,regular,regular,26,26,26,26,11,14,8,10,16,15,5.24,4.27,0,0,0,0,154.7,147.7,175,127,90,70,25,27,36,72,1.36,1.35,113,118,6.58,7.19,,
448846,2016-08-31,434378,519242,Justin Verlander,Chris Sale,116,145,DET,CWS,2016,2016,0,0,regular,regular,27,25,27,25,21,18,16,16,11,8,3.33,3.14,0,0,0,0,181.0,177.7,138,140,67,62,23,19,46,38,1.02,1.0,189,179,9.4,9.07,,
448845,2016-08-31,519043,571946,Matt Moore,Shelby Miller,137,109,SF,AZ,2016,2016,0,0,regular,regular,26,14,26,14,15,2,11,3,15,8,3.95,7.14,0,0,0,0,161.7,69.3,143,87,71,55,22,13,60,34,1.26,1.75,138,50,7.68,6.49,,
448833,2016-08-31,656546,502032,Jeff Hoffman,Bud Norris,115,119,COL,LAD,2016,2016,0,0,regular,regular,2,18,2,18,1,5,0,8,2,7,8.1,5.09,0,0,0,0,10.0,88.3,13,90,9,50,3,11,5,34,1.8,1.4,5,87,4.5,8.86,,
448851,2016-08-31,453178,570666,Ian Kennedy,Luis Cessa,118,147,KC,NYY,2016,2016,0,0,regular,regular,26,2,26,2,12,2,12,2,13,0,3.57,2.25,0,0,0,0,153.7,12.0,133,8,61,3,28,2,48,2,1.18,0.83,153,10,8.96,7.5,,
