Date,Fav Team,Dog Team,away_team,home_team,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-08-27,NYY,WAS,NYY,WAS,0,-1.5,-124,118,11.0,2.0,9.0,1,1,-124,118,11.0,2.0,-9.0
2025-08-27,STL,PIT,STL,PIT,0,-1.5,130,-143,1.0,2.0,-1.0,1,0,130,-143,1.0,2.0,1.0
2025-08-27,BOS,BAL,BOS,BAL,0,-1.5,118,-124,3.0,2.0,1.0,1,1,118,-124,3.0,2.0,-1.0
2025-08-27,LAD,CIN,LAD,CIN,0,-1.5,109,-122,5.0,1.0,4.0,1,1,109,-122,5.0,1.0,-4.0
2025-08-27,TOR,MIN,MIN,TOR,1,-1.5,116,-119,9.0,8.0,1.0,1,1,-119,116,8.0,9.0,1.0
2025-08-27,HOU,COL,COL,HOU,1,-1.5,-134,129,4.0,0.0,4.0,1,1,129,-134,0.0,4.0,4.0
2025-08-27,TEX,LAA,LAA,TEX,1,-1.5,131,-149,20.0,3.0,17.0,1,1,-149,131,3.0,20.0,17.0
2025-08-27,ATL,MIA,ATL,MIA,0,-1.5,139,-152,12.0,1.0,11.0,1,1,139,-152,12.0,1.0,-11.0
2025-08-27,TB,CLE,TB,CLE,0,-1.5,127,-137,3.0,4.0,-1.0,1,0,127,-137,3.0,4.0,1.0
2025-08-27,DET,OAK,DET,OAK,0,-1.5,132,-142,0.0,7.0,-7.0,0,0,132,-142,0.0,7.0,7.0
2025-08-27,CHC,SF,CHC,SF,0,-1.5,133,-153,3.0,12.0,-9.0,0,0,133,-153,3.0,12.0,9.0
2025-08-27,NYM,PHI,NYM,PHI,0,-1.5,140,-156,6.0,0.0,6.0,1,1,140,-156,6.0,0.0,-6.0
2025-08-27,MIL,ARI,ARI,MIL,1,-1.5,150,-170,2.0,3.0,-1.0,1,0,-170,150,3.0,2.0,-1.0
2025-08-27,SEA,SD,SD,SEA,1,-1.5,157,-171,4.0,3.0,1.0,1,1,-171,157,3.0,4.0,1.0
2025-08-27,KAN,CWS,KAN,CWS,0,-1.5,133,-140,12.0,1.0,11.0,1,1,133,-140,12.0,1.0,-11.0
