Date,Fav Team,Dog Team,away_team,home_team,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-08-05,NYM,CLE,NYM,CLE,0,-1.5,138,-145,2.0,3.0,-1.0,1,0,138,-145,2.0,3.0,1.0
2025-08-05,BOS,KAN,KAN,BOS,1,-1.5,-114,107,6.0,2.0,4.0,1,1,107,-114,2.0,6.0,4.0
2025-08-05,WAS,OAK,OAK,WAS,1,-1.5,166,-177,7.0,16.0,-9.0,0,0,-177,166,16.0,7.0,-9.0
2025-08-05,SF,PIT,SF,PIT,0,-1.5,132,-139,8.0,1.0,7.0,1,1,132,-139,8.0,1.0,-7.0
2025-08-05,PHI,BAL,BAL,PHI,1,-1.5,147,-163,5.0,0.0,5.0,1,1,-163,147,0.0,5.0,5.0
2025-08-05,MIL,ATL,MIL,ATL,0,-1.5,125,-134,7.0,2.0,5.0,1,1,125,-134,7.0,2.0,-5.0
2025-08-05,DET,MIN,MIN,DET,1,-1.5,148,-160,3.0,6.0,-3.0,0,0,-160,148,6.0,3.0,-3.0
2025-08-05,HOU,MIA,HOU,MIA,0,-1.5,160,-172,7.0,3.0,4.0,1,1,160,-172,7.0,3.0,-4.0
2025-08-05,LAA,TB,LAA,TB,0,-1.5,168,-183,3.0,7.0,-4.0,0,0,168,-183,3.0,7.0,4.0
2025-08-05,SD,ARI,SD,ARI,0,-1.5,127,-135,10.0,5.0,5.0,1,1,127,-135,10.0,5.0,-5.0
2025-08-05,TOR,COL,TOR,COL,0,-1.5,-153,139,10.0,4.0,6.0,1,1,-153,139,10.0,4.0,-6.0
2025-08-05,TEX,NYY,NYY,TEX,1,-1.5,172,-179,2.0,0.0,2.0,1,1,-179,172,0.0,2.0,2.0
2025-08-05,SEA,CWS,CWS,SEA,1,-1.5,-107,100,8.0,3.0,5.0,1,1,100,-107,3.0,8.0,5.0
2025-08-05,LAD,STL,LAD,STL,0,-1.5,112,-118,12.0,6.0,6.0,1,1,112,-118,12.0,6.0,-6.0
2025-08-05,CHC,CIN,CHC,CIN,0,-1.5,126,-136,1.0,5.0,-4.0,0,0,126,-136,1.0,5.0,4.0
